topicID,topic_terms,terms_relevance
9,paseo,3.376464592292905
9,alcaldía,2.858829393517226
9,tener,2.433660120004788
9,av,2.3344387591350824
10,debido,800.6589859724045
10,personal,698.0983912944794
10,auxiliar,645.1145559549332
10,paciente,632.1375072002411
10,personal_auxiliar,627.6767700910568
10,auxiliar_paciente,627.6767700910568
10,personal_auxiliar_paciente,627.676472067833
10,ciudad,357.9014539718628
10,méxico,338.619165122509
10,ciudad_méxico,322.2218528389931
10,reglamento,207.19332620501518
10,cambio,199.80179145932198
10,programa,175.73194578289986
10,reglamento_ciudad,175.57306215167046
10,reglamento_ciudad_méxico,172.8340983390808
10,consulta,168.36732625961304
10,cambio_reglamento,165.62948003411293
10,cambio_reglamento_ciudad,162.0948687195778
10,consulta_cambio,162.09451481699944
10,consulta_cambio_reglamento,162.094384431839
10,auxiliar_paciente_debido,135.121438652277
10,paciente_debido,135.12137345969677
10,operación,124.61255304515362
10,méxico_operación_programa,119.13414113223553
10,operación_programa,119.13391761481762
10,ciudad_méxico_operación,119.13381516933441
10,méxico_operación,119.13367547094822
10,madero,116.23652651906013
10,alcaldía_gustavo,113.15309442579746
10,alcaldía_gustavo_madero,112.11867444217205
11,atender,526.3808369636536
11,donado,412.20303624868393
11,aportación,410.54386645555496
11,donado_aportación,409.92744266986847
11,bombero,403.8664698600769
11,alcaldía,253.70480492711067
11,madero,182.76089802384377
11,reportar,173.95878210663795
11,iztapalapa,145.12636698782444
11,colonia,141.9037114828825
11,doble,140.86713083088398
11,azcapotzalco,140.11206105351448
11,doble_fila,135.75199991464615
11,xochimilco,134.59492474794388
11,cuauhtemoc,128.9073470979929
11,cuerpo,121.2400570511818
11,registrar,120.01475319266319
11,cdmx,114.34958316385746
11,atender_donado_aportación,113.69692161679268
11,atender_donado,113.69692161679268
11,consumir,113.39990422129631
11,fuerte,112.83301748335361
11,san,110.72184890508652
11,fila,107.84797370433807
11,sofocar,104.85595092177391
11,ubicado,100.99493898451328
11,controlar,97.3100308328867
11,av,96.0690900683403
11,gustavo,93.39339099824429
11,gustavo_madero,90.04227817058563
12,precaución,631.1541050672531
12,pasar,630.5963546037674
12,extremo,620.4241514205933
12,lugar,617.8208068013191
12,extremo_precaución,612.9665300250053
12,pasar_lugar,611.0913306474686
12,precaución_pasar,610.5456501245499
12,precaución_pasar_lugar,610.407404601574
12,extremo_precaución_pasar,610.407404601574
12,atender,608.9102104306221
12,av,151.854045689106
12,atender_extremo_precaución,129.24767099320889
12,atender_extremo,129.24767099320889
12,carril_libre,118.11633594334126
12,libre,107.63265192508698
12,permanecer_carril,107.28200897574425
12,permanecer_carril_libre,106.02181777358055
12,hidalgo_extremo,90.17632342875004
12,hidalgo_extremo_precaución,90.17632342875004
12,permanecer,84.71748791635036
12,san,68.50999779999256
12,atender_av,65.7071452587843
12,obra,63.940309919416904
12,madero,61.80259399116039
12,madero_extremo_precaución,60.34119985997677
12,madero_extremo,60.34119985997677
12,obregon_permanecer,57.44584370404482
12,obregon_permanecer_carril,57.44584370404482
12,alvaro_obregon_permanecer,57.44584370404482
12,obregon_extremo,55.945999920368195
