coordinateID,geoID,geoName,longitude,latitude
c404,12,Tlalpan,-99.2062207957,19.1983396763
c405,2,Azcapotzalco,-99.1821069423,19.4853286147
c406,11,Tláhuac,-99.0028216137,19.2769983772
c407,2,Azcapotzalco,-99.1821069423,19.4853286147
c408,12,Tlalpan,-99.14295080177288,19.28225559353917
c409,7,Iztapalapa,-99.137171,19.375769
c410,2,Azcapotzalco,-99.1821069423,19.4853286147
c411,12,Tlalpan,-99.2062207957,19.1983396763
c412,15,Cuauhtémoc,-99.1490557562,19.4313734294
c413,15,Cuauhtémoc,-99.1490557562,19.4313734294
c414,2,Azcapotzalco,-99.1821069423,19.4853286147
c415,12,Tlalpan,-99.2062207957,19.1983396763
c416,12,Tlalpan,-99.16441333605256,19.268644243094982
c417,12,Tlalpan,-99.140238,19.2846922
c418,10,Álvaro Obregón,-99.1919955,19.357102
c419,16,Miguel Hidalgo,-99.259495,19.3863707
c420,12,Tlalpan,-99.315748,19.087511
c421,5,Gustavo A. Madero,-99.1158642087,19.5040652077
c422,5,Gustavo A. Madero,-99.1158642087,19.5040652077
c423,5,Gustavo A. Madero,-99.1158642087,19.5040652077
c424,5,Gustavo A. Madero,-99.135274,19.5176519
c425,10,Álvaro Obregón,-99.246819712,19.336175562
c426,12,Tlalpan,-99.2062207957,19.1983396763
c427,12,Tlalpan,-99.2058092,19.2970107
c428,5,Gustavo A. Madero,-99.1158642087,19.5040652077
c429,5,Gustavo A. Madero,-99.1158642087,19.5040652077
c430,5,Gustavo A. Madero,-99.1158642087,19.5040652077
c431,5,Gustavo A. Madero,-99.1158642087,19.5040652077
c432,2,Azcapotzalco,-99.1821069423,19.4853286147
c433,16,Miguel Hidalgo,-99.1843501,19.3998346
c434,10,Álvaro Obregón,-99.246819712,19.336175562
c435,14,Benito Juárez,-99.1611346584,19.3806424162
c436,16,Miguel Hidalgo,-99.180678,19.444937
c437,5,Gustavo A. Madero,-99.1158642087,19.5040652077
c438,12,Tlalpan,-99.2062207957,19.1983396763
c439,5,Gustavo A. Madero,-99.1158642087,19.5040652077
c440,12,Tlalpan,-99.140238,19.2846922
c441,16,Miguel Hidalgo,-99.259495,19.3863707
c442,9,Milpa Alta,-99.0510954218,19.1394565999
c443,12,Tlalpan,-99.2062207957,19.1983396763
c444,10,Álvaro Obregón,-99.1919955,19.357102
c445,12,Tlalpan,-99.2062207957,19.1983396763
c446,14,Benito Juárez,-99.1611346584,19.3806424162
c447,10,Álvaro Obregón,-99.1919955,19.357102
c448,16,Miguel Hidalgo,-99.1843501,19.3998346
c449,12,Tlalpan,-99.2058092,19.2970107
c450,12,Tlalpan,-99.2058092,19.2970107
c451,10,Álvaro Obregón,-99.246819712,19.336175562
c452,12,Tlalpan,-99.2058092,19.2970107
c453,17,Venustiano Carranza,-99.137171,19.375769
c454,7,Iztapalapa,-99.067766,19.3668621
c455,17,Venustiano Carranza,-99.259495,19.3863707
c456,16,Miguel Hidalgo,-99.1843501,19.3998346
c457,16,Miguel Hidalgo,-99.1843501,19.3998346
c458,12,Tlalpan,-99.2062207957,19.1983396763
c459,15,Cuauhtémoc,-99.128294,19.4043522
c460,15,Cuauhtémoc,-99.1490557562,19.4313734294
c461,10,Álvaro Obregón,-99.1919955,19.357102
c462,15,Cuauhtémoc,-99.1490557562,19.4313734294
c463,12,Tlalpan,-99.2062207957,19.1983396763
c464,15,Cuauhtémoc,-99.1490557562,19.4313734294
c465,16,Miguel Hidalgo,-99.180678,19.444937
c466,16,Miguel Hidalgo,-99.180678,19.444937
c467,16,Miguel Hidalgo,-99.1843501,19.3998346
c468,5,Gustavo A. Madero,-99.1158642087,19.5040652077
c469,7,Iztapalapa,-99.067766,19.3668621
c470,12,Tlalpan,-99.2062207957,19.1983396763
c471,16,Miguel Hidalgo,-99.1843501,19.3998346
c472,7,Iztapalapa,-99.0567989642,19.3491663204
c473,16,Miguel Hidalgo,-99.1843501,19.3998346
c474,2,Azcapotzalco,-99.1821069423,19.4853286147
c475,15,Cuauhtémoc,-99.1490557562,19.4313734294
c476,12,Tlalpan,-99.2062207957,19.1983396763
c477,12,Tlalpan,-99.2062207957,19.1983396763
c478,15,Cuauhtémoc,-99.1490557562,19.4313734294
c479,12,Tlalpan,-99.2062207957,19.1983396763
c480,3,Coyoacán,-99.1503763525,19.3266672536
c481,2,Azcapotzalco,-99.1821069423,19.4853286147
c482,11,Tláhuac,-99.0028216137,19.2769983772
c483,12,Tlalpan,-99.2062207957,19.1983396763
c484,16,Miguel Hidalgo,-99.2045669144,19.4280623649
c485,12,Tlalpan,-99.2062207957,19.1983396763
c486,12,Tlalpan,-99.2062207957,19.1983396763
c487,15,Cuauhtémoc,-99.1490557562,19.4313734294
