pivotID,pubID,topicID,prevalence
t733,1144331796303101952,2,0.47136256
t734,1144331796303101952,3,0.5165731
t735,1144343588924358656,2,0.9197007
t736,1144343588924358656,3,0.035662323
t737,1144343588924358656,4,0.03520588
t738,1144572416594731008,1,0.99590987
t739,1144617725169479682,2,0.9889999
t740,1144721207767420928,2,0.9752921
t741,1144721207767420928,3,0.010973179
t742,1144721207767420928,4,0.010832795
t743,1144983545871421441,2,0.6352474
t744,1144983545871421441,3,0.3526879
t745,1145014029750087680,1,0.99590987
t746,1145242432214306817,3,0.98019433
t747,1145242432214306817,4,0.01083327
t748,1145320121017229312,3,0.9826036
t749,1145370798980358144,2,0.9577368
t750,1145370798980358144,3,0.018769696
t751,1145370798980358144,4,0.018529726
t752,1145527043821469697,2,0.010383372
t753,1145527043821469697,3,0.9661221
t754,1145527043821469697,4,0.018530453
t755,1146079321003569152,2,0.010382979
t756,1146079321003569152,3,0.9661234
t757,1146079321003569152,4,0.018529752
t758,1146441663583346688,1,0.99590987
t759,1146449149052641281,2,0.9752919
t760,1146449149052641281,3,0.0109732915
t761,1146449149052641281,4,0.010832827
t762,1146467234967162880,3,0.8717422
t763,1146467234967162880,4,0.12400102
t764,1146845420292726784,2,0.29945278
t765,1146845420292726784,3,0.68848246
t766,1146851970835189761,1,0.99590987
t767,1147577692402987009,2,0.37849367
t768,1147577692402987009,3,0.6133902
t769,1147662713981689856,3,0.9726085
t770,1147662713981689856,4,0.014982534
t771,1147758738981445632,2,0.91969377
t772,1147758738981445632,3,0.035665717
t773,1147758738981445632,4,0.035208683
t774,1147902006272679936,2,0.4433297
t775,1147902006272679936,3,0.54460573
t776,1148121370229972992,2,0.5193704
t777,1148121370229972992,3,0.4709253
t778,1148398518878580737,3,0.987254
t779,1149014901496700931,2,0.98539996
t780,1149337029408247809,2,0.8331739
t781,1149337029408247809,3,0.16166556
t782,1150146417236807683,2,0.4130902
t783,1150146417236807683,3,0.5794074
t784,1150379875594694657,2,0.010382867
t785,1150379875594694657,3,0.9661231
t786,1150379875594694657,4,0.018530283
t787,1150445167473827840,2,0.9840987
t788,1150898792788459523,3,0.9770123
t789,1150898792788459523,4,0.012573773
t790,1150937036821413889,2,0.85004437
t791,1150937036821413889,3,0.1411163
t792,1151683553031327744,2,0.35790014
t793,1151683553031327744,3,0.6339836
t794,1152200699855417344,3,0.98449016
t795,1152312019464466433,3,0.98829687
t796,1152312155267567619,3,0.98829687
t797,1152667048125837313,3,0.9248687
t798,1152667048125837313,4,0.07087444
t799,1153010446145925122,1,0.9966005
t800,1153289631082921984,3,0.98725426
t801,1153290347587473408,3,0.9770126
t802,1153290347587473408,4,0.012573625
t803,1153313519015780359,1,0.9966005
t804,1153323110889771008,3,0.98449004
t805,1153343043526959105,3,0.98448974
t806,1153722853948366850,3,0.9872541
t807,1153729199603146754,2,0.44284534
t808,1153729199603146754,3,0.5496522
t809,1153781399175909377,1,0.9966005
t810,1154029051465461760,2,0.8091431
t811,1154029051465461760,3,0.18434022
t812,1154247112160415745,3,0.99215037
t813,1154362927366807552,2,0.9882767
t814,1154757384251662336,2,0.98254347
t815,1155964879221583874,2,0.6590064
t816,1155964879221583874,3,0.32725853
t817,1155964879221583874,4,0.010833021
t818,1155995320754425859,2,0.34957013
t819,1155995320754425859,3,0.626936
t820,1155995320754425859,4,0.018529935
t821,1156004287375220737,2,0.6217842
t822,1156004287375220737,3,0.37124097
t823,1156957653169582081,2,0.98745316
t824,1157109558793388032,3,0.7954481
t825,1157109558793388032,4,0.19667111
t826,1157328994204733441,2,0.7129565
t827,1157328994204733441,3,0.27497882
t828,1157821998455808003,2,0.97132057
t829,1157821998455808003,3,0.012737217
t830,1157821998455808003,4,0.012573887
t831,1157837292335243265,2,0.69769377
t832,1157837292335243265,3,0.29346687
t833,1158068241945772034,2,0.94462126
t834,1158068241945772034,3,0.02459451
t835,1158068241945772034,4,0.024280014
t836,1158376672606818304,3,0.97701204
t837,1158376672606818304,4,0.01257392
t838,1158388069852016640,3,0.98918205
t839,1158578350249541633,2,0.9446208
t840,1158578350249541633,3,0.024594808
t841,1158578350249541633,4,0.024280114
t842,1158944894674599936,2,0.6156637
t843,1158944894674599936,3,0.3608428
t844,1158944894674599936,4,0.01852968
t845,1159222360484065283,1,0.99671155
t846,1159449332246089728,3,0.989182
t847,1159515797884198914,2,0.013605326
t848,1159515797884198914,3,0.9556099
t849,1159515797884198914,4,0.024280442
t850,1159536651003191302,2,0.013605308
t851,1159536651003191302,3,0.95561
t852,1159536651003191302,4,0.024280407
t853,1159951517383909376,3,0.99118257
t854,1160632939941548032,2,0.010382797
t855,1160632939941548032,3,0.9661233
t856,1160632939941548032,4,0.018530145
t857,1160641545072070656,2,0.5926275
t858,1160641545072070656,3,0.38837686
t859,1160641545072070656,4,0.014982161
t860,1160994033994543104,3,0.9801948
t861,1160994033994543104,4,0.010833009
t862,1161063551911505921,1,0.99665695
t863,1161080804577107969,1,0.99671155
t864,1161104682703474689,2,0.53301215
t865,1161104682703474689,3,0.4594855
t866,1161272639064875011,3,0.9860072
t867,1161302324238794752,3,0.99060357
t868,1162061276346028033,2,0.010383015
t869,1162061276346028033,3,0.9661233
t870,1162061276346028033,4,0.018529814
t871,1162135432743870469,3,0.980195
t872,1162135432743870469,4,0.01083302
t873,1162226863042727938,2,0.5389592
t874,1162226863042727938,3,0.4502842
t875,1162331766650224643,3,0.989182
t876,1162387198672437248,2,0.9882771
t877,1162453213108461568,1,0.9967644
t878,1162469913770041344,1,0.99686515
t879,1162485099423604736,1,0.1911906
t880,1162485099423604736,2,0.34581637
t881,1162485099423604736,3,0.4560212
t882,1162936735665479681,2,0.010382877
t883,1162936735665479681,3,0.9661237
t884,1162936735665479681,4,0.01852957
t885,1162957792782749696,3,0.5998007
t886,1162957792782749696,4,0.39122704
t887,1163062683295346691,2,0.010382833
t888,1163062683295346691,3,0.96612316
t889,1163062683295346691,4,0.01853021
t890,1163124703952867332,3,0.9801945
t891,1163124703952867332,4,0.010833153
t892,1163246848955551745,1,0.99686515
t893,1163438109616418816,1,0.99686515
t894,1163441355097595907,1,0.99686515
t895,1163794498545016833,3,0.9801952
t896,1163794498545016833,4,0.010832772
t897,1164011918769545216,3,0.9872542
t898,1164039608767791105,2,0.9806501
t899,1164171610535821315,3,0.9826038
t900,1164930838015819776,3,0.989182
t901,1165301032047562753,2,0.43720675
t902,1165301032047562753,3,0.546851
t903,1165301032047562753,4,0.012573897
t904,1165970206977490945,3,0.98449
t905,1166012411754766336,2,0.98650414
t906,1166025698034823171,3,0.98019475
t907,1166025698034823171,4,0.010833159
t908,1167051481780039680,2,0.507336
t909,1167051481780039680,3,0.48568916
t910,1167072766090272768,2,0.70023674
t911,1167072766090272768,3,0.28076798
t912,1167072766090272768,4,0.014981875
t913,1167448568644456448,3,0.99255884
t914,1167450616303640576,2,0.46347618
t915,1167450616303640576,3,0.45921463
t916,1167450616303640576,4,0.0758355
t917,1167539376768901122,3,0.8980958
t918,1167539376768901122,4,0.09612996
t919,1167573520081014784,3,0.9826036
t920,1167581956386611200,2,0.14982575
t921,1167581956386611200,3,0.84047
t922,1167870014436700160,3,0.9921504
t923,1167876494787366912,3,0.9906035
t924,1167883449387995139,2,0.9577366
t925,1167883449387995139,3,0.018769877
t926,1167883449387995139,4,0.01852971
t927,1167927126831464449,1,0.99676436
t928,1167961450964561920,2,0.6542318
t929,1167961450964561920,3,0.33692884
t930,1168066079513382912,2,0.9874529
t931,1168232324607070209,2,0.41995484
t932,1168232324607070209,3,0.57192886
t933,1168508119950999560,2,0.46828258
t934,1168508119950999560,3,0.526812
t935,1168779648718856194,3,0.7862054
t936,1168779648718856194,4,0.20923829
t937,1169269946519556096,2,0.9752915
t938,1169269946519556096,3,0.010973428
t939,1169269946519556096,4,0.010833042
t940,1169570926104469509,2,0.7931942
t941,1169570926104469509,3,0.19868943
t942,1169684627952418817,2,0.9882773
t943,1169738897531654144,2,0.98254186
t944,1169958791368073216,2,0.84067154
t945,1169958791368073216,3,0.15281174
t946,1170739090498772992,2,0.37602645
t947,1170739090498772992,3,0.617457
t948,1170780179112898565,2,0.636821
t949,1170780179112898565,3,0.3511143
t950,1171038245989175296,2,0.91810834
t951,1171038245989175296,3,0.075374894
t952,1171093255594926080,3,0.8230573
t953,1171093255594926080,4,0.16991629
t954,1171607120946417664,3,0.97261053
t955,1171607120946417664,4,0.014981429
t956,1171888805109891072,2,0.9806498
t957,1172260173714460685,3,0.99118274
t958,1172263274844499970,2,0.091505125
t959,1172263274844499970,3,0.8996552
t960,1172350032386908160,3,0.97261
t961,1172350032386908160,4,0.014981717
t962,1172355706135035904,3,0.9882971
t963,1172470010150838272,2,0.89568824
t964,1172470010150838272,3,0.09680928
t965,1172516362192863232,2,0.6432609
t966,1172516362192863232,3,0.35129526
t967,1172970826884419586,2,0.96582913
t968,1172970826884419586,3,0.015175906
t969,1172970826884419586,4,0.014981621
t970,1173441039010533376,3,0.86700714
t971,1173441039010533376,4,0.12596604
t972,1173443010459328512,3,0.9801949
t973,1173443010459328512,4,0.010833063
t974,1173449646838034432,2,0.6322377
t975,1173449646838034432,3,0.35892287
t976,1173453073219538945,3,0.6405978
t977,1173453073219538945,4,0.3536279
t978,1173690926339805185,2,0.96582896
t979,1173690926339805185,3,0.015175942
t980,1173690926339805185,4,0.014981732
t981,1173752503654944768,2,0.7742668
t982,1173752503654944768,3,0.0151758175
t983,1173752503654944768,4,0.20654403
t984,1173760527568441346,2,0.9658297
t985,1173760527568441346,3,0.01517556
t986,1173760527568441346,4,0.014981463
t987,1173774526016086017,3,0.9726109
t988,1173774526016086017,4,0.014981236
t989,1173782138400854016,2,0.6766528
t990,1173782138400854016,3,0.31259075
t991,1173943395376668672,2,0.9713177
t992,1173943395376668672,3,0.012738493
t993,1173943395376668672,4,0.0125751095
t994,1173987968513536001,2,0.56862324
t995,1173987968513536001,3,0.31207722
t996,1173987968513536001,4,0.11702683
t997,1174348913140281349,3,0.98448974
t998,1174376508661620739,3,0.9801946
t999,1174376508661620739,4,0.010833211
t1000,1174377690574577665,3,0.9860072
t1001,1174430833614163968,1,0.9966569
t1002,1174494754920251393,2,0.7729955
t1003,1174494754920251393,3,0.2188883
t1004,1174707253087297536,2,0.96582884
t1005,1174707253087297536,3,0.015176252
t1006,1174707253087297536,4,0.014981555
t1007,1174725122453835776,2,0.9577362
t1008,1174725122453835776,3,0.018770011
t1009,1174725122453835776,4,0.018529866
t1010,1174728097683464197,1,0.9966569
t1011,1174885484700585985,3,0.9801948
t1012,1174885484700585985,4,0.01083312
t1013,1174899068440440833,3,0.9826036
t1014,1175010091235446784,3,0.8447247
t1015,1175010091235446784,4,0.14893632
t1016,1175844068540051456,3,0.9911825
t1017,1176202023387242497,3,0.9921504
t1018,1176541979443912707,2,0.9806503
t1019,1176834829654138880,2,0.8872731
t1020,1176834829654138880,3,0.1072831
t1021,1177294160996556808,2,0.20862907
t1022,1177294160996556808,3,0.7859271
t1023,1177640449860866049,1,0.99700505
t1024,1177735554693287942,1,0.9972124
t1025,1177962398331756544,2,0.7491262
t1026,1177962398331756544,3,0.2447588
t1027,1178084577966878721,2,0.7242055
t1028,1178084577966878721,3,0.26967952
t1029,1178176325900623872,3,0.67581666
t1030,1178176325900623872,4,0.31888154
t1031,1178347723084484608,3,0.9726094
t1032,1178347723084484608,4,0.014982036
t1033,1178438241822953472,3,0.9726103
t1034,1178438241822953472,4,0.014981571
t1035,1178473794022920192,3,0.9770116
t1036,1178473794022920192,4,0.012574269
t1037,1178762672931774465,2,0.49825963
t1038,1178762672931774465,3,0.48800546
t1039,1178762672931774465,4,0.010832914
t1040,1179079264093822976,3,0.9899428
t1041,1179099114027524102,2,0.43703613
t1042,1179099114027524102,3,0.3630941
t1043,1179099114027524102,4,0.19759715
t1044,1179184502322520065,3,0.98260355
t1045,1179743713066663936,2,0.010383125
t1046,1179743713066663936,3,0.9661222
t1047,1179743713066663936,4,0.018530762
t1048,1179916099980320768,3,0.98449
t1049,1180210640473993216,1,0.997049
t1050,1181046984486076416,3,0.97701126
t1051,1181046984486076416,4,0.012574328
t1052,1181752619808776192,2,0.26583067
t1053,1181752619808776192,3,0.7244652
t1054,1183053093811961857,3,0.97701204
t1055,1183053093811961857,4,0.012573903
t1056,1183748968305627136,2,0.010383053
t1057,1183748968305627136,3,0.96612316
t1058,1183748968305627136,4,0.018529883
t1059,1184170667681419264,3,0.9872542
t1060,1184246476991582209,1,0.9972124
t1061,1184566044985380870,2,0.975292
t1062,1184566044985380870,3,0.010973217
t1063,1184566044985380870,4,0.01083284
t1064,1184697479561973760,3,0.9770118
t1065,1184697479561973760,4,0.012574021
t1066,1184837755823706113,2,0.010383191
t1067,1184837755823706113,3,0.9661227
t1068,1184837755823706113,4,0.018530129
t1069,1185191017873436677,1,0.99700505
t1070,1185354648313647104,2,0.82876897
t1071,1185354648313647104,3,0.16152668
t1072,1185950920955301888,2,0.7614553
t1073,1185950920955301888,3,0.22647983
t1074,1186057357933056001,3,0.9891821
t1075,1186062407518564353,3,0.98449033
t1076,1186286204658049029,2,0.944621
t1077,1186286204658049029,3,0.024594711
t1078,1186286204658049029,4,0.024280032
t1079,1186286371494907904,2,0.81511
t1080,1186286371494907904,3,0.17413361
t1081,1186368577370251265,2,0.77151287
t1082,1186368577370251265,3,0.22237228
t1083,1186404309518319616,2,0.7106806
t1084,1186404309518319616,3,0.27725488
t1085,1186461267080499202,1,0.9972124
t1086,1186462860894859264,2,0.9577365
t1087,1186462860894859264,3,0.018769985
t1088,1186462860894859264,4,0.018529752
t1089,1186477927569022977,3,0.9726104
t1090,1186477927569022977,4,0.014981495
t1091,1186642367144714242,2,0.957737
t1092,1186642367144714242,3,0.018769778
t1093,1186642367144714242,4,0.018529467
t1094,1186869164826415105,2,0.2554088
t1095,1186869164826415105,3,0.73708886
t1096,1186986352329539584,2,0.99292475
t1097,1187000205830447104,2,0.1986102
t1098,1187000205830447104,3,0.79441494
t1099,1187043618449575937,2,0.7754105
t1100,1187043618449575937,3,0.20864674
t1101,1187043618449575937,4,0.0125743495
t1102,1187054446238408705,2,0.98065007
t1103,1187342104852340736,3,0.97261053
t1104,1187342104852340736,4,0.014981444
t1105,1187486543205851141,2,0.7469248
t1106,1187486543205851141,3,0.24495856
t1107,1187751980254543874,2,0.95772827
t1108,1187751980254543874,3,0.018774305
t1109,1187751980254543874,4,0.018532773
t1110,1188118665692155904,3,0.9860071
t1111,1188488705490726915,3,0.98448986
t1112,1188767743262244864,2,0.9658292
t1113,1188767743262244864,3,0.015175793
t1114,1188767743262244864,4,0.01498164
t1115,1188940567754838017,2,0.6771568
t1116,1188940567754838017,3,0.303848
t1117,1188940567754838017,4,0.014981764
t1118,1188965935152910336,2,0.7127169
t1119,1188965935152910336,3,0.26828784
t1120,1188965935152910336,4,0.014981908
t1121,1189338978207633411,3,0.9911826
t1122,1189581185867026432,3,0.98600745
t1123,1189615197700313088,2,0.0136050545
t1124,1189615197700313088,3,0.95560944
t1125,1189615197700313088,4,0.024281265
t1126,1189625724514328578,1,0.017146705
t1127,1189625724514328578,2,0.035866275
t1128,1189625724514328578,3,0.06483645
t1129,1189625724514328578,4,0.8821506
t1130,1189640811773857792,2,0.9882773
t1131,1190131843623993345,2,0.013605944
t1132,1190131843623993345,3,0.9556079
t1133,1190131843623993345,4,0.024281543
t1134,1190137830900678656,2,0.5028625
t1135,1190137830900678656,3,0.3633993
t1136,1190137830900678656,4,0.13118912
t1137,1190161395943378945,2,0.37390363
t1138,1190161395943378945,3,0.6172568
t1139,1190281490648707073,2,0.42001256
t1140,1190281490648707073,3,0.5609918
t1141,1190281490648707073,4,0.014982112
t1142,1190306641574531072,2,0.51780856
t1143,1190306641574531072,3,0.46319658
t1144,1190306641574531072,4,0.014981591
t1145,1190311322191183872,2,0.7052878
t1146,1190311322191183872,3,0.2895516
t1147,1190336847580483588,3,0.97701186
t1148,1190336847580483588,4,0.012574003
t1149,1191083445830721544,3,0.9826038
t1150,1191381221584097281,2,0.866296
t1151,1191381221584097281,3,0.12399943
t1152,1191450001639165952,2,0.9806504
t1153,1191502151517900804,3,0.9726106
t1154,1191502151517900804,4,0.014981403
t1155,1191806911710191618,3,0.9891822
t1156,1191898935515865093,2,0.97132033
t1157,1191898935515865093,3,0.012737146
t1158,1191898935515865093,4,0.012574093
t1159,1191911389243330560,1,0.9972124
t1160,1192127651747631106,1,0.99700505
t1161,1192128097203707904,1,0.99700505
t1162,1192197655365083144,2,0.9658298
t1163,1192197655365083144,3,0.015175469
t1164,1192197655365083144,4,0.014981411
t1165,1192527695868915712,3,0.7248774
t1166,1192527695868915712,4,0.26878357
t1167,1192599685518610432,3,0.98829544
t1168,1192937773344251905,3,0.98260385
t1169,1193178008733077505,3,0.9938405
t1170,1193444136407486464,3,0.665214
t1171,1193444136407486464,4,0.3277596
t1172,1193467846531006464,2,0.010382957
t1173,1193467846531006464,3,0.9661228
t1174,1193467846531006464,4,0.018530432
t1175,1193498115187318784,3,0.98600745
t1176,1193509907628273664,3,0.97701204
t1177,1193509907628273664,4,0.012573907
t1178,1193926337259622400,3,0.6158627
t1179,1193926337259622400,4,0.37779823
t1180,1194048033094324224,3,0.7187082
t1181,1194048033094324224,4,0.27729723
t1182,1194626038040530945,3,0.9295109
t1183,1194626038040530945,4,0.06649469
t1184,1194626072278683649,3,0.9295109
t1185,1194626072278683649,4,0.066494696
t1186,1194626103429627906,3,0.9295109
t1187,1194626103429627906,4,0.06649469
t1188,1194626151911694336,3,0.9295109
t1189,1194626151911694336,4,0.06649469
t1190,1194626231817265158,3,0.9295109
t1191,1194626231817265158,4,0.0664947
t1192,1194626279422775297,3,0.9295109
t1193,1194626279422775297,4,0.06649469
t1194,1194626329959751682,3,0.9295109
t1195,1194626329959751682,4,0.066494696
t1196,1194626375920934913,3,0.9295109
t1197,1194626375920934913,4,0.06649469
t1198,1194626453175824385,3,0.92951083
t1199,1194626453175824385,4,0.066494696
t1200,1194626509366890498,3,0.9295109
t1201,1194626509366890498,4,0.06649469
t1202,1194626567785238530,3,0.9295109
t1203,1194626567785238530,4,0.066494696
t1204,1194631983139151879,3,0.9770116
t1205,1194631983139151879,4,0.01257428
t1206,1195398877194543104,2,0.98254323
t1207,1195543939555528704,2,0.81058073
t1208,1195543939555528704,3,0.012736835
t1209,1195543939555528704,4,0.17331412
t1210,1196054097155112965,3,0.98994267
t1211,1196221144149348352,2,0.9782972
t1212,1196566476225949696,2,0.9840987
t1213,1196904725817376768,3,0.9911825
t1214,1196996373205409792,3,0.99169457
t1215,1197429249159958529,3,0.9860073
t1216,1197504628943966208,2,0.9889996
t1217,1197611466943164416,3,0.9906035
t1218,1197625289385234432,2,0.98745245
t1219,1197883235868368896,2,0.27481464
t1220,1197883235868368896,3,0.71548134
t1221,1197953609306136584,2,0.26664928
t1222,1197953609306136584,3,0.7098569
t1223,1197953609306136584,4,0.018529912
t1224,1198024439012704261,3,0.9844898
t1225,1198026739219390464,2,0.4681714
t1226,1198026739219390464,3,0.52298933
t1227,1198044299218292736,3,0.9770117
t1228,1198044299218292736,4,0.0125740925
t1229,1198057089110880263,2,0.95773625
t1230,1198057089110880263,3,0.018770322
t1231,1198057089110880263,4,0.018529601
t1232,1198071441218031616,1,0.9972124
t1233,1198072191801315328,1,0.9972124
t1234,1198221965552738305,3,0.9860068
t1235,1198312877985189888,2,0.9874531
t1236,1198465348544204800,2,0.9197015
t1237,1198465348544204800,3,0.035661835
t1238,1198465348544204800,4,0.03520565
t1239,1198975973028446208,1,0.09817721
t1240,1198975973028446208,2,0.46977752
t1241,1198975973028446208,3,0.42252952
t1242,1198993274247229445,2,0.7839698
t1243,1198993274247229445,3,0.20527385
t1244,1199093513062760448,1,0.997049
t1245,1199093738741460992,1,0.9972124
t1246,1199124379524911107,3,0.97260946
t1247,1199124379524911107,4,0.014982029
t1248,1199158648230072320,2,0.91811186
t1249,1199158648230072320,3,0.07537133
t1250,1199522029378011138,3,0.989182
t1251,1199579803684352000,2,0.0103828525
t1252,1199579803684352000,3,0.9661231
t1253,1199579803684352000,4,0.018530246
t1254,1200076906890252294,2,0.94462126
t1255,1200076906890252294,3,0.024594534
t1256,1200076906890252294,4,0.024280008
t1257,1200420763708342273,2,0.9658299
t1258,1200420763708342273,3,0.015175437
t1259,1200420763708342273,4,0.014981375
t1260,1200561899449937923,2,0.8367918
t1261,1200561899449937923,3,0.010973481
t1262,1200561899449937923,4,0.14933276
t1263,1200794226411347970,2,0.9181283
t1264,1200794226411347970,3,0.075354934
t1265,1200946290013691905,3,0.9826039
t1266,1200962544887689219,2,0.9865039
t1267,1201617703729012737,3,0.98019445
t1268,1201617703729012737,4,0.010833189
t1269,1202009681385967616,2,0.8044268
t1270,1202009681385967616,3,0.18981338
t1271,1202010727751585792,2,0.6344595
t1272,1202010727751585792,3,0.36009675
t1273,1202365159047647233,1,0.9972124
t1274,1202687972849508352,2,0.5060405
t1275,1202687972849508352,3,0.47801667
t1276,1202687972849508352,4,0.012574314
t1277,1202718997323628545,2,0.9752921
t1278,1202718997323628545,3,0.010973204
t1279,1202718997323628545,4,0.010832795
t1280,1203172383021887488,3,0.977012
t1281,1203172383021887488,4,0.012573943
t1282,1203497639574200320,2,0.9752912
t1283,1203497639574200320,3,0.010973783
t1284,1203497639574200320,4,0.010833066
t1285,1203598022468395008,3,0.98600745
t1286,1203694294994866177,3,0.9726092
t1287,1203694294994866177,4,0.014982363
t1288,1203708715800510464,3,0.9826037
t1289,1203711283469664256,2,0.46935734
t1290,1203711283469664256,3,0.52180326
t1291,1203761957771235328,3,0.97701174
t1292,1203761957771235328,4,0.012574058
t1293,1203868397932384256,2,0.9577371
t1294,1203868397932384256,3,0.018769586
t1295,1203868397932384256,4,0.018529544
t1296,1203926765057585153,2,0.87215376
t1297,1203926765057585153,4,0.11697964
t1298,1204020384233873409,1,0.017146818
t1299,1204020384233873409,2,0.8540059
t1300,1204020384233873409,3,0.064838886
t1301,1204020384233873409,4,0.06400836
t1302,1204192136201154564,3,0.98019534
t1303,1204192136201154564,4,0.010832708
t1304,1204478878783164416,2,0.9825431
t1305,1204822977642221568,3,0.98019457
t1306,1204822977642221568,4,0.010833247
t1307,1204852433412902912,2,0.62411076
t1308,1204852433412902912,3,0.36891422
t1309,1204880686596804608,2,0.9825429
t1310,1205187341989634050,2,0.7473881
t1311,1205187341989634050,3,0.24649695
t1312,1206584020366172160,2,0.78712964
t1313,1206584020366172160,3,0.20711043
t1314,1206603452740186113,2,0.43175042
t1315,1206603452740186113,3,0.5523071
t1316,1206603452740186113,4,0.012574072
t1317,1206646399359705088,3,0.9844893
t1318,1206728585135788032,2,0.013605895
t1319,1206728585135788032,3,0.955608
t1320,1206728585135788032,4,0.024281459
t1321,1206784216593100806,2,0.9577364
t1322,1206784216593100806,3,0.018769993
t1323,1206784216593100806,4,0.018529803
t1324,1206996131475054595,2,0.733576
t1325,1206996131475054595,3,0.25435925
t1326,1207053828958371846,2,0.013605039
t1327,1207053828958371846,3,0.9556108
t1328,1207053828958371846,4,0.024279928
t1329,1207075633953685504,3,0.9770121
t1330,1207075633953685504,4,0.012573864
t1331,1207330810937970689,2,0.9752913
t1332,1207330810937970689,3,0.010973515
t1333,1207330810937970689,4,0.010833115
t1334,1207687420130426880,2,0.48924974
t1335,1207687420130426880,3,0.50463533
t1336,1207720037471141888,3,0.9911826
t1337,1207724567705337857,2,0.8964171
t1338,1207724567705337857,3,0.09660789
t1339,1207780857349574659,3,0.97261
t1340,1207780857349574659,4,0.014981717
t1341,1207809553146023937,3,0.9826037
t1342,1207828266461093889,3,0.9726106
t1343,1207828266461093889,4,0.014981425
t1344,1207834857331494912,3,0.9872539
t1345,1207843120706134016,2,0.019727053
t1346,1207843120706134016,3,0.9356365
t1347,1207843120706134016,4,0.035205446
t1348,1208131860477468672,2,0.51308864
t1349,1208131860477468672,3,0.47940913
t1350,1208479992302039041,2,0.94461745
t1351,1208479992302039041,3,0.024596645
t1352,1208479992302039041,4,0.024281325
t1353,1208490829419106305,3,0.9826038
t1354,1208605125868163072,3,0.980195
t1355,1208605125868163072,4,0.0108329
t1356,1208658642540490752,3,0.9872543
t1357,1209175541657538564,1,0.9972124
t1358,1209243988609290240,3,0.97701246
t1359,1209243988609290240,4,0.012573661
t1360,1209526964920434688,3,0.98829716
t1361,1209547526812123136,2,0.019727405
t1362,1209547526812123136,3,0.9356354
t1363,1209547526812123136,4,0.035206072
t1364,1209975132502056960,3,0.98260343
t1365,1210003188612399105,3,0.977012
t1366,1210003188612399105,4,0.012573921
t1367,1210257627516751878,2,0.97132146
t1368,1210257627516751878,3,0.012736605
t1369,1210257627516751878,4,0.012573672
t1370,1210370108385890305,3,0.9770124
t1371,1210370108385890305,4,0.012573698
t1372,1210385630770925568,3,0.98829705
t1373,1210456126665449472,3,0.9872541
t1374,1210667311658491904,2,0.8416421
t1375,1210667311658491904,3,0.14760101
t1376,1210715740262846464,1,0.9969132
t1377,1210857723778256899,2,0.58262044
t1378,1210857723778256899,3,0.40987727
t1379,1210946297877843968,3,0.9844902
t1380,1211151110070833153,3,0.9860075
t1381,1211271365560389634,2,0.97529125
t1382,1211271365560389634,3,0.010973589
t1383,1211271365560389634,4,0.010833109
t1384,1211313622527463425,2,0.9874529
t1385,1211327894988951553,1,0.9972124
t1386,1211527515262439425,2,0.97529167
t1387,1211527515262439425,3,0.010973522
t1388,1211527515262439425,4,0.01083286
t1389,1211538877162213377,2,0.9752918
t1390,1211538877162213377,3,0.010973363
t1391,1211538877162213377,4,0.010832884
t1392,1211668085708611585,2,0.95773685
t1393,1211668085708611585,3,0.018769799
t1394,1211668085708611585,4,0.018529555
t1395,1212224733107736577,3,0.980195
t1396,1212224733107736577,4,0.010833015
t1397,1212225301566173184,3,0.97261
t1398,1212225301566173184,4,0.014981729
t1399,1212278989630230528,2,0.5261488
t1400,1212278989630230528,3,0.46414712
t1401,1212279120588992519,2,0.5261426
t1402,1212279120588992519,3,0.46415332
t1403,1212282418826227714,2,0.013605512
t1404,1212282418826227714,3,0.95560926
t1405,1212282418826227714,4,0.024280772
t1406,1212401481250410497,2,0.95773566
t1407,1212401481250410497,3,0.01877067
t1408,1212401481250410497,4,0.018529879
t1409,1212447035007225856,3,0.97261035
t1410,1212447035007225856,4,0.014981513
t1411,1212818381495308288,2,0.6341747
t1412,1212818381495308288,3,0.024595179
t1413,1212818381495308288,4,0.33472586
t1414,1212832886925213697,3,0.9882968
t1415,1212914071839891456,3,0.7693036
t1416,1212914071839891456,4,0.22579548
t1417,1213257527196094465,2,0.9658282
t1418,1213257527196094465,3,0.015176751
t1419,1213257527196094465,4,0.014981732
t1420,1213276015918768128,1,0.9969132
t1421,1213686027543597062,2,0.98650384
t1422,1213877494270636033,2,0.9907165
t1423,1213950359917355008,3,0.98260355
t1424,1213961782731124736,2,0.9713212
t1425,1213961782731124736,3,0.012736765
t1426,1213961782731124736,4,0.012573747
t1427,1214023927774642177,3,0.98448944
t1428,1214188591942905857,3,0.9872542
t1429,1214273600649187328,3,0.98600733
t1430,1214342050092470275,2,0.9806505
t1431,1214463500145373184,1,0.09202346
t1432,1214463500145373184,3,0.8979882
t1433,1214665963901046784,1,0.9969132
t1434,1214717550631833607,3,0.9872543
t1435,1214824589781540867,2,0.010383078
t1436,1214824589781540867,3,0.53159696
t1437,1214824589781540867,4,0.45305607
t1438,1215253948518617093,3,0.9770113
t1439,1215253948518617093,4,0.01257445
t1440,1215381978779963392,1,0.9970916
t1441,1215438651817185281,3,0.9770121
t1442,1215438651817185281,4,0.012573883
t1443,1215711055646560256,3,0.98449016
t1444,1215760950806007810,2,0.46608564
t1445,1215760950806007810,3,0.52017915
