pivotID,pubID,topicID,prevalence
t1446,1215760950806007810,4,0.01083319
t1447,1215763948177428482,2,0.27388296
t1448,1215763948177428482,3,0.7180009
t1449,1216195436198924294,2,0.986504
t1450,1217563215976157186,3,0.98260385
t1451,1217613953389383681,3,0.98019487
t1452,1217613953389383681,4,0.0108330995
t1453,1217944376283762688,2,0.9806504
t1454,1218167492725489664,3,0.98829675
t1455,1218212298319257601,2,0.49512005
t1456,1218212298319257601,3,0.4987651
t1457,1218215667754663937,2,0.68568367
t1458,1218215667754663937,3,0.30734143
t1459,1218587717258424321,2,0.01360511
t1460,1218587717258424321,3,0.95560926
t1461,1218587717258424321,4,0.024281371
t1462,1218590688645918720,2,0.34574673
t1463,1218590688645918720,3,0.6484934
t1464,1218755760630288385,2,0.96583
t1465,1218755760630288385,3,0.015175415
t1466,1218755760630288385,4,0.014981313
t1467,1219037421104484359,2,0.71914214
t1468,1219037421104484359,3,0.27115363
t1469,1219102738442702849,2,0.44370192
t1470,1219102738442702849,3,0.5442335
t1471,1219465903949197313,2,0.94462043
t1472,1219465903949197313,3,0.024594983
t1473,1219465903949197313,4,0.024280304
t1474,1219627943380619264,2,0.32103303
t1475,1219627943380619264,3,0.66821057
t1476,1219668498496065536,2,0.98745304
t1477,1219765301828603904,3,0.98829705
t1478,1219971463769292800,3,0.98725396
t1479,1219991749512220673,3,0.97701204
t1480,1219991749512220673,4,0.012573904
t1481,1219998272565190656,2,0.9713213
t1482,1219998272565190656,3,0.012736634
t1483,1219998272565190656,4,0.012573745
t1484,1220008708048130056,1,0.077090174
t1485,1220008708048130056,3,0.9136768
t1486,1220166756234407937,3,0.8110104
t1487,1220166756234407937,4,0.1844334
t1488,1220321323001380869,2,0.32200545
t1489,1220321323001380869,3,0.6710197
t1490,1220347463074140160,2,0.96582925
t1491,1220347463074140160,3,0.0151759805
t1492,1220347463074140160,4,0.014981455
t1493,1220359164406444032,1,0.099796936
t1494,1220359164406444032,3,0.8882603
t1495,1220684394521923588,2,0.95773745
t1496,1220684394521923588,3,0.018769417
t1497,1220684394521923588,4,0.018529424
t1498,1220746295213797385,2,0.6581768
t1499,1220746295213797385,3,0.32588077
t1500,1220746295213797385,4,0.012574067
t1501,1220787741379579904,2,0.2890198
t1502,1220787741379579904,3,0.7044636
t1503,1220841263957544960,2,0.5684509
t1504,1220841263957544960,3,0.42079297
t1505,1220879487744610306,2,0.41474482
t1506,1220879487744610306,3,0.57449865
t1507,1221335566542757889,3,0.97701156
t1508,1221335566542757889,4,0.012574162
t1509,1221589202502148099,2,0.0103830565
t1510,1221589202502148099,3,0.96612316
t1511,1221589202502148099,4,0.01852989
t1512,1221821957177597961,2,0.43224224
t1513,1221821957177597961,3,0.56078285
t1514,1221906898682830849,3,0.9860074
t1515,1222529703799664641,3,0.9844902
t1516,1222958079379148801,1,0.99700505
t1517,1222978991423991809,2,0.013605214
t1518,1222978991423991809,3,0.9556103
t1519,1222978991423991809,4,0.02428024
t1520,1223266217319944199,3,0.9882969
t1521,1223321523928424450,3,0.9726097
t1522,1223321523928424450,4,0.014981878
t1523,1223425142078038022,2,0.013605708
t1524,1223425142078038022,3,0.95560867
t1525,1223425142078038022,4,0.024281122
t1526,1223586328388034560,3,0.8971476
t1527,1223586328388034560,4,0.09829623
t1528,1223643619351048193,1,0.1834407
t1529,1223643619351048193,2,0.55717576
t1530,1223643619351048193,3,0.25615346
t1531,1224691567425966080,2,0.9825417
t1532,1224818724844265473,3,0.9726105
t1533,1224818724844265473,4,0.0149814775
t1534,1225854650038927360,2,0.19953008
t1535,1225854650038927360,3,0.610347
t1536,1225854650038927360,4,0.18610929
t1537,1225860946314162176,2,0.2467107
t1538,1225860946314162176,3,0.72979474
t1539,1225860946314162176,4,0.01853049
t1540,1225901069626150912,3,0.98829705
t1541,1226243640286203909,3,0.98449033
t1542,1226279305568755714,2,0.9782972
t1543,1226349552900411395,3,0.98600745
t1544,1226664336585842693,2,0.6550591
t1545,1226664336585842693,3,0.25492793
t1546,1226664336585842693,4,0.088298075
t1547,1226933196241195009,3,0.9911826
t1548,1226965403332685824,3,0.9916945
t1549,1227048084418498560,3,0.9770124
t1550,1227048084418498560,4,0.01257372
t1551,1227442618319151113,3,0.7497012
t1552,1227442618319151113,4,0.24499698
t1553,1227477828737945606,3,0.98725444
t1554,1227673909283000321,2,0.013605078
t1555,1227673909283000321,3,0.35618395
t1556,1227673909283000321,4,0.6237067
t1557,1227675947899506688,3,0.78101957
t1558,1227675947899506688,4,0.2065722
t1559,1227958329604898816,2,0.9782971
t1560,1228392321432969216,2,0.9444725
t1561,1228392321432969216,4,0.050805375
t1562,1228511752591200256,3,0.97701174
t1563,1228511752591200256,4,0.012574066
t1564,1228702077221822464,2,0.7846208
t1565,1228702077221822464,3,0.2056752
t1566,1228909139948077056,3,0.9860075
t1567,1229459558600495105,3,0.98600733
t1568,1229556435467456512,3,0.9826038
t1569,1229810544938569728,2,0.4573587
t1570,1229810544938569728,3,0.42339322
t1571,1229810544938569728,4,0.11697543
t1572,1230148308842106881,3,0.98448956
t1573,1230169099604549632,2,0.9171508
t1574,1230169099604549632,4,0.0758031
t1575,1230248786380906496,2,0.9825434
t1576,1230281198863294464,2,0.013605056
t1577,1230281198863294464,3,0.95561075
t1578,1230281198863294464,4,0.02427996
t1579,1230340816352272384,2,0.5241652
t1580,1230340816352272384,3,0.46209943
t1581,1230340816352272384,4,0.0108332755
t1582,1230341389986209792,2,0.9446214
t1583,1230341389986209792,3,0.024594462
t1584,1230341389986209792,4,0.024279913
t1585,1230342127139377152,1,0.09428655
t1586,1230342127139377152,2,0.197222
t1587,1230342127139377152,3,0.35652363
t1588,1230342127139377152,4,0.3519678
t1589,1230344747488694272,2,0.013605934
t1590,1230344747488694272,3,0.9556079
t1591,1230344747488694272,4,0.024281528
t1592,1230936168721678336,3,0.98829687
t1593,1231636789858668546,2,0.9752918
t1594,1231636789858668546,3,0.010973406
t1595,1231636789858668546,4,0.010832896
t1596,1231673101601120260,2,0.010382997
t1597,1231673101601120260,3,0.96612334
t1598,1231673101601120260,4,0.018529782
t1599,1231730898955096064,3,0.9860076
t1600,1233054365365284869,3,0.98260367
t1601,1233063233474437122,3,0.977012
t1602,1233063233474437122,4,0.012574087
t1603,1233440827625463809,3,0.9906034
t1604,1233614847331491840,2,0.80610794
t1605,1233614847331491840,3,0.18737541
t1606,1233815945598193664,2,0.978297
t1607,1233836670589526016,3,0.82312953
t1608,1233836670589526016,4,0.16984414
t1609,1233875903115071489,3,0.9826039
t1610,1234646666902482945,1,0.99671155
t1611,1234854530753400832,2,0.44804218
t1612,1234854530753400832,3,0.5329626
t1613,1234854530753400832,4,0.014981794
t1614,1234866127726972929,3,0.98019487
t1615,1234866127726972929,4,0.010833084
t1616,1235203083577090050,3,0.75885797
t1617,1235203083577090050,4,0.23216996
t1618,1235312900761423873,2,0.37140253
t1619,1235312900761423873,3,0.6165332
t1620,1235580946423992321,2,0.96582973
t1621,1235580946423992321,3,0.015175618
t1622,1235580946423992321,4,0.0149814
t1623,1235688146937032706,1,0.9972124
t1624,1235739103603445761,3,0.94051677
t1625,1235739103603445761,4,0.056112137
t1626,1236013162031460352,2,0.98827726
t1627,1236037866678976512,3,0.9882969
t1628,1236499717724549120,3,0.7695567
t1629,1236499717724549120,4,0.22147098
t1630,1236589237602041856,3,0.98600733
t1631,1237007486294597632,2,0.9911756
t1632,1237213556107608067,2,0.9196978
t1633,1237213556107608067,3,0.035663616
t1634,1237213556107608067,4,0.03520714
t1635,1237216443760074753,2,0.9713203
t1636,1237216443760074753,3,0.012737291
t1637,1237216443760074753,4,0.012574052
t1638,1237577525166931968,3,0.9726097
t1639,1237577525166931968,4,0.014982106
t1640,1237773348198907906,2,0.4426479
t1641,1237773348198907906,3,0.5465956
t1642,1237835218213576710,3,0.98725384
t1643,1237873685270269953,2,0.971321
t1644,1237873685270269953,3,0.0127368355
t1645,1237873685270269953,4,0.01257386
t1646,1238092286317277184,2,0.986504
t1647,1238110574933934080,3,0.9195985
t1648,1238110574933934080,4,0.07584528
t1649,1238149248283078657,2,0.6632676
t1650,1238149248283078657,3,0.32597607
t1651,1238164052133675008,2,0.8092361
t1652,1238164052133675008,3,0.18424702
t1653,1238349361945497600,3,0.6232928
t1654,1238349361945497600,4,0.36882615
t1655,1238644933369556992,2,0.81082976
t1656,1238644933369556992,3,0.1784135
t1657,1238654883135447040,3,0.980195
t1658,1238654883135447040,4,0.01083291
t1659,1239955162481004544,3,0.9916946
t1660,1240194970339938304,3,0.98449033
t1661,1240520390302027777,2,0.94462013
t1662,1240520390302027777,3,0.024595033
t1663,1240520390302027777,4,0.024280462
t1664,1240765897377230855,1,0.017147003
t1665,1240765897377230855,2,0.035866898
t1666,1240765897377230855,3,0.88297707
t1667,1240765897377230855,4,0.064009055
t1668,1240831234407727105,2,0.78213876
t1669,1240831234407727105,3,0.2090219
t1670,1240832556976623616,3,0.9053745
t1671,1240832556976623616,4,0.09036864
t1672,1240994317495197697,3,0.9826037
t1673,1241161814601273345,2,0.010383178
t1674,1241161814601273345,3,0.96612275
t1675,1241161814601273345,4,0.018530104
t1676,1241449281510391809,2,0.3886811
t1677,1241449281510391809,3,0.59925425
t1678,1242135792413216768,3,0.729906
t1679,1242135792413216768,4,0.26553768
t1680,1242253054298206209,1,0.118874565
t1681,1242253054298206209,3,0.86150575
t1682,1242253054298206209,4,0.012573952
t1683,1242465074209525760,2,0.49643168
t1684,1242465074209525760,3,0.4938642
t1685,1242508311536295936,3,0.9770123
t1686,1242508311536295936,4,0.0125739295
t1687,1243241558855450624,3,0.9921505
t1688,1243326393401978881,2,0.3485217
t1689,1243326393401978881,3,0.6394137
t1690,1243557428047818753,3,0.76159877
t1691,1243557428047818753,4,0.232627
t1692,1243557604607045633,2,0.19999005
t1693,1243557604607045633,3,0.59872496
t1694,1243557604607045633,4,0.20013478
t1695,1243585553041444864,3,0.78493315
t1696,1243585553041444864,4,0.20976505
t1697,1243596648653238272,3,0.5437074
t1698,1243596648653238272,4,0.44926605
t1699,1243613437910900736,2,0.39055386
t1700,1243613437910900736,3,0.5904511
t1701,1243613437910900736,4,0.014981711
t1702,1243645835289735171,2,0.010383025
t1703,1243645835289735171,3,0.9661232
t1704,1243645835289735171,4,0.018529832
t1705,1243720691687526400,3,0.97261
t1706,1243720691687526400,4,0.014981737
t1707,1243779777263276034,2,0.957735
t1708,1243779777263276034,3,0.018770667
t1709,1243779777263276034,4,0.01853035
t1710,1243907996217982976,2,0.95773625
t1711,1243907996217982976,3,0.018770367
t1712,1243907996217982976,4,0.018529616
t1713,1244002619661537280,3,0.97261035
t1714,1244002619661537280,4,0.014981522
t1715,1244100343429914628,3,0.7008304
t1716,1244100343429914628,4,0.28875524
t1717,1244136905358245889,3,0.97701204
t1718,1244136905358245889,4,0.012573892
t1719,1244137141874995202,3,0.97261024
t1720,1244137141874995202,4,0.014981578
t1721,1244449742538465280,3,0.7586968
t1722,1244449742538465280,4,0.23233087
t1723,1244792568015093761,3,0.9801948
t1724,1244792568015093761,4,0.010833008
t1725,1245500276641009664,3,0.9826037
t1726,1245560585636306944,3,0.98829615
t1727,1245852670398615552,2,0.51704353
t1728,1245852670398615552,3,0.47325245
t1729,1246198959359561729,2,0.9713215
t1730,1246198959359561729,3,0.01273649
t1731,1246198959359561729,4,0.012573681
t1732,1246537100733763587,2,0.85665137
t1733,1246537100733763587,4,0.1311608
t1734,1247279733710237696,2,0.41109705
t1735,1247279733710237696,3,0.22118686
t1736,1247279733710237696,4,0.365167
t1737,1247298930599059457,2,0.2752809
t1738,1247298930599059457,3,0.71501505
t1739,1247433401583325185,3,0.98829705
t1740,1247435266324717569,3,0.9726101
t1741,1247435266324717569,4,0.014981878
t1742,1247451910585622529,3,0.97261
t1743,1247451910585622529,4,0.014981947
t1744,1247549404166275072,2,0.34478468
t1745,1247549404166275072,3,0.6244295
t1746,1247549404166275072,4,0.024281228
t1747,1247607270852014080,3,0.9860074
t1748,1248435802926796801,2,0.7207907
t1749,1248435802926796801,3,0.018769812
t1750,1248435802926796801,4,0.2554757
t1751,1249213358907305984,3,0.9844903
t1752,1249684395117559809,3,0.9726104
t1753,1249684395117559809,4,0.014981487
t1754,1250164703806083073,2,0.627763
t1755,1250164703806083073,3,0.35850155
t1756,1250164703806083073,4,0.010833377
t1757,1250434127435726849,3,0.989182
t1758,1250507216706207744,3,0.9906035
t1759,1250515676239806465,2,0.97529215
t1760,1250515676239806465,3,0.010973145
t1761,1250515676239806465,4,0.010832775
t1762,1250694909025271809,3,0.6232917
t1763,1250694909025271809,4,0.36882737
t1764,1251174629923790848,2,0.21846789
t1765,1251174629923790848,3,0.77077585
t1766,1251329652439887872,2,0.96582985
t1767,1251329652439887872,3,0.015175425
t1768,1251329652439887872,4,0.01498142
t1769,1251338948741300226,2,0.9577364
t1770,1251338948741300226,3,0.018770263
t1771,1251338948741300226,4,0.018529596
t1772,1253052950819282946,2,0.97829705
t1773,1253094164511637504,2,0.41750252
t1774,1253094164511637504,3,0.57043296
t1775,1254560602799968256,3,0.98449004
t1776,1254611722192781315,2,0.9865039
t1777,1254632474124193798,2,0.9713202
t1778,1254632474124193798,3,0.01273733
t1779,1254632474124193798,4,0.012574043
t1780,1255131756425953283,2,0.8509665
t1781,1255131756425953283,3,0.14153095
t1782,1255235102566744066,2,0.37542322
t1783,1255235102566744066,3,0.6086343
t1784,1255235102566744066,4,0.01257409
t1785,1255376704555679744,3,0.7695235
t1786,1255376704555679744,4,0.22150415
t1787,1255963327852879877,2,0.97131985
t1788,1255963327852879877,3,0.012737496
t1789,1255963327852879877,4,0.012574218
t1790,1256210470656229378,3,0.9882971
t1791,1256781433919557632,2,0.9752914
t1792,1256781433919557632,3,0.010973554
t1793,1256781433919557632,4,0.010833072
t1794,1256838948397240321,2,0.95773625
t1795,1256838948397240321,3,0.018769922
t1796,1256838948397240321,4,0.018529894
t1797,1256919852708749313,2,0.16077228
t1798,1256919852708749313,3,0.82716256
t1799,1257433330980708353,3,0.9899427
t1800,1257790544601899021,2,0.01972743
t1801,1257790544601899021,3,0.9356353
t1802,1257790544601899021,4,0.035206117
t1803,1259496711396810753,3,0.9891821
t1804,1259591040052465673,2,0.62916356
t1805,1259591040052465673,3,0.36386138
t1806,1260364367087820802,2,0.7516311
t1807,1260364367087820802,3,0.23866467
t1808,1260505169927852034,3,0.97701186
t1809,1260505169927852034,4,0.012574149
t1810,1260510458542522369,3,0.97701204
t1811,1260510458542522369,4,0.012574063
t1812,1260675169691058181,3,0.97261065
t1813,1260675169691058181,4,0.01498137
t1814,1260753764656480256,3,0.9726101
t1815,1260753764656480256,4,0.014981651
t1816,1261030821659414528,3,0.98994285
t1817,1261380960831979521,3,0.9911828
t1818,1261395697745530880,2,0.96582925
t1819,1261395697745530880,3,0.015175924
t1820,1261395697745530880,4,0.014981531
t1821,1261818352772829185,1,0.1413655
t1822,1261818352772829185,2,0.20348816
t1823,1261818352772829185,3,0.64431304
t1824,1261818352772829185,4,0.010833286
t1825,1262146351309172743,2,0.944621
t1826,1262146351309172743,3,0.024594681
t1827,1262146351309172743,4,0.024280082
t1828,1262189727031033856,3,0.9801953
t1829,1262189727031033856,4,0.010832742
t1830,1262220627672363008,3,0.9801953
t1831,1262220627672363008,4,0.010832743
t1832,1262255113965637633,3,0.9801936
t1833,1262255113965637633,4,0.010833664
t1834,1262465920452055040,3,0.98725367
t1835,1262790130319929346,3,0.9770122
t1836,1262790130319929346,4,0.012573803
t1837,1262791631595433984,2,0.010383184
t1838,1262791631595433984,3,0.96612275
t1839,1262791631595433984,4,0.018530117
t1840,1262836184474177536,2,0.6886156
t1841,1262836184474177536,3,0.30326822
t1842,1262862072230170631,3,0.9872543
t1843,1263150703612170240,2,0.51243436
t1844,1263150703612170240,3,0.47680938
t1845,1263233807957835777,2,0.2896129
t1846,1263233807957835777,3,0.7022709
t1847,1263369943707316224,3,0.9826036
t1848,1263619929707671552,2,0.40449384
t1849,1263619929707671552,3,0.5858021
t1850,1264038170167062529,2,0.96582943
t1851,1264038170167062529,3,0.015175818
t1852,1264038170167062529,4,0.014981444
t1853,1264089651545026560,1,0.017147161
t1854,1264089651545026560,2,0.035867225
t1855,1264089651545026560,3,0.882976
t1856,1264089651545026560,4,0.064009644
t1857,1264963261427933185,3,0.9925589
t1858,1265971496092160004,3,0.8591633
t1859,1265971496092160004,4,0.13657992
t1860,1267919970832396288,3,0.98918205
t1861,1268178566136639490,2,0.658822
t1862,1268178566136639490,3,0.33367553
t1863,1268252671636635660,3,0.98019516
t1864,1268252671636635660,4,0.010832792
t1865,1268253333371961344,3,0.98019505
t1866,1268253333371961344,4,0.0108328685
t1867,1268968125107539968,2,0.6208607
t1868,1268968125107539968,3,0.37262273
t1869,1269604340408426496,2,0.96582973
t1870,1269604340408426496,3,0.015175566
t1871,1269604340408426496,4,0.014981432
t1872,1270090842439659521,2,0.9825432
t1873,1270437192364519424,3,0.98994285
t1874,1270440361794691079,3,0.9860072
t1875,1271066569687392256,3,0.98449016
t1876,1271281934807728128,2,0.013605413
t1877,1271281934807728128,3,0.64505595
t1878,1271281934807728128,4,0.33483425
t1879,1271282098691887104,2,0.013605413
t1880,1271282098691887104,3,0.6450559
t1881,1271282098691887104,4,0.33483428
t1882,1271401641510612993,1,0.997049
t1883,1271566804335419398,2,0.3814852
t1884,1271566804335419398,3,0.4112178
t1885,1271566804335419398,4,0.2050243
t1886,1271661205179052033,3,0.7327907
t1887,1271661205179052033,4,0.26018292
t1888,1272901332618358786,3,0.98449
t1889,1274076253486792709,2,0.79084814
t1890,1274076253486792709,3,0.20424648
t1891,1276061382283341827,3,0.8159603
t1892,1276061382283341827,4,0.17826557
t1893,1276310171116077056,3,0.98449004
t1894,1276344075504025600,2,0.95773643
t1895,1276344075504025600,3,0.018770114
t1896,1276344075504025600,4,0.018529626
t1897,1276585640998699008,2,0.99020654
t1898,1277060705775124480,2,0.31013772
t1899,1277060705775124480,3,0.6739198
t1900,1277060705775124480,4,0.012574079
t1901,1277547332720930816,2,0.91969925
t1902,1277547332720930816,3,0.035662774
t1903,1277547332720930816,4,0.035206664
t1904,1277618697494908930,3,0.98019487
t1905,1277618697494908930,4,0.010833073
t1906,1278746231192289280,1,0.06191538
t1907,1278746231192289280,2,0.5637597
t1908,1278746231192289280,3,0.36735302
t1909,1280899703513608192,2,0.01038284
t1910,1280899703513608192,3,0.53185767
t1911,1280899703513608192,4,0.45279568
t1912,1282526775264915456,3,0.9770118
t1913,1282526775264915456,4,0.012574021
t1914,1282833403071602688,2,0.9806504
t1915,1283202332185034752,1,0.99681556
t1916,1283403811374223360,3,0.980195
t1917,1283403811374223360,4,0.010833018
t1918,1283435406852333568,3,0.97701216
t1919,1283435406852333568,4,0.012573846
t1920,1283441494653833216,3,0.9826038
t1921,1283480874655387648,3,0.9899428
t1922,1284123806513037313,2,0.7613444
t1923,1284123806513037313,3,0.22789918
t1924,1284212180200587266,2,0.7840449
t1925,1284212180200587266,3,0.20711568
t1926,1284293034839085056,3,0.9801948
t1927,1284293034839085056,4,0.010833113
t1928,1285309003338309639,3,0.98725414
t1929,1285341221028802564,2,0.4469797
t1930,1285341221028802564,3,0.54490423
t1931,1285445765461139457,3,0.7209303
t1932,1285445765461139457,4,0.27273056
t1933,1285569565938900992,3,0.9801949
t1934,1285569565938900992,4,0.010832931
t1935,1286505292398723072,3,0.988297
t1936,1286676497021902848,2,0.31348738
t1937,1286676497021902848,3,0.68075275
t1938,1287002993045512193,2,0.0136049865
t1939,1287002993045512193,3,0.95560944
t1940,1287002993045512193,4,0.024281377
t1941,1287042780217446400,3,0.9906034
t1942,1287474781277892610,3,0.98829687
t1943,1288226825856901120,2,0.24753906
t1944,1288226825856901120,3,0.3386147
t1945,1288226825856901120,4,0.4109442
t1946,1288282213306564608,3,0.97701114
t1947,1288282213306564608,4,0.01257439
t1948,1288617350359465984,3,0.98448974
t1949,1288941977908715521,3,0.980195
t1950,1288941977908715521,4,0.010833036
t1951,1289040033069096960,2,0.8605073
t1952,1289040033069096960,3,0.1319901
t1953,1289283001105301504,3,0.9770122
t1954,1289283001105301504,4,0.012573981
t1955,1289634972567920640,3,0.97701216
t1956,1289634972567920640,4,0.012573853
t1957,1289874123099787266,3,0.8015572
t1958,1289874123099787266,4,0.19354194
t1959,1289890698448306176,3,0.8674916
t1960,1289890698448306176,4,0.12548187
t1961,1290278824194658310,3,0.9844901
t1962,1290399327395950592,2,0.30998552
t1963,1290399327395950592,3,0.681175
t1964,1290559957759336449,3,0.98449033
t1965,1290686611554889728,2,0.56252927
t1966,1290686611554889728,3,0.43049586
t1967,1290746600705458176,2,0.013606058
t1968,1290746600705458176,3,0.95560753
t1969,1290746600705458176,4,0.02428175
t1970,1290805943224197121,3,0.8760201
t1971,1290805943224197121,4,0.11695362
t1972,1291146604804599808,2,0.013605097
t1973,1291146604804599808,3,0.9556093
t1974,1291146604804599808,4,0.02428134
t1975,1291428443125686273,2,0.97132105
t1976,1291428443125686273,3,0.012736731
t1977,1291428443125686273,4,0.012573851
t1978,1291497726211952640,2,0.94461995
t1979,1291497726211952640,3,0.02459535
t1980,1291497726211952640,4,0.024280393
t1981,1291724906959437824,2,0.9782967
t1982,1291737923809837057,3,0.9844902
t1983,1291912076588441601,3,0.8217096
t1984,1291912076588441601,4,0.17040922
t1985,1291913033112064002,2,0.98827696
t1986,1291954934687117312,3,0.92487186
t1987,1291954934687117312,4,0.07087126
t1988,1292275343450046464,3,0.9826033
t1989,1292427454938861568,3,0.98260385
t1990,1292428815285858305,3,0.98260385
t1991,1292819641056755712,3,0.9196145
t1992,1292819641056755712,4,0.075829364
t1993,1293002320956076034,2,0.7415873
t1994,1293002320956076034,3,0.2526528
t1995,1293269411273551872,2,0.99071664
t1996,1293318651043610631,2,0.9752916
t1997,1293318651043610631,3,0.010973545
t1998,1293318651043610631,4,0.010832899
t1999,1293740106143223809,2,0.9713207
t2000,1293740106143223809,3,0.012737025
t2001,1293740106143223809,4,0.012573938
t2002,1293953515908366336,2,0.010382888
t2003,1293953515908366336,3,0.9661237
t2004,1293953515908366336,4,0.018529588
t2005,1294020978113224705,2,0.14028925
t2006,1294020978113224705,3,0.85159457
t2007,1294644849937985537,2,0.9840991
t2008,1294736565764157440,2,0.3517647
t2009,1294736565764157440,3,0.64011914
t2010,1294797174857924614,1,0.8352874
t2011,1294797174857924614,2,0.035866562
t2012,1294797174857924614,3,0.06483755
t2013,1294797174857924614,4,0.06400846
t2014,1295011447727099910,2,0.18174957
t2015,1295011447727099910,3,0.8117338
t2016,1295337067032072192,3,0.9860075
t2017,1295419444873715712,2,0.19613113
t2018,1295419444873715712,3,0.79575264
t2019,1295940084747968512,2,0.32156774
t2020,1295940084747968512,3,0.6723173
t2021,1296425472541241347,2,0.010383008
t2022,1296425472541241347,3,0.9661226
t2023,1296425472541241347,4,0.018530523
t2024,1296531149397917696,2,0.3815775
t2025,1296531149397917696,3,0.60871845
t2026,1296576082741792768,2,0.965828
t2027,1296576082741792768,3,0.01517648
t2028,1296576082741792768,4,0.014982036
t2029,1296638997133840388,2,0.013605061
t2030,1296638997133840388,3,0.95560944
t2031,1296638997133840388,4,0.024281286
t2032,1296898617278468096,2,0.8513471
t2033,1296898617278468096,3,0.099189945
t2034,1296898617278468096,4,0.048519786
t2035,1297368034797969408,3,0.97261024
t2036,1297368034797969408,4,0.0149819255
t2037,1297551412834910209,2,0.95773655
t2038,1297551412834910209,3,0.018769847
t2039,1297551412834910209,4,0.018529717
t2040,1297585211425742851,2,0.32752654
t2041,1297585211425742851,3,0.6659568
t2042,1298201297552695296,3,0.97261006
t2043,1298201297552695296,4,0.014981676
t2044,1298289627086958592,2,0.23825172
t2045,1298289627086958592,3,0.75363207
t2046,1298952814354460673,2,0.53852385
t2047,1298952814354460673,3,0.3841579
t2048,1298952814354460673,4,0.07584458
t2049,1299021974811955200,2,0.74302435
t2050,1299021974811955200,3,0.24491078
t2051,1299024173231210497,2,0.7743481
t2052,1299024173231210497,3,0.2168123
t2053,1299028288740892672,2,0.85827255
t2054,1299028288740892672,3,0.1320229
t2055,1299212047276670976,2,0.4599843
t2056,1299212047276670976,3,0.5262807
t2057,1299212047276670976,4,0.010833016
t2058,1299376811965513730,2,0.83681715
t2059,1299376811965513730,3,0.010973149
t2060,1299376811965513730,4,0.14930777
t2061,1299398882481373192,2,0.9840985
t2062,1299446460463939590,3,0.9726103
t2063,1299446460463939590,4,0.014981771
t2064,1299515189168164864,2,0.47457522
t2065,1299515189168164864,3,0.51168954
t2066,1299515189168164864,4,0.010833162
t2067,1299711508746776579,2,0.13923813
t2068,1299711508746776579,3,0.85560125
t2069,1299711990743658498,3,0.99292666
t2070,1299958822178557954,1,0.14133568
t2071,1299958822178557954,2,0.010383065
t2072,1299958822178557954,3,0.82975054
t2073,1299958822178557954,4,0.018530762
t2074,1300111886621450241,2,0.9108797
t2075,1300111886621450241,4,0.08154139
t2076,1300480276640993280,2,0.6841854
t2077,1300480276640993280,3,0.30969968
t2078,1300532185770975232,2,0.43193728
t2079,1300532185770975232,3,0.5592232
t2080,1300955186114879488,2,0.8411668
t2081,1300955186114879488,3,0.15133081
t2082,1301029515523756038,3,0.9801954
t2083,1301029515523756038,4,0.010832688
t2084,1301543057834246152,3,0.9872541
t2085,1301597015349047296,3,0.9916947
t2086,1301668859561246723,2,0.984099
t2087,1302431138405855234,2,0.72703075
t2088,1302431138405855234,3,0.2570264
t2089,1302431138405855234,4,0.012574349
t2090,1302482658002432003,3,0.98260385
t2091,1302711827214761985,3,0.9906032
t2092,1303488201240256512,2,0.47178918
t2093,1303488201240256512,3,0.51850647
t2094,1303840643702296576,3,0.988297
t2095,1303920527329972226,2,0.35881326
t2096,1303920527329972226,3,0.6304304
t2097,1304575167834869762,3,0.9801952
t2098,1304575167834869762,4,0.010832788
t2099,1305363636458790912,2,0.9782973
t2100,1305762667613892609,3,0.9770125
t2101,1305762667613892609,4,0.012573651
t2102,1306118287596679169,3,0.89537764
t2103,1306118287596679169,4,0.09884822
t2104,1306408851072114688,2,0.7175982
t2105,1306408851072114688,3,0.27489945
t2106,1306423065203671040,2,0.97829723
t2107,1307120186101764096,2,0.2705224
t2108,1307120186101764096,3,0.6572452
t2109,1307120186101764096,4,0.07085556
t2110,1307177920633462784,2,0.9446206
t2111,1307177920633462784,3,0.02459508
t2112,1307177920633462784,4,0.024280071
t2113,1307448938732150786,2,0.9825434
t2114,1308189090836287493,3,0.9899426
t2115,1308911460089761794,2,0.33373865
t2116,1308911460089761794,3,0.65928644
t2117,1309512136897581057,2,0.67751014
t2118,1309512136897581057,3,0.3034949
t2119,1309512136897581057,4,0.014981642
t2120,1310281907653943296,2,0.45888972
t2121,1310281907653943296,3,0.53535044
t2122,1310681864210964481,2,0.4696889
t2123,1310681864210964481,3,0.035660982
t2124,1310681864210964481,4,0.48521918
t2125,1311061098171371520,2,0.5838894
t2126,1311061098171371520,3,0.40404624
t2127,1311548186931220480,2,0.7046422
t2128,1311548186931220480,3,0.27186337
t2129,1311548186931220480,4,0.018530471
t2130,1311754379528028160,2,0.28069112
t2131,1311754379528028160,3,0.42838314
t2132,1311754379528028160,4,0.28802374
t2133,1311763842347614208,2,0.44915986
t2134,1311763842347614208,3,0.46087748
t2135,1311763842347614208,4,0.088247895
t2136,1311847130764652544,2,0.40880093
t2137,1311847130764652544,3,0.5846824
t2138,1311915653176193025,3,0.9925588
t2139,1312589706090160129,3,0.8717828
t2140,1312589706090160129,4,0.12119077
t2141,1312624998645993473,2,0.9577368
t2142,1312624998645993473,3,0.01876976
t2143,1312624998645993473,4,0.018529663
t2144,1313454786944081920,2,0.6735238
t2145,1313454786944081920,3,0.32036138
