geoID,geoName,coordinateID
11,Tláhuac,c1440
12,Tlalpan,c1441
15,Cuauhtémoc,c1442
4,Cuajimalpa de Morelos,c1443
11,Tláhuac,c1444
4,Cuajimalpa de Morelos,c1445
4,Cuajimalpa de Morelos,c1446
12,Tlalpan,c1447
12,Tlalpan,c1448
4,Cuajimalpa de Morelos,c1449
7,Iztapalapa,c1450
4,Cuajimalpa de Morelos,c1451
7,Iztapalapa,c1452
2,Azcapotzalco,c1453
12,Tlalpan,c1454
15,Cuauhtémoc,c1455
4,Cuajimalpa de Morelos,c1456
4,Cuajimalpa de Morelos,c1457
12,Tlalpan,c1458
12,Tlalpan,c1459
15,Cuauhtémoc,c1460
13,Xochimilco,c1461
14,Benito Juárez,c1462
7,Iztapalapa,c1463
10,Álvaro Obregón,c1464
11,Tláhuac,c1465
7,Iztapalapa,c1466
14,Benito Juárez,c1467
7,Iztapalapa,c1468
17,Venustiano Carranza,c1469
11,Tláhuac,c1470
5,Gustavo A. Madero,c1471
12,Tlalpan,c1472
14,Benito Juárez,c1473
16,Miguel Hidalgo,c1474
7,Iztapalapa,c1475
12,Tlalpan,c1476
12,Tlalpan,c1477
7,Iztapalapa,c1478
12,Tlalpan,c1479
15,Cuauhtémoc,c1480
2,Azcapotzalco,c1481
15,Cuauhtémoc,c1482
10,Álvaro Obregón,c1483
16,Miguel Hidalgo,c1484
10,Álvaro Obregón,c1485
10,Álvaro Obregón,c1486
13,Xochimilco,c1487
4,Cuajimalpa de Morelos,c1488
13,Xochimilco,c1489
5,Gustavo A. Madero,c1490
16,Miguel Hidalgo,c1491
13,Xochimilco,c1492
3,Coyoacán,c1493
7,Iztapalapa,c1494
12,Tlalpan,c1495
8,La Magdalena Contreras,c1496
12,Tlalpan,c1497
14,Benito Juárez,c1498
4,Cuajimalpa de Morelos,c1499
10,Álvaro Obregón,c1500
12,Tlalpan,c1501
2,Azcapotzalco,c1502
2,Azcapotzalco,c1503
2,Azcapotzalco,c1504
10,Álvaro Obregón,c1505
10,Álvaro Obregón,c1506
12,Tlalpan,c1507
10,Álvaro Obregón,c1508
16,Miguel Hidalgo,c1509
9,Milpa Alta,c1510
4,Cuajimalpa de Morelos,c1511
12,Tlalpan,c1512
8,La Magdalena Contreras,c1513
12,Tlalpan,c1514
2,Azcapotzalco,c1515
9,Milpa Alta,c1516
11,Tláhuac,c1517
5,Gustavo A. Madero,c1518
15,Cuauhtémoc,c1519
3,Coyoacán,c1520
5,Gustavo A. Madero,c1521
12,Tlalpan,c1522
12,Tlalpan,c1523
3,Coyoacán,c1524
11,Tláhuac,c1525
17,Venustiano Carranza,c1526
4,Cuajimalpa de Morelos,c1527
7,Iztapalapa,c1528
2,Azcapotzalco,c1529
16,Miguel Hidalgo,c1530
2,Azcapotzalco,c1531
14,Benito Juárez,c1532
16,Miguel Hidalgo,c1533
13,Xochimilco,c1534
2,Azcapotzalco,c1535
3,Coyoacán,c1536
12,Tlalpan,c1537
10,Álvaro Obregón,c1538
5,Gustavo A. Madero,c1539
11,Tláhuac,c1540
13,Xochimilco,c1541
4,Cuajimalpa de Morelos,c1542
16,Miguel Hidalgo,c1543
2,Azcapotzalco,c1544
5,Gustavo A. Madero,c1545
12,Tlalpan,c1546
12,Tlalpan,c1547
7,Iztapalapa,c1548
5,Gustavo A. Madero,c1549
12,Tlalpan,c1550
3,Coyoacán,c1551
14,Benito Juárez,c1552
5,Gustavo A. Madero,c1553
10,Álvaro Obregón,c1554
12,Tlalpan,c1555
15,Cuauhtémoc,c1556
11,Tláhuac,c1557
7,Iztapalapa,c1558
13,Xochimilco,c1559
10,Álvaro Obregón,c1560
7,Iztapalapa,c1561
15,Cuauhtémoc,c1562
