pubID,topicQuery,likeCount,replyCount,retweetCount,authorID,dateID,coordinateID
1161063551911505921,tránsito,0,1,0,903097695899934725,d462,c462
1161080804577107969,tránsito,0,1,0,907034630095867905,d463,c463
1161104682703474689,pirotecnia,0,0,0,312143137,d464,c464
1161272639064875011,tránsito,2,0,0,3290590946,d465,c465
1161302324238794752,incendio,0,1,0,2468526781,d466,c466
1162061276346028033,tránsito,1,1,2,164431913,d467,c467
1162135432743870469,tránsito,2,0,0,476050170,d468,c468
1162226863042727938,tránsito,3,1,1,2859491636,d469,c469
1162331766650224643,tránsito,16,0,6,224083038,d470,c470
1162387198672437248,tránsito,1,1,1,1037504796008308736,d471,c471
1162453213108461568,tránsito,0,1,0,903097695899934725,d472,c472
1162469913770041344,tránsito,0,2,0,903097695899934725,d473,c473
1162485099423604736,tránsito,1,0,1,2626785376,d474,c474
1162936735665479681,pirotecnia,0,5,1,261057839,d475,c475
1162957792782749696,incendio,10,0,2,87350793,d476,c476
1163062683295346691,incendio,3,0,1,87350793,d477,c477
1163124703952867332,incendio,1,0,0,813234940657680384,d478,c478
1163246848955551745,tránsito,0,1,0,903097695899934725,d479,c479
1163438109616418816,tránsito,0,1,0,903097695899934725,d480,c480
1163441355097595907,tránsito,0,0,0,907034630095867905,d481,c481
1163794498545016833,tránsito,0,0,0,2629706692,d482,c482
1164011918769545216,incendio,11,0,2,87350793,d483,c483
1164039608767791105,incendio,7,0,10,770043572,d484,c484
1164171610535821315,incendio,11,1,5,293063533,d485,c485
1164930838015819776,tránsito,2,2,2,96035734,d486,c486
1165301032047562753,tránsito,0,1,0,3309843403,d487,c487
1165970206977490945,tránsito,0,1,0,1368635534,d488,c488
1166012411754766336,tránsito,4,4,2,769158156379316228,d489,c489
1166025698034823171,tránsito,21,3,8,472317541,d490,c490
1167051481780039680,tránsito,0,0,0,993469365247971329,d491,c491
1167072766090272768,tránsito,1,0,0,155397589,d492,c492
1167448568644456448,tránsito,1,2,1,1042137804946513921,d493,c493
1167450616303640576,tránsito,0,3,0,1944969650,d494,c494
1167539376768901122,tránsito,0,0,0,4755858110,d495,c495
1167573520081014784,tránsito,3,0,0,166594238,d496,c496
1167581956386611200,tránsito,2,0,1,166594238,d497,c497
1167870014436700160,tránsito,0,0,0,160765479,d498,c498
1167876494787366912,tránsito,0,0,0,2730190039,d499,c499
1167883449387995139,incendio,1,1,2,2180937656,d500,c500
1167927126831464449,tránsito,0,0,0,907034630095867905,d501,c501
1167961450964561920,tránsito,1,1,0,183072178,d502,c502
1168066079513382912,tránsito,1,0,0,777444236,d503,c503
1168232324607070209,incendio,0,1,0,742904890125602817,d504,c504
1168508119950999560,tránsito,0,1,0,912877210578640896,d505,c505
1168779648718856194,incendio,19,0,8,195951901,d506,c506
1169269946519556096,incendio,1,0,2,1470565951,d507,c507
1169570926104469509,tránsito,1,1,0,308064771,d508,c508
1169684627952418817,tránsito,0,0,0,85364079,d509,c509
1169738897531654144,tránsito,0,1,0,777444236,d510,c510
1169958791368073216,tránsito,0,1,0,882733890296786944,d511,c511
1170739090498772992,tránsito,0,0,1,1155980679546593280,d512,c512
1170780179112898565,pirotecnia,0,1,0,46798133,d513,c513
1171038245989175296,tránsito,0,0,0,84120490,d514,c514
1171093255594926080,tránsito,1,0,0,340551707,d515,c515
1171607120946417664,tránsito,1,0,0,3939353952,d516,c516
1171888805109891072,tránsito,0,0,0,1242768493,d517,c517
1172260173714460685,incendio,6,1,4,89134960,d518,c518
1172263274844499970,incendio,26,1,15,166594238,d519,c519
1172350032386908160,incendio,100,2,31,195951901,d520,c520
1172355706135035904,incendio,1,0,4,89134960,d521,c521
1172470010150838272,tránsito,0,0,0,113106390,d522,c522
1172516362192863232,tránsito,0,0,0,555693104,d523,c523
1172970826884419586,tránsito,0,0,0,435389593,d524,c524
1173441039010533376,incendio,0,0,0,1168341962170261507,d525,c525
1173443010459328512,incendio,122,10,95,87350793,d526,c526
1173449646838034432,pirotecnia,175,9,25,905218820469608448,d527,c527
1173453073219538945,pirotecnia,0,2,1,1113224236611637248,d528,c528
1173690926339805185,tránsito,1,1,0,134267286,d529,c529
1173752503654944768,pirotecnia,2,0,0,596653663,d530,c530
1173760527568441346,pirotecnia,0,0,0,192094595,d531,c531
1173774526016086017,incendio,12,0,3,195951901,d532,c532
1173782138400854016,tránsito,0,0,0,703382222741463040,d533,c533
1173943395376668672,tránsito,9,6,4,29315167,d534,c534
1173987968513536001,tránsito,5,3,0,252235179,d535,c535
1174348913140281349,tránsito,1,0,0,4826633656,d536,c536
1174376508661620739,tránsito,3,0,0,4826633656,d537,c537
1174377690574577665,tránsito,1,0,0,4826633656,d538,c538
1174430833614163968,tránsito,0,1,0,907034630095867905,d539,c539
1174494754920251393,tránsito,0,1,0,990172308,d540,c540
1174707253087297536,tránsito,0,0,0,157480551,d541,c541
1174725122453835776,incendio,1,1,1,114979873,d542,c542
1174728097683464197,tránsito,0,1,0,907034630095867905,d543,c543
1174885484700585985,tránsito,1,0,0,4826633656,d544,c544
1174899068440440833,tránsito,1,0,0,4826633656,d545,c545
1175010091235446784,tránsito,1,0,0,1084195505129865222,d546,c546
1175844068540051456,tránsito,0,1,0,1114286331121799176,d547,c547
1176202023387242497,incendio,57,2,18,195951901,d548,c548
1176541979443912707,tránsito,2,1,0,121308935,d549,c549
1176834829654138880,tránsito,0,0,0,993469365247971329,d550,c550
1177294160996556808,tránsito,0,0,0,65803554,d551,c551
1177640449860866049,tránsito,0,1,0,903097695899934725,d552,c552
1177735554693287942,tránsito,0,1,0,903097695899934725,d553,c553
1177962398331756544,tránsito,0,0,0,790397398824554496,d554,c554
1178084577966878721,tránsito,3,0,6,3178278564,d555,c555
1178176325900623872,incendio,1,0,0,1301271666,d556,c556
1178347723084484608,pirotecnia,0,1,0,902741205598912512,d557,c557
1178438241822953472,tránsito,1,0,1,476050170,d558,c558
1178473794022920192,tránsito,0,0,0,1178445453358239745,d559,c559
1178762672931774465,incendio,0,0,1,2992214009,d560,c560
1179079264093822976,tránsito,0,1,2,712142383547166720,d561,c561
1179099114027524102,tránsito,8,0,6,762445985284894720,d562,c562
1179184502322520065,tránsito,0,2,0,580230382,d563,c563
1179743713066663936,tránsito,10,0,4,1178445453358239745,d564,c564
1179916099980320768,incendio,1,0,0,1178445453358239745,d565,c565
1180210640473993216,tránsito,0,0,0,903097695899934725,d566,c566
1181046984486076416,pirotecnia,1,0,0,147313421,d567,c567
1181752619808776192,tránsito,0,0,0,897627170469752833,d568,c568
1183053093811961857,tránsito,0,0,0,476050170,d569,c569
1183748968305627136,incendio,8,0,7,293063533,d570,c570
1184170667681419264,incendio,0,0,0,135617552,d571,c571
1184246476991582209,tránsito,0,0,1,903097695899934725,d572,c572
1184566044985380870,tránsito,2,0,2,447420624,d573,c573
1184697479561973760,tránsito,1,0,0,476050170,d574,c574
1184837755823706113,tránsito,8,3,7,17161677,d575,c575
1185191017873436677,tránsito,0,0,0,903097695899934725,d576,c576
1185354648313647104,tránsito,0,1,0,327660621,d577,c577
1185950920955301888,pirotecnia,0,0,0,44488189,d578,c578
1186057357933056001,incendio,30,2,8,293063533,d579,c579
1186062407518564353,incendio,20,0,2,195951901,d580,c580
1186286204658049029,tránsito,0,0,0,591388977,d581,c581
1186286371494907904,tránsito,0,0,0,1092142835636363264,d582,c582
1186368577370251265,tránsito,1,1,2,4828191956,d583,c583
1186404309518319616,tránsito,0,0,1,99143870,d584,c584
1186461267080499202,tránsito,0,0,0,903097695899934725,d585,c585
1186462860894859264,pirotecnia,0,0,0,57979606,d586,c586
1186477927569022977,pirotecnia,0,0,0,71143532,d587,c587
1186642367144714242,tránsito,10,20,6,1064938293031313408,d588,c588
1186869164826415105,tránsito,0,0,0,732973046693142529,d589,c589
1186986352329539584,tránsito,0,0,0,183072178,d590,c590
1187000205830447104,tránsito,0,0,0,263994330,d591,c591
1187043618449575937,tránsito,10,1,12,64407636,d592,c592
1187054446238408705,tránsito,0,0,1,97659161,d593,c593
1187342104852340736,tránsito,0,0,0,476050170,d594,c594
1187486543205851141,tránsito,0,1,0,87779695,d595,c595
1187751980254543874,tránsito,0,1,0,1121612115465461760,d596,c596
1188118665692155904,incendio,1,0,1,141063061,d597,c597
1188488705490726915,tránsito,0,1,0,100710039,d598,c598
1188767743262244864,pirotecnia,2,0,0,37761257,d599,c599
1188940567754838017,pirotecnia,3,1,0,218398078,d600,c600
1188965935152910336,tránsito,2,0,1,265749245,d601,c601
1189338978207633411,tránsito,0,2,0,750151691341737984,d602,c602
1189581185867026432,tránsito,0,0,0,195447972,d603,c603
1189615197700313088,incendio,2,0,0,87350793,d604,c604
1189625724514328578,tránsito,0,1,0,70214648,d605,c605
1189640811773857792,tránsito,0,0,0,85364079,d606,c606
1190131843623993345,pirotecnia,3,1,2,156081748,d607,c607
1190137830900678656,pirotecnia,2,0,1,1117652999504125952,d608,c608
1190161395943378945,pirotecnia,0,0,0,177727864,d609,c609
1190281490648707073,pirotecnia,5,1,2,31023547,d610,c610
1190306641574531072,pirotecnia,7,0,6,628750106,d611,c611
1190311322191183872,tránsito,0,0,0,183072178,d612,c612
1190336847580483588,tránsito,5,1,2,96823350,d613,c613
1191083445830721544,incendio,4,0,2,195951901,d614,c614
1191381221584097281,tránsito,4,0,0,200179397,d615,c615
1191450001639165952,tránsito,47,1,22,89837720,d616,c616
1191502151517900804,tránsito,0,0,0,582793112,d617,c617
1191806911710191618,tránsito,0,0,0,195447972,d618,c618
1191898935515865093,tránsito,3,1,4,157480551,d619,c619
1191911389243330560,tránsito,0,1,0,903097695899934725,d620,c620
1192127651747631106,tránsito,0,0,0,903097695899934725,d621,c621
1192128097203707904,tránsito,0,0,0,903097695899934725,d622,c622
1192197655365083144,tránsito,58,0,9,89837720,d623,c623
1192527695868915712,tránsito,0,0,1,263375094,d624,c624
1192599685518610432,incendio,4,0,1,268258744,d625,c625
1192937773344251905,tránsito,1,0,0,354529397,d626,c626
1193178008733077505,tránsito,1,0,0,1193174553008181249,d627,c627
1193444136407486464,incendio,8,0,2,293063533,d628,c628
1193467846531006464,tránsito,0,0,0,1186271930644680704,d629,c629
1193498115187318784,incendio,2,0,0,195951901,d630,c630
1193509907628273664,incendio,8,0,4,195951901,d631,c631
1193926337259622400,tránsito,22,1,18,415242374,d632,c632
1194048033094324224,incendio,8,0,3,2445330312,d633,c633
1194626038040530945,tránsito,0,0,0,128365267,d634,c634
1194626072278683649,tránsito,0,0,0,128365267,d635,c635
1194626103429627906,tránsito,0,0,0,128365267,d636,c636
1194626151911694336,tránsito,0,0,0,128365267,d637,c637
1194626231817265158,tránsito,0,0,0,128365267,d638,c638
1194626279422775297,tránsito,0,0,0,128365267,d639,c639
1194626329959751682,tránsito,0,0,0,128365267,d640,c640
1194626375920934913,tránsito,0,0,0,128365267,d641,c641
1194626453175824385,tránsito,0,0,0,128365267,d642,c642
1194626509366890498,tránsito,0,0,0,128365267,d643,c643
1194626567785238530,tránsito,0,0,0,128365267,d644,c644
1194631983139151879,tránsito,0,0,0,351623658,d645,c645
1195398877194543104,tránsito,0,1,0,111463164,d646,c646
1195543939555528704,tránsito,5,2,0,72428726,d647,c647
1196054097155112965,tránsito,3,0,2,140813267,d648,c648
1196221144149348352,incendio,0,0,0,995521999718891520,d649,c649
1196566476225949696,tránsito,2,1,4,2253846782,d650,c650
1196904725817376768,tránsito,0,1,0,53275010,d651,c651
1196996373205409792,tránsito,0,0,0,221876899,d652,c652
1197429249159958529,incendio,10,0,3,195951901,d653,c653
1197504628943966208,tránsito,1,0,0,1163265983315959814,d654,c654
1197611466943164416,tránsito,0,0,0,1092930040755560448,d655,c655
1197625289385234432,tránsito,1,0,0,166594238,d656,c656
1197883235868368896,tránsito,9,1,4,70538650,d657,c657
1197953609306136584,pirotecnia,0,0,0,1047579686346416131,d658,c658
1198024439012704261,incendio,1,4,9,598834435,d659,c659
1198026739219390464,tránsito,0,0,0,1115810674184032256,d660,c660
1198044299218292736,pirotecnia,3,4,3,69906216,d661,c661
1198057089110880263,tránsito,2,1,1,998524075214503936,d662,c662
1198071441218031616,tránsito,0,1,0,903097695899934725,d663,c663
1198072191801315328,tránsito,0,0,0,903097695899934725,d664,c664
1198221965552738305,tránsito,0,0,0,3289027418,d665,c665
1198312877985189888,tránsito,1,1,0,20793893,d666,c666
1198465348544204800,pirotecnia,2,1,2,1261135106,d667,c667
1198975973028446208,tránsito,3,0,1,910863156590690304,d668,c668
1198993274247229445,tránsito,0,0,0,300239054,d669,c669
1199093513062760448,tránsito,0,0,0,903097695899934725,d670,c670
1199093738741460992,tránsito,0,0,0,903097695899934725,d671,c671
1199124379524911107,tránsito,0,0,0,103387589,d672,c672
1199158648230072320,tránsito,0,1,0,84120490,d673,c673
1199522029378011138,tránsito,0,0,0,839225174,d674,c674
1199579803684352000,incendio,12,0,8,726806982,d675,c675
1200076906890252294,tránsito,1,1,0,150510969,d676,c676
1200420763708342273,incendio,1,1,0,735972544864362496,d677,c677
1200561899449937923,tránsito,1,0,0,4806991876,d678,c678
1200794226411347970,tránsito,0,1,0,84120490,d679,c679
1200946290013691905,incendio,0,0,0,1155980679546593280,d680,c680
1200962544887689219,tránsito,0,0,1,2434763696,d681,c681
1201617703729012737,tránsito,2,4,1,1151545523545001984,d682,c682
1202009681385967616,tránsito,0,0,0,84951515,d683,c683
1202010727751585792,tránsito,34,6,24,990719873373306883,d684,c684
1202365159047647233,tránsito,0,1,0,903097695899934725,d685,c685
1202687972849508352,tránsito,0,0,0,134853313,d686,c686
1202718997323628545,tránsito,4,3,2,250024665,d687,c687
1203172383021887488,tránsito,1,1,0,22999086,d688,c688
1203497639574200320,tránsito,1,1,0,621674043,d689,c689
1203598022468395008,tránsito,0,1,0,917289265,d690,c690
1203694294994866177,incendio,4,0,0,900122660537077762,d691,c691
1203708715800510464,incendio,5,0,2,87350793,d692,c692
1203711283469664256,tránsito,0,0,1,1053976429,d693,c693
1203761957771235328,tránsito,0,2,0,1005240629717331970,d694,c694
1203868397932384256,tránsito,0,0,0,418101695,d695,c695
1203926765057585153,tránsito,0,0,0,705468656281452544,d696,c696
1204020384233873409,tránsito,2,1,0,549638872,d697,c697
1204192136201154564,incendio,12,0,4,195951901,d698,c698
1204478878783164416,tránsito,2,0,5,146201188,d699,c699
1204822977642221568,tránsito,0,0,0,88826234,d700,c700
1204852433412902912,tránsito,2,0,0,4806991876,d701,c701
1204880686596804608,tránsito,0,0,0,111206237,d702,c702
1205187341989634050,tránsito,0,0,0,298112510,d703,c703
1206584020366172160,tránsito,0,1,0,3053089004,d704,c704
1206603452740186113,tránsito,0,0,0,151955000,d705,c705
1206646399359705088,tránsito,1,2,0,2947421772,d706,c706
1206728585135788032,pirotecnia,0,0,0,72058326,d707,c707
1206784216593100806,incendio,0,0,0,2522564776,d708,c708
1206996131475054595,tránsito,0,0,0,67731941,d709,c709
1207053828958371846,incendio,4,0,0,195951901,d710,c710
1207075633953685504,incendio,17,0,8,195951901,d711,c711
1207330810937970689,tránsito,0,0,0,1199221441,d712,c712
1207687420130426880,tránsito,2,1,0,1143710758938841089,d713,c713
1207720037471141888,incendio,34,4,18,3362741,d714,c714
1207724567705337857,tránsito,1,0,3,27513297,d715,c715
1207780857349574659,tránsito,0,0,0,118541732,d716,c716
1207809553146023937,incendio,0,0,0,459338662,d717,c717
1207828266461093889,incendio,33,2,10,293063533,d718,c718
1207834857331494912,tránsito,0,0,0,944271376419926016,d719,c719
1207843120706134016,incendio,0,0,0,992443016240648192,d720,c720
1208131860477468672,tránsito,0,0,0,69157813,d721,c721
1208479992302039041,incendio,0,0,0,587025883,d722,c722
1208490829419106305,incendio,4,0,4,195951901,d723,c723
1208605125868163072,incendio,18,0,3,195951901,d724,c724
1208658642540490752,incendio,3,0,0,166594238,d725,c725
1209175541657538564,tránsito,0,0,0,903097695899934725,d726,c726
1209243988609290240,tránsito,0,0,0,320553978,d727,c727
1209526964920434688,incendio,5,0,0,195951901,d728,c728
1209547526812123136,incendio,5,0,1,47379940,d729,c729
1209975132502056960,incendio,15,0,1,195951901,d730,c730
1210003188612399105,pirotecnia,0,0,0,902663712,d731,c731
1210257627516751878,tránsito,1,0,0,520098986,d732,c732
1210370108385890305,incendio,14,1,2,195951901,d733,c733
1210385630770925568,incendio,6,0,0,195951901,d734,c734
1210456126665449472,tránsito,7,2,1,465023737,d735,c735
1210667311658491904,tránsito,0,1,0,136442871,d736,c736
1210715740262846464,tránsito,0,1,0,903097695899934725,d737,c737
1210857723778256899,tránsito,0,0,0,18221635,d738,c738
1210946297877843968,tránsito,4,1,2,4242514219,d739,c739
1211151110070833153,incendio,26,0,5,195951901,d740,c740
1211271365560389634,tránsito,3,0,1,166594238,d741,c741
1211313622527463425,tránsito,1,0,0,280165355,d742,c742
1211327894988951553,tránsito,0,0,0,903097695899934725,d743,c743
1211527515262439425,pirotecnia,12,0,10,1413599030,d744,c744
1211538877162213377,tránsito,0,1,0,136442871,d745,c745
1211668085708611585,tránsito,0,0,0,2355304148,d746,c746
1212224733107736577,incendio,17,0,2,87350793,d747,c747
1212225301566173184,incendio,1,0,0,1168906795571658752,d748,c748
1212278989630230528,pirotecnia,0,0,0,198876562,d749,c749
1212279120588992519,pirotecnia,0,0,0,198876562,d750,c750
1212282418826227714,pirotecnia,1,0,0,256633050,d751,c751
1212401481250410497,pirotecnia,2,1,0,494630846,d752,c752
1212447035007225856,incendio,0,0,0,129901591,d753,c753
1212818381495308288,tránsito,5,0,4,185087766,d754,c754
1212832886925213697,tránsito,0,0,0,1186139348309368832,d755,c755
1212914071839891456,incendio,12,0,3,195951901,d756,c756
1213257527196094465,tránsito,0,0,0,447438637,d757,c757
1213276015918768128,tránsito,0,0,0,903097695899934725,d758,c758
1213686027543597062,tránsito,0,0,0,1145450239513509888,d759,c759
1213877494270636033,tránsito,0,0,0,926894037813964800,d760,c760
1213950359917355008,tránsito,19,0,4,87350793,d761,c761
1213961782731124736,tránsito,7,1,12,990719873373306883,d762,c762
1214023927774642177,pirotecnia,17,4,8,584431389,d763,c763
1214188591942905857,tránsito,0,0,0,109709933,d764,c764
1214273600649187328,tránsito,0,0,0,580230382,d765,c765
1214342050092470275,tránsito,17,1,1,89837720,d766,c766
1214463500145373184,tránsito,0,1,0,3410079854,d767,c767
1214665963901046784,tránsito,1,2,0,903097695899934725,d768,c768
1214717550631833607,incendio,16,0,2,195951901,d769,c769
1214824589781540867,incendio,0,0,0,2355304148,d770,c770
1215253948518617093,tránsito,1,0,0,103354600,d771,c771
1215381978779963392,tránsito,0,1,0,903097695899934725,d772,c772
1215438651817185281,incendio,5,0,3,195951901,d773,c773
1215711055646560256,tránsito,1,1,2,214712761,d774,c774
1215760950806007810,tránsito,1,1,0,71731518,d775,c775
1215763948177428482,tránsito,1,1,0,873566021319315457,d776,c776
1216195436198924294,tránsito,0,0,0,200179397,d777,c777
1217563215976157186,incendio,5,0,2,195951901,d778,c778
1217613953389383681,incendio,16,1,3,87350793,d779,c779
1217944376283762688,tránsito,4,0,2,77050780,d780,c780
1218167492725489664,tránsito,0,0,0,759179913542836224,d781,c781
1218212298319257601,tránsito,0,0,0,291783556,d782,c782
1218215667754663937,tránsito,1,1,1,516865622,d783,c783
1218587717258424321,tránsito,0,0,0,92814289,d784,c784
1218590688645918720,tránsito,0,0,0,374815431,d785,c785
1218755760630288385,tránsito,1,0,0,805055444003659776,d786,c786
1219037421104484359,tránsito,2,0,0,91119509,d787,c787
1219102738442702849,incendio,4,3,4,1038772040,d788,c788
1219465903949197313,pirotecnia,1,0,0,265102200,d789,c789
1219627943380619264,tránsito,1,0,0,192669619,d790,c790
1219668498496065536,tránsito,2,3,0,102797694,d791,c791
1219765301828603904,tránsito,0,0,0,1123668146064326657,d792,c792
1219971463769292800,tránsito,4,0,2,93556472,d793,c793
1219991749512220673,tránsito,0,0,0,123408751,d794,c794
1219998272565190656,tránsito,1,0,0,192669619,d795,c795
1220008708048130056,tránsito,4,0,4,1335263659,d796,c796
1220166756234407937,tránsito,0,0,0,116493136,d797,c797
1220321323001380869,tránsito,0,1,0,823865341,d798,c798
1220347463074140160,tránsito,0,0,0,313790795,d799,c799
1220359164406444032,tránsito,0,1,0,1335263659,d800,c800
1220684394521923588,tránsito,11,2,2,89837720,d801,c801
1220746295213797385,tránsito,19,4,17,2426069250,d802,c802
1220787741379579904,tránsito,0,0,0,54321482,d803,c803
1220841263957544960,tránsito,0,0,0,185826384,d804,c804
1220879487744610306,tránsito,2,0,5,708556874610778112,d805,c805
1221335566542757889,tránsito,0,0,0,1679756640,d806,c806
1221589202502148099,pirotecnia,29,0,7,118583900,d807,c807
1221821957177597961,tránsito,0,0,0,3472860734,d808,c808
1221906898682830849,incendio,0,2,0,48914165,d809,c809
1222529703799664641,tránsito,1,2,2,2507897137,d810,c810
1222958079379148801,tránsito,0,2,0,903097695899934725,d811,c811
1222978991423991809,tránsito,1,0,0,2507897137,d812,c812
1223266217319944199,tránsito,0,1,1,224889538,d813,c813
1223321523928424450,incendio,0,0,0,2493201511,d814,c814
1223425142078038022,incendio,9,0,8,189606706,d815,c815
1223586328388034560,tránsito,1,0,0,116493136,d816,c816
1223643619351048193,tránsito,0,2,1,1135911385123250176,d817,c817
1224691567425966080,tránsito,2,0,0,349477136,d818,c818
1224818724844265473,incendio,4,0,2,195951901,d819,c819
1225854650038927360,incendio,7,0,6,195951901,d820,c820
1225860946314162176,incendio,13,0,7,195951901,d821,c821
1225901069626150912,incendio,3,0,7,195951901,d822,c822
1226243640286203909,incendio,22,0,3,195951901,d823,c823
1226279305568755714,tránsito,1,1,0,123060783,d824,c824
1226349552900411395,incendio,33,1,9,195951901,d825,c825
1226664336585842693,incendio,4,0,8,65797233,d826,c826
1226933196241195009,tránsito,1,1,0,2231865745,d827,c827
1226965403332685824,tránsito,0,0,0,261093042,d828,c828
1227048084418498560,incendio,2,0,6,536533529,d829,c829
1227442618319151113,incendio,23,2,4,195951901,d830,c830
1227477828737945606,incendio,26,0,16,293063533,d831,c831
1227673909283000321,incendio,7,0,7,87350793,d832,c832
1227675947899506688,incendio,2,0,1,2826319492,d833,c833
1227958329604898816,tránsito,1,0,0,523701029,d834,c834
1228392321432969216,tránsito,0,1,0,86222400,d835,c835
1228511752591200256,tránsito,0,0,1,75909635,d836,c836
1228702077221822464,tránsito,10,7,14,4758944359,d837,c837
1228909139948077056,incendio,10,0,3,195951901,d838,c838
1229459558600495105,incendio,9,0,3,87350793,d839,c839
1229556435467456512,incendio,7,0,2,87350793,d840,c840
1229810544938569728,tránsito,0,2,0,992514835865841664,d841,c841
1230148308842106881,tránsito,0,0,1,3162820825,d842,c842
1230169099604549632,tránsito,3,3,2,118306238,d843,c843
1230248786380906496,tránsito,1,1,1,1164541394091945985,d844,c844
1230281198863294464,incendio,2,0,1,195951901,d845,c845
1230340816352272384,pirotecnia,1,1,0,42918231,d846,c846
1230341389986209792,pirotecnia,1,0,0,42918231,d847,c847
1230342127139377152,pirotecnia,3,1,0,37487228,d848,c848
1230344747488694272,pirotecnia,9,5,4,93035852,d849,c849
1230936168721678336,tránsito,1,0,1,48206728,d850,c850
1231636789858668546,pirotecnia,0,0,0,122445017,d851,c851
1231673101601120260,pirotecnia,14,0,3,963120564348096515,d852,c852
1231730898955096064,incendio,7,0,2,195951901,d853,c853
1233054365365284869,tránsito,0,0,0,4826633656,d854,c854
1233063233474437122,tránsito,0,0,0,2507897137,d855,c855
1233440827625463809,tránsito,0,1,0,818662140,d856,c856
1233614847331491840,tránsito,1,1,1,506739680,d857,c857
1233815945598193664,tránsito,62,6,24,89837720,d858,c858
1233836670589526016,tránsito,1,1,3,351623658,d859,c859
1233875903115071489,tránsito,0,0,0,244745394,d860,c860
1234646666902482945,tránsito,0,0,0,903097695899934725,d861,c861
1234854530753400832,tránsito,0,0,0,2809642689,d862,c862
1234866127726972929,tránsito,1,0,1,207684122,d863,c863
1235203083577090050,tránsito,0,1,1,351623658,d864,c864
1235312900761423873,tránsito,0,2,1,1207313306991710209,d865,c865
1235580946423992321,tránsito,1,0,0,108203556,d866,c866
1235688146937032706,tránsito,0,1,0,903097695899934725,d867,c867
1235739103603445761,tránsito,0,1,0,771747240318672898,d868,c868
1236013162031460352,tránsito,1,1,0,871226019935428608,d869,c869
1236037866678976512,tránsito,3,0,3,770280016252768256,d870,c870
1236499717724549120,tránsito,1,0,3,476050170,d871,c871
1236589237602041856,tránsito,0,0,0,1335263659,d872,c872
1237007486294597632,tránsito,4,2,3,138807871,d873,c873
1237213556107608067,pirotecnia,3,1,0,1236847104632512512,d874,c874
1237216443760074753,pirotecnia,1,1,0,440284223,d875,c875
1237577525166931968,tránsito,28,3,14,103150136,d876,c876
1237773348198907906,tránsito,5,2,0,264932064,d877,c877
1237835218213576710,tránsito,2,0,0,116493136,d878,c878
1237873685270269953,tránsito,0,1,0,1159572289093902336,d879,c879
1238092286317277184,tránsito,1,1,1,72922161,d880,c880
1238110574933934080,tránsito,0,0,0,1229414946984931328,d881,c881
1238149248283078657,tránsito,0,0,0,119559295,d882,c882
1238164052133675008,tránsito,0,0,0,119049529,d883,c883
1238349361945497600,incendio,8,0,2,195951901,d884,c884
1238644933369556992,tránsito,5,1,2,45880331,d885,c885
1238654883135447040,incendio,14,0,9,195951901,d886,c886
1239955162481004544,tránsito,0,0,0,910938287199653889,d887,c887
1240194970339938304,incendio,28,1,8,195951901,d888,c888
1240520390302027777,pirotecnia,0,0,0,253694236,d889,c889
1240765897377230855,incendio,1,0,4,2646916837,d890,c890
1240831234407727105,tránsito,0,0,1,228412190,d891,c891
1240832556976623616,tránsito,8,0,2,163088870,d892,c892
1240994317495197697,pirotecnia,13,0,5,155225775,d893,c893
1241161814601273345,tránsito,0,0,0,54271244,d894,c894
1241449281510391809,incendio,2,2,0,69271342,d895,c895
1242135792413216768,incendio,0,0,0,564327282,d896,c896
1242253054298206209,incendio,0,0,0,185628585,d897,c897
1242465074209525760,tránsito,0,2,0,2956219612,d898,c898
1242508311536295936,incendio,12,0,7,87350793,d899,c899
1243241558855450624,incendio,10,0,4,40098528,d900,c900
1243326393401978881,incendio,1,1,0,36594612,d901,c901
1243557428047818753,incendio,0,0,0,187600280,d902,c902
1243557604607045633,incendio,1,0,1,187600280,d903,c903
1243585553041444864,incendio,0,0,0,187600280,d904,c904
1243596648653238272,incendio,0,0,0,564327282,d905,c905
1243613437910900736,tránsito,1,0,2,256067511,d906,c906
1243645835289735171,incendio,0,0,0,103076551,d907,c907
1243720691687526400,incendio,1,0,0,415282601,d908,c908
1243779777263276034,incendio,0,0,0,994367442,d909,c909
1243907996217982976,incendio,7,0,12,120594394,d910,c910
1244002619661537280,incendio,1,1,0,1860657931,d911,c911
1244100343429914628,incendio,0,0,0,2917848992,d912,c912
1244136905358245889,incendio,2,1,1,50221982,d913,c913
1244137141874995202,incendio,0,0,0,50221982,d914,c914
1244449742538465280,tránsito,18,4,12,315451237,d915,c915
1244792568015093761,tránsito,4,0,0,585339882,d916,c916
1245500276641009664,tránsito,17,1,20,876788725,d917,c917
1245560585636306944,incendio,0,0,0,1123331550819565571,d918,c918
1245852670398615552,tránsito,0,0,0,2283415722,d919,c919
1246198959359561729,tránsito,0,0,0,133562734,d920,c920
1246537100733763587,tránsito,4,1,0,4806991876,d921,c921
1247279733710237696,tránsito,14,1,10,315451237,d922,c922
1247298930599059457,incendio,1,0,0,52151507,d923,c923
1247433401583325185,incendio,5,0,0,752946365500534784,d924,c924
1247435266324717569,incendio,0,0,0,281799584,d925,c925
1247451910585622529,incendio,10,0,7,133686917,d926,c926
1247549404166275072,incendio,0,0,1,329874797,d927,c927
1247607270852014080,incendio,2,0,0,166594238,d928,c928
1248435802926796801,tránsito,0,0,0,94677477,d929,c929
