pubID,tokens,mentions,hashtags
1128804877361188864,"vivo, alcaldía, xochimilco, hoy, 06, am, alguno, lugar, cercano, trepar, escuchar, contar, fuego, artificial, ojalá, dar, atención, tal, incidente, grave, siempre, situación, vivir, quién, controlar, este",Aire_CDMX,
1128833427740995584,"camión, transporte, público, div, norte, pasar, alto, peatón, ciclista, grito, grito, oficial, tránsito, junto, poder, hacer, equipo, multar, respondiócarajo",,
1128833953148702720,"cuajimalpa, terminar, pavimentar, lateral, altura, caseta, semana, provocar, tráfico, contaminación","Radio_Formula, Claudiashein, CAPUFE, CuajiProgresa",
1128837461738549248,"buena, noche, querer, reportar, señor, poner, dirigir, tráfico, causar, cada, vez, hacer, tráfico, zona, si, ver, afectado, tráfico, alcaldía, cuajimalpa, calle, prolongación, juarez, altura, canales",OVIALCDMX,
1129011993199824896,"pleno, contingencia, ambiental, vehículo, avenida, ermita, iztapalapa, asentar, nube, humo, negro, placa, lc18459",Claudiashein,
1129031228584267776,"contingencia, seguir, ver, tráfico, bastante, coche, insurgente, cielo, seguir, despejado, jajaja, consejo, nacional, ciencia, tecnologia, conacyt",,
1129040456581619712,"todavía, contingencia, ambiental, calle, benito, juarez, siempre, tránsito, pintar, línea, carril",MetepecGobierno,
1129102371525500928,"contingencia, xochimilco, continúar, quemar, fuego, artificial, fiesta, patronal, ir, suspender, actividad","Claudiashein, CAMegalopolis",
1129119498215206912,"aún, contingencia, trabajar, máquina, expidir, humo, cerrado, santa, lucia, 36, olivar, conde, 1secc, costado, plaza, rosas, alvaro, obregon","AlcaldiaAO, LaydaSansores, Claudiashein, AlertaAO",PeticionesAO
1129132234726727680,"cdmx, contingencia, xochimilco, lanzar, fuego, artificial, merecer, extinción, duda",,
1129145590451908608,"oficial, hacer, demasiado, trafico, cuauhtemoc, casi, viaducto, supuesto, retén, contingencia, neto, tanto, prudencia","CAMegalopolis, UCS_GCDMX, SSP_CDMX, Claudiashein",
1129191939520323585,"faltar, agua, avisar, corte, obra, metrobus, pesar, contingencia, seguir, trabajar, eje, oriente, francisco, paso, tronco, ahí, virgen, generar, tráfico","escuadron_201_, Alc_Iztapalapa, lopezdoriga, CiroGomezL",
1129230393356562432,"si, poco, contaminación, registrar, incendio, esquina, flor, mago, eje, central, esperar, actuar, respecto, culpa, castigue, cómo, siempre, automovilista, tema, matar","AlcCuauhtemocMx, Claudiashein",
1129244904037785600,"alcoholímetro, pleno, contingencia, benito, juarez, momento, generar, tráfico, av, revolución, verdad","Claudiashein, nacholozano, lopezobrador_, lopezdoriga, CarlosLoret, BJAlcaldia","alcoholimetro, ContingenciaCDMX, ContingenciaAmbientalExtraordinaria"
1129422836945235969,"encanta, llenar, poco, gobernante, decir, acción, vs, contaminación, mirar, agilizar, tránsito, enfrente, museo, juez, polanco",JesusMartinMx,
1129456278902837248,"servicio, emergencia, laborar, incendio, pastizal, av, torres, lirio, col, ampl, emiliano, zapata",Alc_Iztapalapa,"Precaución, C5"
1129484565993598976,"creer, cerrar, creer, tráfico, contaminación, caso, ahora",GobCDMX,20denoviembre
1129547822708215808,"saber, valer, madre, edomex, ser, roma, condesa, valle, colocar, ixtapaluca, querer, lanzar, fuego, artificial, valiendo él, madre, contingencia",,
1129697717968621568,"bombero, acudir, incendio, vehículo, luna, saturno, colonia, san, marcos",Alc_Iztapalapa,"Precaución, MovilidadCDMX, 911CDMX"
1129786938578407424,"ser, vía, primario, av, insurgentes, sur, estación, caminero, hoy, trabajar, reparar, calle, hacer, tráfico, contingencia","Claudiashein, TlalpanVecinos, InSur_Tlalpan, TlalpanAl",metrobús
1129796387741327361,"alcaldía, xochimilco, jueves, viernes, lanzar, fuego, artificial","GobCDMX, SEDEMA_CDMX, GobMilpaAlta",
1129799801682452485,"ayer, pasar, calle, calavera, av, azcapotzalco, negocio, grande, hamburguesa, tan, solo, chimenea, medir, metro, alto, hecho, humo, mas, poder, esperar, hacer",Claudiashein,
1129863362857263104,"servicio, emergencia, encontrar, laborar, incendio, lote, baldío, estrella, lucero, colonia, parque, nacional, cerrar, estrella",Alc_Iztapalapa,"Precauciòn, C5"
1129895149247586308,"precaución, reporte, incendio, delegación, miguel, hidalgo, lago, ness, amp, lago, salado, colonia, pensil",,
1129978278448631808,"fuego, artificial, autódromo, uno, rodriguez, acabar, conciencia, ambiental, levantar él, contingencia",,
1130189918947426308,"pleno, contingencia, ambiental, calle, morelos, 36, esquina, magisterio, nacional, centro, tlalpan, cp, 14000, medio, cuadra, delegación, quemar, generar, muchísimo, humo",SEDEMA_CDMX,
1130196981798846464,"morelos, 36, esq, magisterio, nacional, centro, tlalpan, cp, 14000, quemar, generar, muchísimo, humo, importar, alto, índice, contaminación, favor, atender",tlalpan1,
1130283502019260416,"día, poder, hacer, seguir, fuego, artificial, santa, ursula, mismo, patrulla, escoltar, necesitar, hagan, caso",C5_CDMX,
1130302371618263040,"personal, bomberos, acudir, incendio, vehículo, eje, sur, av, guelatao, colonia, santa, maría, aztahuacan",Alc_Iztapalapa,"Precaución, 911CDMX, C5"
1130466273211703301,"diario, así, echar, espeso, humo, tablero, pudor, alguno, ambiente, contingencia, san, jerónimo, bld, luz, diario","GobCDMX, AlcaldiaAO",
1130806381144137735,"favor, enviar, unidad, tránsito, infracción, tráiler, mostaza, poco, 40ah90, violar, rt, estacionado, lugar, prohibido, disco, vehículo, pesado, av, ángeles, av, sn, pablo, ferrocarriles, tal, col, nva, españa, azcapotzalco","UCS_GCDMX, OVIALCDMX, Azcapotzalco_",
1130896187056381958,"hola, buena, tarde, sólo, reportar, autopista, tramo, puente, xonacatepec, estadio, cuauhtemoc, dirección, méxico, hacer, tiempo, bastante, bache, provocar, tráfico, accidente, poder, revisar, tema","capufepuebla, JavierLopezDiaz",
1130922640246394881,"digan, querer, reportar, incendio, alcaldía, gam, contingencia, incendio, llevar, hora, porta","lacornetafm, EVIDEGARAY, EVIDEGARAY",
1130994607402115072,"nuevo, oler, alcaldía, benito, juarez, cuauhtemoc, vez, contingencia, esperar, listo, protocolo, seguir",Claudiashein,Humo
1131000810710732800,"reportar, caja, tráiler, llevar, semana, obstruir, tránsito, av, alterna, dónde, realizar",SSP_CDMX,
1131044707067416577,"amigo, oler, muchísimo, humo, vida, cdmx, nivel, tanto, precario, existir, plan, contingencia, razonable, garantizado, derecho, respirar, aire, puro",Claudiashein,
1131061560733048832,"tlalpan, vecinos, cerrar, vía, público, provocar, mas, trafico, retraso, traslado, mas, contaminación, complacencia, patricia, ave, pastrana, abadesa, tlalpan",TlalpanAl,
1131226777257480192,"camión, estacionado, justo, disco, prohibido, estacionar él, gavilan, 181barrio, san, miguel, iztapalapa, raul, herrera, rafael, aplico, asi, camión, camello, apoyo, transito","UCS_GCDMX, SSP_CDMX, OVIALCDMX, C5_CDMX, Claudiashein, lopezobrador_, ClaraBrugadaM",
1131232720267501568,"favor, enviar, unidad, tránsito, infracción, trailer, bco, poco, 68aa9f, violar, rt, estacionado, lugar, prohibido, disco, transporte, pesado, av, ángeles, av, sn, pablo, ferrocarriles, nacionales, col, nva, españa, azcapotzalco","UCS_GCDMX, SSP_CDMX",
1131366782055272448,"salir, nuevo",,"Incendio, CAMe, Contingencia, GAM"
1131367838873075712,"esperar, ahora, si, terminar, ampliación, av, manera-acueducto, hacer, sexenio, esperar, ser, verdadero, foco, contaminación, tráfico, ocasionar, pesar, existir, espacio, solo, cuestión, voluntad","Congreso_CdMex, Alc_Tlahuac, RaymundoMtzVite",
1131378946128384009,"poder, reportar, semáforo, mal, sincronizado, causar, trafico, alcaldio, iztacalco, gracias",LaSEMOVI,
1131384236538322944,"buena, noche, querer, reportar, semáforo, mal, sincronizado, causar, trafico, calle, rio, altar, colonia, paseo, churubusco, hacer, día, oriente, 217, eje, sur, san, rafael, aplico, alcaldía, iztacalco, gracias",UCS_GCDMX,
1131564409891852289,"jefa, gobierno, decir, auto, holograma, 0y, 00, ir, circular, contingencia, bueno, poner, policía, agilizar, tráfico, vean, congreso, unión, fray, servando",,
1131566994178940928,"favor, preguntar, cantidad, calle, cerrado, colonos, ocasionar, tráfico, horrible, traducir, contaminación, ejemplo, colocar","MarioBeteta, Claudiashein",
1131708920710328320,"buen, tarde, jefa, gobierno, pregunta, generar, tráfico, contaminación, 18, 13, realizar, delineado, carril, av, santa, ana, rosa, maría, sequeiros, alcaldía, coyoacán, bueno, analizará, corrigiera, ayudar, retwittear, gracia",,
1131710100488409089,"buen, tarde, 18, 12, av, santa, ana, rosa, maría, sequeiros, alcaldía, coyoacán, realizar, balizamiento, carriles, generar, tráfico, contaminación, dónde, modificación, evitar, contingencia",Claudiashein,
1131741394522058753,"creer, deber, poner, alto, angel, av, cuauhtemoc, 984, diariamente, incinerar, cuerpo, emitir, grande, cantidad, humo, contaminante","En_Narvarte, Foro_TV, MrElDiablo8, Claudiashein, Reporte_Indigo, BJAlcaldia, VILLALVAZO13, PAOTmx","funeraria, crematorio"
1131992708971716609,"favor, enviar, unidad, tránsito, retirar, trailer, bco, rojo, poco, la7912, violar, rt, estacionado, lugar, prohibido, disco, vehículo, pesado, av, ángeles, av, sn, pablo, ferrocarriles, nacionales, col, nva, españa, azcapotzalco","UCS_GCDMX, SSP_CDMX, Azcapotzalco_",
1132102703050440706,"pedir, apoyo, alcaldía, alvaro, obregon, retirar, base, taxis, junto, colonia, lomas, águilas, sección, establecido, forma, ilegal, perjudicar, tránsito, todo, calzada, águila","ProAguilasCDMX, inveacdmx, LaSEMOVI, EnlaceTAguilas, LomaAguilassur, LomasAguilas",
1132302236011204608,"quema, división, norte, casi, call, tlalpan, ver, columna, humo, negro, ir, servicio, emergencia, lugar, precaución",,
1133357276121698304,"casi, punto, contingencia, ambiental, ocurrir, cerrar, carril, aquil, ser, invierno, causar, tráfico, solo, capricho","SSP_CDMX, ImagenTVMex, Claudiashein",Azcapo
1133838012951846912,"querer, reportar, incendio, barranca, arango, alcaldía, alvaro, obregónentre, calle, azucena, jazmin, violeta, colonia, santa, lucia, chantepec",C5_CDMX,
1133841511819489280,"vista, incendio, indio, verde, periférico, río, remedio",,"Incendio, Chamizal, Ecatepec, Contaminacion"
1133951895033266176,"servicio, emergencia, camino, incendio, pastizal, inodoro, batalla, ingenieros, topografía, col, paraíso",Alc_Iztapalapa,"Precaución, C5"
1134413540796829696,"lupita, juarez, buen, dia, excelente, fin, semana, querer, favor, medio, reportar, semáforo, eje, ote, rojo, gomez, ermita, iztapalapa, funcionar, policía, utilizar, tráfico, gracias",LupitaJuarezH,
1134476249085173760,"atender, autopista, mexico, toluca, granja, palo, alto, cuajimalpa, morelos, extremo, precaución, pasar, lugar",,"ambulancia, CruzRojaMexicana, accidente, tránsito"
1134615492772032513,"servicio, emergencia, trabajar, incendio, pastizal, canal, nacional, nimes, colonia, lomas, estrella, lote, baldío",Alc_Iztapalapa,"Precaución, C5"
1134617339578789892,"verdad, línea, metro, bus, lugar, favorecer, perjudicar, medio, ambiente, provocar, tráfico, causar, línea, talar, árbol, indespobladamente, poner, alto, tanto, corrupción",Xochimilco_MX,
1135242064562573313,"precaución, incendio, colonia, pedregal, santo, domingo, coyoacán, permita, paso, servicio, emergencia",,
1135620479841054721,"13, 53, personal, técnico, habilitar, semáforo, paseo, reforma, paseo, tamarindo, col, granjas, palo, alto, alcaldía, miguel, hidalgo, atención",nancee22,Tránsito
1135646585436614656,"cada, segundo, canada, humo, negro, apestoso, construcción, roma, sur, además, ruido",SEDEMA_CDMX,"CalidadDelAire, contaminacioncdmx, romasur"
1135730218381955072,"terminar, entender, causa, contaminación, sonar, fuego, artificial, atrás, 4a, cerrado, ahuehuet, tanto, congruencia, cara","cuajienlinea, PorCuajimalpa, AdrianRubalcava, AlcCuajimalpa, CuajimalpaDGA","cuajimalpa, SnJosédlosCedros, pirotecnia, acústica, aire"
1135740832244555776,"infracción, sancionar, trailer, camión, parado, lugar, prohibido, avalar, san, luis, col, purísima, toman, gam, frente, clínica, miss, 44, estorbar, salida, calle, transito, avenida","C5_CDMX, SSP_CDMX",
1136290866119581701,"sevilla, repúblicas, col, portales, perímetro, alcaldía, benito, juarez, reportar, fuerte, incendio, precaución",,
1136305992235458560,"registrar, incendio, bodega, portales, sur, alcaldía, benito, juarez, video",annielagos,Precaución
1136456110007828486,"querer, reportar, incendio, calle, guadalajara, 99, col, roma, norte",C5_CDMX,
1136746352904462336,"cuándo, ir, permitir, circular, trailer, calle, cdmx, mas, vehículo, doble, remolque, marina, nacional, altura, ff, cc, cuernavaca, hacer, trafico, contaminación, sera, temblar, mano",JesusMartinMx,
1137075116574203904,"trafico, av, mexico, magdalena, contreras, auto, estacionado, entorpecer, circulacion, dia, urgir, mandar, patrulla, gruta, tal, contaminacion, generar, embotellamiento","OVIALCDMX, Claudiashein, UCS_GCDMX, CDMX_Semovi, LaSEMOVI, tfja",
1137118368778129408,"rt, ambulancia, descompuesto, carril, izquierdo, constitución, pasar, venustiano, carranza, tráfico, intenso, area, tome, precaución, 16, 48, hrs",edwardvelazquez,
1137422783103819776,"querer, reportar, falta, agua, calle, malgache, benito, juarez, adolfo, lópez, mateos, col, barrio, norte, bloqueo, tránsito","SacmexCDMX, AlcaldiaAO, C5_CDMX, Foro_TV",
1137487694626525184,"pirotecnia, ilegal, plutarco, él, lleno, humo, envíen, poner, orden","Alc_Iztapalapa, Claudiashein",
1137758412840865792,"tirar, contar, prohibido, festejo, ayer, parroquia, jesucristo, crucificado, virgen, alcaldía, colocar, tirar él, contaminar, ruido, humo",SEDEMA_CDMX,
1137764440277786624,"deber, tráfico, av, tláhuac, hacia, ecológico, xochimilco, terminar, ser, gran, foco, generador, contaminación, ayer, mismo, historia, mismo, tramo","OVIALCDMX, C5_CDMX, GobCDMX",
1137812048107036672,"rumbo, xochimilco, villa, copa, lejos, escuchar, fuego, artificial, cohete, imaginar, alguno, festividad, deber, prohibir, pongan él, trabajar",Claudiashein,
1137889511361404930,"precaución, incendio, pastizal, alcaldía, alvaro, obregon, jazmín, violeta, colonia, tlacuitlapa",,
1137920151842516992,"autopista, precaución, tránsito, parado, caseta, km23, solamente, abrir, dos, carril, tomado, caseta, pedir, $, 50, pesos, poder, pasar, hacer, mirar","PoliciaFedMx, CAPUFE","Cuernavaca, Mexico, Tlalpan"
1138066578396913664,"registrar, hecho, tránsito, corregidoro, norte, colonia, cuauhtemoc, atender, elemento, poes, lugar, conducir, precaución",,ReporteVial
1138691507291140096,"francisco, paso, tronco, alcaldía, venustiano, carranza, diario, demasiado, trafico, an, abandonado, obra, casi, mes, desastroso, hacer, respecto, generar, accidente, contaminación",,
1139146121597468676,"llamar, reportar, incendio, cerca, tanque, estacionario, local, unidad, nadie, contestar, favor, ayudar, reportar él, enviar, bomberos, colonia, manuel, rivera, anaya, azcapotzalco","vidallerenas, CNPC_MX, SSP_CDMX, SSPCMexico",072
1139156059065479168,"contaminación, dar, baño, contaminar, chimenea, quemar, plástico, residuo, súper, doloroso, humo, gris, poder, verificar, orden, cuanto, licencia, operación, contaminación","SEDEMA_CDMX, GobCDMX",
1139314418750251008,"poder, favor, mandar, agente, transito, infracción, auto, estacional, lateral, periférico, sur, enfrente, plaza, ante, prohibido, estacionar él, ahi",UCS_GCDMX,
1139379232943960066,"atender, incendio, av, cuauhtemoc, romero, terreros, denunciar, vecino, gracias, paso, mayor, solo, lesionado",,"bomberoscdmx, narvarte"
1139532083892649985,"cuándo, ir, supervisar, ocupar, carril, estacionar él, méxico, acabar, costumbre, día, hora, pico, tránsito, parado, parado, lugar, prohibido",MHMovilidad,
1139691473199255552,"altura, av, universidad, av, coyoacán, sonora, grill, taquearte, ocupar, lateral, estacionamiento, prohibido, generar, tráfico, cao, vial, orden, respeto, ley","BJAlcaldia, Alcaldia_Coy, LaSEMOVI, GobCDMX",
1139696841975451648,"favor, enviar, unidad, tránsito, infracción, vehículo, pesado, violar, rt, estaestacionado, disco, vehiculo, carga, av, angeles, av, sn, pablo, ffcc, col, sn, martin, azcapotzalco","UCS_GCDMX, SSP_CDMX, Azcapo_Denuncia",
1139936985311670272,"dia, vehiculo, banqueta, bajar él, calle, vehiculo, estacionado, lugar, prohibido, av, tlahuac, av, torres, periférico, habra, trafico","SSP_CDMX, UCS_GCDMX, Alc_Iztapalapa, LaSEMOVI, HolaCocaCola, Claudiashein",
1140010442338652160,"varios, policía, detener, automovilista, calzado, tlalpan, altura, hotel, boston, ilegal, policía, tránsito",SSP_CDMX,
1140427232269221888,"inventen, deber, tráfico, periférico, sur, hoy, dia, padre, perjudicar, mas, menos, contaminación, gaste, 200, pesos, gasolina, congelamiento, asi, gobernar, recuerde, sola, perjudicado, gracias",,
1140630525784154112,"dia, dia, vehiculo, estacionado, lugar, prohibido, faltar, capacitacion, operador, luego, traficir, torres, periférico, av, tlahuac","LaSEMOVI, UCS_GCDMX, Grupo_Bimbo, BimboMx, PepsiMEX, Alc_Iztapalapa",
1140650974031298561,"gusto, esquina, sevilla, av, chapultepec, justo, esquina, recordar, vuelta, paradero, calle, dé, londres, quedar, órden","VigimoviCDMX, UCS_GCDMX","trafico, Contaminación"
1140732356543877121,"favor, enviar, unidad, tránsito, infracción, trailer, rojo, poco, 19aj8c, violar, rt, estacionado, lugar, prohibido, disco, estacionar, vehiculo, carga, av, angeles, av, sn, pablo, ffcc, col, sn, martin, azcapotzalco","UCS_GCDMX, SSP_CDMX, Azcapotzalco_",
1141062236133298176,"querer, denunciar, fuego, artificial, caer, patio, casa, festejo, hacer, av, tlahuac, esquina, oaxaqueña, lastima, perrito",jorgeberry,
1141151084024487938,"cruce, av, insurgentes, norte, acueducto, afuera, rancho, villa, fundación, azteca, alcaldía, gam, transporte, público, pasar, alto, respetar, ocasionar, tráfico, pesado, solo, policía, multar, animal","C5_CDMX, SSP_CDMX, GobCDMX",
1141350156228366337,"bombero, estación, cuajimalpa, elaborar, incendio, auto, carretera, libre, méxico-toluca, esquina, colonia, cooperativa, palo, alto",AlcCuajimalpa,
1141695773668782081,"ahora, transito, cerrar, acceso, carril, central, unidad, cuauhtemoc, 100, metro, adelante, meter, carro, camión, reverso, precaución, salida, ninguno, policía, cerca","SoyNaucalpan, GobNau, denuncianau",perifericonorte
1142165884208734208,"seguir, estacionado, camión, insurgente, prohibido, michoacan, campeche, violar, reglamento, tránsito, vialidad, ocasionar, cao, vial, surgir, grúa, denuncia, ciudadano","OVIALCDMX, SSP_CDMX",
1142799101228191745,"poder, reportar, persona, quemar, hoja, basura, dentro, casa, humo, afectar, vecino, delegación, tlahuac, colonia, miguel, hidalgo, calle, lombardos, josé, martini, casa, esquina, él, salmones","locatel_mx, PCivilTlahuac, C5_CDMX",
1143923984120995842,"señor, obligado, retirar, base, ilegal, querer, lea, reglamento, tránsito, señor, solicitar, unidad, retiro, base, ilegal, afectar, libre, tránsito, av, tlahuac, ve, saber, rt","UCS_GCDMX, MetroCDMX, EnLomasEstrella, Alc_Iztapalapa, andreslajous, LaSEMOVI, inveacdmx, VigimoviCDMX, Claudiashein","TransitoGCDMX, TransitoGCDMX, jesusorta"
1144221101674782720,"servicio, emergencia, acudir, incendio, casa, habitación, col, granjas, estrella",Alc_Iztapalapa,"Precaución, C5"
1144292905600868352,"vehículo, pesado, estacionado, lugar, prohibido, disco, tránsito, vehículo, carga, pesado, violar, rt, av, ángeles, av, sn, pablo, ffcc, col, nva, españa, favor, enviar, unidad, tránsito, conducente","UCS_GCDMX, SSP_CDMX, Azcapotzalco_",
1144331796303101952,"revisar, semáforo, miramontes, call, bombas, sólo, pasar, auto, poner, alto, provocar, tráfico, contaminación","C5_CDMX, SSP_CDMX",
1144343588924358656,"cao, tlalpar, tráfico, contaminación","GobCDMX, LaSEMOVI, STE_CDMX",
1144572416594731008,"vehículo, pesado, estacionado, lugar, prohibido, disco, tránsito, vehículo, carga, pesado, violar, rt, av, ángeles, av, sn, pablo, ffcc, col, nva, españa, favor, enviar, unidad, tránsito, conducente","UCS_GCDMX, SSP_CDMX, Azcapotzalco_",
1144617725169479682,"micros, ruta, 14, hacer, base, entrada, metro, periférico, vehiculo, estacionado, banqueta, lugar, prohibido, av, tlahuac, periférico, habra, trafico, avenida","VigimoviCDMX, UCS_GCDMX, Alc_Iztapalapa, LaSEMOVI, Claudiashein",
1144721207767420928,"denuncia, club, américa, prolongación, división, norte, señora, hacer, triple, fila, hacer, cao, trafico",ApoyoVial,
1144983545871421441,"plaza, oasis, crear, problema, movilidad, tráfico, coyoacán, sumado, semáforo, privado, ilegal, permitir, aumento, ambulante, excesivo, ruido, paradero, taxi, quién, poner, orden","LaSEMOVI, Claudiashein, manuelnegretea",
1145014029750087680,"vehículo, pesado, estacionado, lugar, prohibido, disco, tránsito, vehículo, carga, pesado, violar, rt, av, ángeles, av, sn, pablo, ffcc, col, nva, españa, favor, enviar, unidad, tránsito, conducente","UCS_GCDMX, SSP_CDMX, Azcapotzalco_",
1145242432214306817,"local, ubicado, revolución, social, manuel, aguirre, josé, reynoso, música, volumen, alto, además, carpa, medio, calle, obstruir, tránsito",retioDF,
1145320121017229312,"atender, carretera, mexico, toluca, km15, cooperativa, palo, alto, cuajimalpa, morelos, extremo, precaución, pasar, lugar",,"ambulancia, CruzRojaMexicana, accidente, tránsito"
1145370798980358144,"detener, uso, fuego, artificial, todo, ciudad, hoy, colocar, insoportable","Alcaldia_Coy, GobCDMX, LauraHCastillo1, Claudiashein, GuiaCoyoacan","coyoacan, cuetes"
1145527043821469697,"parecer, gustar, selfies, ropa, marca, marcha, mañana, imaginar, gustar, ocasionar, tráfico, contaminación, vandalismo, etc",revistaproceso,
1146079321003569152,"reportar, fuerte, incendio, casa, tláhuac",,Precaución
1146441663583346688,"vehículo, pesado, estacionado, lugar, prohibido, disco, tránsito, vehículo, carga, pesado, violar, rt, av, ángeles, av, sn, pablo, ffcc, col, nva, españa, favor, enviar, unidad, tránsito, conducente","UCS_GCDMX, SSP_CDMX, Azcapotzalco_",
1146449149052641281,"pego, camión, pasar él, alto, placa, conductor, licencia, pasar, ahí, seguir, esperar, tránsito, afuera, nomos, llegar","andreslajous, SSP_CDMX, Mx_Diputados",
1146467234967162880,"tome, precaución, registrar, hecho, tránsito, febrero, frente, parque, industrial, benito, juarez, dirección, cdmx, encontrar, unidad, atender, lugar, maneje, precaución",,ReporteVialQro
1146845420292726784,"extreme, precaución, si, desear, viajar, elemento, bloqueado, caseta, tlalpan, vehículo, ser, desviar, carretera, federal, embargo, reparación, tránsito, lento",PoliciaFedMx,"AlertaVial, CDMX"
1146851970835189761,"vehículo, pesado, estacionado, lugar, prohibido, disco, tránsito, vehículo, carga, pesado, violar, rt, av, ángeles, av, sn, pablo, ffcc, col, nva, españa, favor, enviar, unidad, tránsito, conducente","UCS_GCDMX, SSP_CDMX, Azcapotzalco_",
1147577692402987009,"sólo, tú, ocurrir, hacer, mantenimiento, hora, dejar, camioneta, estacionado, lateral, periférico, carril, alto, altura, gran, sur, tráfico, contaminación","SOBSECDMX, C5_CDMX, OVIALCDMX, UCS_GCDMX, SSP_CDMX",
1147662713981689856,"detonación, pirotecnia, ilegal, fuerte, candelaria, coyoacán, contaminar, ambiente, violentar, vecino, inseguridad, incendiar","SEDEMA_CDMX, Alcaldia_Coy, Claudiashein, CAMegalopolis, Foro_TV, multimediostv, AristeguiOnline",contaminación
1147758738981445632,"fuego, artificial, alguien, saber",CNocheBuenaBJ,
1147902006272679936,"pueblo, candelaria, seguir, pirotecnia, día, contaminación, auditivo, humo, esperar, querer, apoyo, voto, acuerden, apoyar",Alcaldia_Coy,Coyoacan
1148121370229972992,"transitar, san, jeronimo, pueblo, nuevo, alto, magdalena, contreras, encontrar, atendido, ten, cuidado, disminuir, velocidad",,"accidente, tránsito, CruzRojaMexicana"
1148398518878580737,"dia, hoy, realizar, medida, prevención, situación, contingencia, alcaldía, iztapalapa, protección, civil, unidad, iztapalapa, incendio, zona, gracias, apoyo","PCUAMRG, SGIRPC_CDMX",UAM
1149014901496700931,"auto, estacionado, lugar, prohibido, calle, victoria, juarez, revillagigedo, favor, ocasionar, tráfico",UCS_GCDMX,
1149337029408247809,"buen, día, día, ayer, denunciar, taxi, hacer, base, lugar, prohibido, autoridad, favor, hacer, día, hoy, repetir, historia, esquina, av, politécnico, montevideo, gam, entorpecer, tráfico","UCS_GCDMX, LaSEMOVI, fchiguil, OVIALCDMX",
1150146417236807683,"primero, unidad, 650-330, manejar, precaución, provocar, accidente, llevar él, espejo, auto, gris, segundo, unidad, 650-329, solo, ir, chismós, provocar, tráfico, calzado, tlalpan, enfrente, metro, narivitas",VigimoviCDMX,
1150379875594694657,"precaución, reporte, incendio, colonia, náhuat, laguna, mayro, lago, xochimilco",,
1150445167473827840,"día, visitar, reclusorio, oriente, mismo, taxi, tercero, fila, ambulante, tomar, calle, zona, alto, riesgo, solo, policía, tránsito, preventivo","SSP_CDMX, UCS_GCDMX, Alc_Iztapalapa, Claudiashein",
1150898792788459523,"bonito, desmedro, baja, california, monterrey, parado, hacer, reducir, dos, carril, generar, tráfico, contaminación, 4to","SSP_CDMX, Claudiashein, AGUCDMX",
1150937036821413889,"cilindro, naranja, apartar, carril, vialidad, insurgente, 383, colonia, hipódromo, michoacan, campeche, ocasionar, cao, vial, violar, reglamento, tránsito, vialidad, manden, retirar él, denuncia, ciudadano","OVIALCDMX, SSP_CDMX, UCS_GCDMX",
1151683553031327744,"gracias, responder, tema, diario, mañana, tarde, día, tianguis, decir, tránsito, provocar, vivir, avenida, molesto, contaminación, generar, congestionamiento, vehicular","julioc_moreno, LaSEMOVI, UCS_GCDMX, OVIALCDMX",
1152200699855417344,"registra, movilización, servicios, emergencia, av, universidad, periférico, col, chinampas, juarez, incendio, vehículo, informo",Alc_Iztapalapa,Precaución
1152312019464466433,"diario, obstruir, carril, viaducto, miguel, alemán, dar, prioridad, tlalpan, generar, tráfico, periférico, demasiado, contaminación, supervisar","SSP_CDMX, TuAlcaldiaGAM",
1152312155267567619,"diario, obstruir, carril, viaducto, miguel, alemán, dar, prioridad, tlalpan, generar, tráfico, periférico, demasiado, contaminación, supervisar","SSP_CDMX, TuAlcaldiaGAM",
1152667048125837313,"seguir, obstruir, carril, viaducto, miguel, alemán, dar, preferencia, tlalpan, ocasionar, mucho, contaminación, tráfico, periférico, autopista, urbano, norte, diario, último, mes, razón","SSP_CDMX, Alc_Iztapalapa, Claudiashein, UCS_GCDMX, OVIALCDMX, GobCDMX, SeGobCDMX, PGJDF_CDMX, elconsejomx",
1153010446145925122,"favor, enviar, unidad, tránsito, infracción, trailer, rojo, poco, 19aj8c, violar, rt, estacionado, lugar, prohibido, disco, tránsito, vehículo, carga, av, ángeles, av, sn, pablo, ffcc, col, nva, españa, azcapotzalco","UCS_GCDMX, SSP_CDMX, OVIALCDMX",
1153289631082921984,"servicio, emergencia, trabajar, incendio, bodega, col, parque, ecológico, xochimilco, cualquiera, emergencia, solicitar, apoyo, inmediato, través",XochimilcoAl,"Precaución, 911CDMX, C5"
1153290347587473408,"servicio, emergencia, atender, incendio, bodega, col, parque, ecológico, xochimilco","XochimilcoAl, C5_CDMX",Precaución
1153313519015780359,"favor, enviar, unidad, tránsito, infracción, trailer, rojo, poco, 19aj8c, violar, rt, estacionado, lugar, prohibido, disco, tránsito, vehículo, carga, av, ángeles, av, sn, pablo, ffcc, col, nva, españa, azcapotzalco","UCS_GCDMX, SSP_CDMX, OVIALCDMX",
1153323110889771008,"precaución, avenida, revolución, calle, maniobra, reparar, explosión, cable, alto, atención, complicar, circulacion, calle, santa, fe, cruce, avenida",RadioRed,Trafico
1153343043526959105,"tráiler, chocar, automóvil, ejido, alvaro, obregon, noria, carretera, información, inicial, arrojar, persona, fallecido, grave, maneje, precaución, respete, señal, transito",,"CdVictoria-, Tula, Tamaulipas"
