pubID,tokens,mentions,hashtags
1255963327852879877,"traficar, joya, calzado, tlalpan, insurgentes, transitar, favor, contingencia",UCS_GCDMX,
1256210470656229378,"registrar, casa, habitación, colonia, hera, servicio, emergencia, encontrar, brindar, atención, correspondiente",Alc_Iztapalapa,"Precaución, Incendio, 911CDMX, C5"
1256781433919557632,"gente, calle, aglomerado, obstruir, tráfico, marco, 911, denunciar, nadie, contestar, manera, alguien, poder, venir, desplazado",SSC_CDMX,
1256838948397240321,"fiesta, da, candelaria, tomar, pm, solo, patrulla, acercar, fuego, artificial, manipular","ProsocCDMX, FGRMexico, SSC_CDMX, UCS_GCDMX, SSalud_mx, SSPCMexico, CNPC_MX, Notimex, multimediostv","COVID__19, COVID"
1256919852708749313,"santa, cruz, xochitepec, alcaldía, xochimilco, pleno, fase, tres, epidemia, mundial, existir, fuego, artificial, rigor, momento, vivir, edad, medio, siglo, xxi","SSC_CDMX, locatel_mx, XochimilcoAl, C5_CDMX","COVID19mx, QuedateEnCasa, SusanaDistancia"
1257433330980708353,"querer, reportar, calle, ignacio, ramírez, pedro, molestia, colonia, miguel, hidalgo, sección, cerrado, clausurado, cadena, obstruir, libre, tránsito, señora, alcaldesa, patricia, aves, hecho, caso, omiso, poner, trabajar",Claudiashein,
1257790544601899021,"incendio, consumir, torre, cerca, rascacielos, alto, mundo",,"URGENTE, encontrado, RedesSociales, Dubai, Tlalpan, TeVeodf"
1259496711396810753,"precaución, incendio, casa, menos, lesionado, alcaldía, alvaro, obregon, paseo, pregoneros, colonia, castillo, ambulancias, helicóptero, bomberos, lugar",,
1259591040052465673,"aqui, nuevo, solicitar, ayuda, seguir, hacer, sanción, camioneta, estorba, paso, diario, ahí, primero, denuncia, viga, jorge, encino, acabar, ver, pasar, camioneta, tránsito, picante, apoyo","UCS_GCDMX, OVIALCDMX, SSC_CDMX",
1260364367087820802,"favor, manden, policía, transito, quitar, taxista, diario, las7am, dejar, gritar, grosería, maldesir él, alguien, beneficiar, dejar él, ahí, tirar, basura, orina, prohibido, ahi",UCS_GCDMX,
1260505169927852034,"fuerte, incendio, fábrica, estepas, santa, catarina, yecahuizotl, límites, tláhuac, valle, chaleco, laborar, bombero, ambos, entidad, precaución",,
1260510458542522369,"precaución, fuerte, fábrica, estepas, santa, catarina, yecahuizotl, límite, tláhuac, valle, chaleco, laborar, zona",,"incendio, Bomberos"
1260675169691058181,"atender, alvaro, obregon, alto, abarcar, donada, aportación",,"CruzRojaMexicana, accidente, tránsito, ambulancia"
1260753764656480256,"personal, trabajar, incendio, negocio, colonia, central, abastos","Bomberos_CDMX, SSC_CDMX, Alc_Iztapalapa","Precaución, 911CDMX, C5"
1261030821659414528,"precaución, servicio, emergencia, dirigir, colonia, ampliación, gas, alcaldía, azcapotzalco, debido, casa",,incendio
1261380960831979521,"precaución, servicio, emergencia, laborar, colonia, tecolote, alcaldía, alvaro, obregon",,incendio
1261395697745530880,"duda, transito, alto, eje, norte, tramo, economia, santos, dupont, cambia, cuarentena","A_VCarranza, Ssp_transitodf",
1261818352772829185,"oir, intentar, reportar, incendio, teléfono, funcionar, quemar, zona, magdalén, contrera, urgir, ayuda, pulmón, cdmx, rt",CONAFOR,"Dinamos, IncendioForestal"
1262146351309172743,"tráfico, centro, xochimilco, catlogo, levanto, contingencia",XochimilcoAl,
1262189727031033856,"querer, reportar, incendio, pueblo, san, miguel, calco, tlalpan","C5_CDMX, TlalpanAl, Claudiashein",
1262220627672363008,"querer, reportar, incendio, pueblo, san, miguel, calco, tlalpan, dulce21",,
1262255113965637633,"elemento, trabajar, incendio, árbol, colonia, santa, maría, aztahuacan","SSC_CDMX, Bomberos_CDMX, Alc_Iztapalapa","Precaución, 911CDMX, C5"
1262465920452055040,"14, 30, servicio, emergencia, acudir, av, tlahuac, altura, ignacio, zaragoza, incendio, conduzca, precaución",,
1262790130319929346,"así, miguel, ángel, quevedo, unidad, continúar, laborar, zona, trabajar",,"incendio, Tlalpan, emergencia, precaución, bomberos"
1262791631595433984,"cuauhtemoc, deber, existir, permiso, aviso, comunal, fuego, artificial, escuchar, noche, pecho, tierra, parecer, balazo",,
1262836184474177536,"querer, denunciar, diario, mismo, afuera, town, center, rosario, alcaldía, azcapotzalco, base, taxis, permitir, libre, tránsito, calle, rosario, av, aquiles, serdanporfavor, ayuda","OVIALCDMX, LaSEMOVI",
1262862072230170631,"buen, tarde, querer, reportar, incendio, forestal, alcaldía, alvaro, obregon",locatel_mx,
1263150703612170240,"bloqueo, calzado, san, antonio, abad, ambos, cda, fray, servando, teresa, mier, colonia, tránsito, cuh, frente, secretaria, trabajo, fomento, empleo, 150, habitante, xochimilco, solicitar, apoyo, económico, debido, contingencia, covid-19",,
1263233807957835777,"posible, alcaldía, xochimilco, hacer, pleno, contingencia, trabajar, 100, día, contaminar, ambiente, humo, solvent, zona, habitacional, barrio, 18, acuerdo, alcaldía, hagan, reporte, sua-050520369370",,
1263369943707316224,"vecino, vivir, cerca, crematorio, iztapalapa, preocupado, humo, salir, crematorio, hacer, respecto, dejar, contaminación, avance","MuySuFrida, Alc_Iztapalapa, ClaraBrugadaM, Claudiashein, SEDEMA_CDMX, fernandeznorona",
1263619929707671552,"reunión, sospechoso, construcción, terminar, triple, fila, así, moto, ruido, música, problema, tránsito, calle, aquiles, ser, plan, san, luis, dominio, chatarra, ejidos, santa, maría, aztahuacan, iztapalapa, gracias",C5_CDMX,
1264038170167062529,"seguir, contaminación, hora, observar, humo, fuego, chimenea, azcapotzalco, renacimiento, san, isidro","alertasurbanas, CiroGomezL, vidallerenas, SSalud_mx",
1264089651545026560,"entier, noche, fuego, artificial","novalick, C5_CDMX, Alc_Iztapalapa",
1264963261427933185,"precaución, servicio, emergencia, dirigir, colonia, hurón, proa, alcaldía, alvaro, obregon, casa, habitación",,incendio
1265971496092160004,"registrar, incendio, basura, autopista, méxico, puebla, eje, sur, colonia, san, miguel, teotongo, servicios, emergencia, lugar",Alc_Iztapalapa,"Precaución, 911CDMX, C5"
1267919970832396288,"ayuda, semáforo, esquina, tonal, bajío, roma, sur, alcaldía, cuauhtemoc, foco, fundido, bajio, tránsito, vehicular, ir, alto, impactar, tonal, hoy, dos, choque, ciclista, casi, atropellado","locatel_mx, UCS_GCDMX, 5antaMerlina",
1268178566136639490,"vez, taxista, pirata, obstruir, paso, peatonal, vehicular, calle, independencia, tláhuac, col, pueblo, culiacan, base, ilegal, autorizado, solapado, personal, tránsito, retirar, volver, plantar él, corrupción","LaSEMOVI, SSC, UCS_GCDMX",SEMOVI
1268252671636635660,"colonia, miguel, hidalgo, corazón, evacuar, vecino, unidad, habitacional, propagación, evite, zona",,"AlMomento, VIDEO, incendio, Jiutepec, Precaución, Morelos, MorelosAnfitriónDelMundo"
1268253333371961344,"fuerte, incendio, corazón, así, impresionante, imagen, incendio, ocurrido, corazón, ubicado, colonia, miguel, hidalgo",linea_caliente,"JIUTEPEC, PRECAUCIÓN"
1268968125107539968,"ubicado, calle, congo, esq, fray, servando, col, tránsito, alcaldía, cuauhtemoc, hacer, base, contrario, doble, fila, subir, bajar, pasaje, lado, arroyo, vehicular, poner, peligro, peatón, avanzar, alto",,
1269604340408426496,"poder, poner, orden, gente, tirar, fuego, artificial, cuajimalpa, guerrero, parado, hacer, rato, cantidad, tampoco","AlcCuajimalpa, AdrianRubalcava",
1270090842439659521,"poder, ser, posible, pleno, contingencia, obra, eje, trailer, descargar, tierra, generar, cao, tráfico, necesitar, pensar, mejor, estrategia, posible, cometer, tanto, error","Claudiashein, GobCDMX, MetrobusCDMX",
1270437192364519424,"precaución, servicio, emergencia, dirigir, vehículo, tenosique, tesis, colonia, pedregal, san, nicolas, alcaldía, tlalpan",,incendio
1270440361794691079,"buena, tarde, esperar, atiendan, siguiente, queja, vivo, atrás, corporativo, moras, 850, planta, emergencia, llevar, 12, hora, prendido, ruido, ensordecedor, vibración, humo, combustible, afectar, vecino","ContactoCitibmx, Citibanamex, PAOTmx, SEDEMA_CDMX",
1271066569687392256,"incendio, casa, habitación, colonia, palomita, encontrar, trabajar, lugar","Alc_Iztapalapa, Bomberos_CDMX","Precaución, 911CDMX, C5"
1271281934807728128,"explotar, triciclo, fuego, artificial, procesión, muere, persona, tabasco, vía, informativo, méxico",Agencia,
1271282098691887104,"explotar, triciclo, fuego, artificial, procesión, muere, persona, tabasco, vía, informativo, méxico",Agencia,
1271401641510612993,"favor, enviar, unidad, tránsito, infracción, trailer, rojo, poco, 79ak5s, violar, rt, aparcado, lugar, prohibido, disco, tránsito, vehículo, pesado, av, ángeles, 68, av, sn, pablo, ffcc, col, nva, españa, azcapotzalco",UCS_GCDMX,
1271566804335419398,"taxi, pasar, alto, impacto, motociclista, solicitar, apoyo, médico, tránsito, call, vallejocalz, vallejo, hab, prado, vallejo, gustavo, madero, 54170, tlalnepantla, baz, max","C5_CDMX, OVIALCDMX",
1271661205179052033,"atender, niño, heroes, cuautepec, barrio, alto, gustavo, madero, extremo, precaución, pasar, lugar",,"ambulancia, CruzRojaMexicana, accidente, tránsito"
1272901332618358786,"reportar, cruce, eje, call, oaxaqueño, albañil, parar, tráfico, paso, peatonal, idea, cómo, hacer él, ocasionado, 20, accidente","Claudiashein, C5_CDMX, SSC_CDMX, UCS_GCDMX, Alc_Iztapalapa",
1274076253486792709,"poner, atención, esperar, poder, quitar, estorbo, calle, 28, esquina, av, cuitláhuac, delegación, azcapotzalco, colonia, porvenirestán, provocar, tráfico, innecesario, zona, camioneta, estacionado, lugar, prohibido",LaSEMOVI,
1276061382283341827,"atender, av, miguel, cerdo, tejada, cuautepec, barrio, alto, gustavo, madero, extremo, precaución, pasar, lugar",,"CruzRojaMexicana, accidente, tránsito"
1276310171116077056,"querer, reportar, fachada, deterioro, ser, riesgo, tránsito, vehicular, peatonal, calle, josefa, ortiz, dominguez, colonia, calyequita, xochimilco","C5_CDMX, CNPC_MX, XochimilcoAl",
1276344075504025600,"cabo, cañaveral, tampoco, incendio, crematorio, azcapotzalco, san, isidro, renacimiento, mes, contribuir, contaminación, cdmx",,
1276585640998699008,"solicitar, atención, sancionar, automovilista, obstruir, paso, peatonal, banqueta, violar, ley, tránsito, estacionar él, lugar, prohibido, calle, libertad, frente, esq, av, azcapotzalco, alcaldía, azcapotzalco","C5_CDMX, UCS_GCDMX, UCS_GCDMX",9
1277060705775124480,"escuchar, fiesta, cerca, colonia, pradochurubusco, todavía, prohibido, reunión, masivo, escuchar, fuego, artificial, parecer, iztapalapa","UCS_GCDMX, C5_CDMX, Alcaldia_Coy, Alc_Iztapalapa, Claudiashein",
1277547332720930816,"ahora, cuál, razón, tanto, explosión, fuego, artificial, 00am",,Cuajimalpa
1277618697494908930,"precaución, reporte, incendio, alcaldía, miguel, hidalgo, marina, nacional, amp, lago, texcoco",,
1278746231192289280,"poco, madre, solo, carril, insurgente, después, ir, pasar, cerrar, insurgente, generar, tráfico, contaminación",Claudiashein,
1280899703513608192,"manifestación, taxista, autopista, colima-guadalajara, mototaxis, altura, trapiche, cuauhtemoc, tome, precaución",,
1282526775264915456,"paseo, lilas, cooperativa, palo, alto, cuajimalpa, morelos, reportado, recomendar, tener, cuidado, transitar, zona",,"accidente, tránsito, CruzRojaMexicana"
1282833403071602688,"gustar, hacer, denuncia, ciudadano, esquina, 16, septiembre, av, azcapotzalco, varios, taxista, hacer, base, entorpecer, libre, tránsito",LaSEMOVI,
1283202332185034752,"favor, enviar, unidad, tránsito, infracción, camion, bco, rojo, poco, 020dh8, violar, rt, aparcado, lugar, prohibido, disco, tránsito, vehículo, pesado, av, ángeles, av, sn, pablo, ffcc, col, nva, españa, azcapotzalco",UCS_GCDMX,
1283403811374223360,"atender, carreta, fed, mexico-toluca, cooperativa, palo, alto, cuajimalpa, morelos, extremo, precaución, pasar, lugar",,"ambulancia, CruzRojaMexicana, accidente, tránsito"
1283435406852333568,"incendio, casa, habitación, colonia, dr, alfonso, ortiz, tirado",Alc_Iztapalapa,"Precaución, 911CDMX, C5"
1283441494653833216,"personal, trabajar, incendio, casa, habitación, colonia, dr, alfonso, ortiz, tirado","Bomberos_CDMX, SSC_CDMX, Alc_Iztapalapa","Precaución, 911CDMX, C5"
1283480874655387648,"accidente, avenida, alvaro, obregon, miguel, hidalgo, colonia, centro, intervenir, aseguradora, persona, lesionado, apoyar, policía, tránsito, estatal",bonilla_eddy,"Precaución, Chetumal"
1284123806513037313,"generar, tráfico, contaminación, decir, buen, idea, hacer, insurgente, siempre, hacer, cosa, pensar, básicamente, pata",Claudiashein,SoloEnMéxico
1284212180200587266,"hacer, mes, reporte, micro, estacionado, ahora, reparar, generar, ruido, grito, humo, ir, realizar, respecto, ruido, reparación, banqueta, escándalo, noche, reúnir, tipo","UCS_GCDMX, SSC_CDMX, VigimoviCDMX, Alc_Iztapalapa, Claudiashein, ClaraBrugadaM, su_cdmx",TransitoGCDMX
1284293034839085056,"precaución, incendio, periférico, viaducto, tlalpan, bomberos, laborar",,
1285309003338309639,"buena, tarde, cuál, razón, cerrar, acceso, churubusco, hacia, calzada, tlalpan, demasiado, tráfico, ende, mucho, contaminación, pandemia",OVIALCDMX,
1285341221028802564,"accidente, transito, esquina, san, lucas, japonica, col, recrear, delegación, azcapotzalco, presento, unidad, tránsito, solo, mover, unidad, pidar, documentacion, pecera, pasar, alto","UCS_GCDMX, LaSEMOVI, JerrxG13",
1285445765461139457,"dirección, cedro, cuautepec, barrio, alto, gustavo, madero, vehículo, atender, evitar, vialidad",,"CruzRojaMexicana, accidente, tránsito"
1285569565938900992,"persistir, fuga, agua, carril, central, calzada, tlalpan, altura, general, anaya, registrar, intenso, tránsito, video","MetroCDMX, Nueva_Nota_Roja",PRECAUCIÓN
1286505292398723072,"buena, noche, ir, dos, día, consecutivo, calle, recreo, percibir, fuerte, olor, hierba, quemado, además, percepción, humo, ambiente, quién, poder, reportar, situación",SEDEMA_CDMX,Azcapotzalco
1286676497021902848,"buen, día, querer, hacer, denuncia, calle, fernando, alva, ixtlixochitl, colonia, tránsito, alcaldía, cuauhtemoc, franelero, obstruir, entrada, número, 191, querer, mover, carro, pedir, buen, manera, muevan",SSPCMexico,
1287002993045512193,"tráfico, altura, estadio, cuauhtemoc, amazon, circule, precaución",,"LaRedCincoRadio, RedVial"
1287042780217446400,"representante, secretaria, escribir, solicitar él, seguir, reducir, carril, vía, primario, dar, cuenta, generar, tránsito, contaminación, cómo, ejemplo, ampliación, camellón, ermita, iztapalapa, esq, eje, eje, generar, tránsito","SOBSECDMX, LaSEMOVI, MetroCDMX",
1287474781277892610,"buena, tarde, momento, solo, registrar, tránsito, zona, incidente, registrado, plaza, cobro, tlalpan, maneje, precaución",PaoFigueroa,
1288226825856901120,"precaución, cerrado, incendio, entrada, caseta, tlalpan, dirección, ciudad, méxico",,
1288282213306564608,"fiesta, patronal, dar, chiflado, momento, fuego, artificial, san, lorenzo, atemoaya, invitado",Claudiashein,"NuevaNormalidad, 4T, CDMX, Xochimilco, SemaforoNaranja"
1288617350359465984,"registrar, encharcamiento, av, nacional, altura, ciudad, cuauhtemoc, manejar, precaución, tránsito, vehicular, lento",,Ecatepec
1288941977908715521,"precaución, incendio, vehículo, cuajimalpa, calle, buen, vecino, esquina, amistad",,
1289040033069096960,"deber, evitar, crear, trafico, avenida, azcapotzalco, ser, entrada, principal, centro, mercado, iglesia, jardín, principal, pues, sólo, creer, contaminación, automóvil, atorado, vez, 20, minuto, cruzar, ahora, ciclovía, desastre",AzcapotzalcoMx,
1289283001105301504,"precaución, incendio, vehiculo, av, nogal, pte, ote, cruce, munich, col, cuauhtemoc, municipio, san, nicolas, auxiliado, sitio","Cicmty, RAMOSGPE75",PCBSN
1289634972567920640,"informar, daño, guardería, 26, tras, conato, incendio, edificio, contiguo, instalación, área, conservación, instituto, personal, alcaldía, cuauhtemoc, realizar, recorrido, reportar, ninguno, afectación",,"IMSSCdMxNorte, IMSS, ProtecciónCivil"
1289874123099787266,"dirección, venustiano, carranza, cuautepec, barrio, alto, gustavo, madero, vehículo, atender, evitar, vialidad",,"CruzRojaMexicana, accidente, tránsito"
1289890698448306176,"atender, venustiano, carranza, cuautepec, barrio, alto, gustavo, madero, donado, aportación",,"CruzRojaMexicana, accidente, tránsito, ambulancia"
1290278824194658310,"iniciar, domingo, 02, agosto, carpeta, investigación, delito, lesión, tránsito, vehicular, acuerdo, dicho, denuncia, hecho, registrar, cruce, calles, horacio, lamartine, colonia, polanco, alcaldía, miguel, hidalgo",,FGJCDMX
1290399327395950592,"secretaría, seguridad, pública, tránsito, benito, juarez, reportar, denuncia, ciudadano, menos, tres, fiesta, cada, fin, semana, intervenir, evitar, propagación, covid, 90, fm, 17, 30",,HoyEnImagen
1290559957759336449,"servicio, emergencia, trabajar, incendio, bodega, colonia, zona, urbana, santa, martha, acatitla",Alc_Iztapalapa,"Precaución, 911CDMX, C5"
1290686611554889728,"buen, día, alfredo, respuesta, denuncia, vía, twitter, personal, acudir, av, cuauhtemoc, frente, col, narvarte, realizar, acción, conforme, reglamento, tránsito","alfrodou, PoderAG_BJ, BJAlcaldia, velocipedocdmx, NarvarteVecinos, BJAlcaldia","TránsitoCDMX, 727"
1290746600705458176,"impresionante, primero, segundo, explosión, decir, bodega, fuego, artificial, querer, engaña",,"Libano, Beirut"
1290805943224197121,"vecino, colonia, joya, desacuerdo, modificación, incorporación, calzada, tlalpan, tezoquipa, tráfico, ruido, caos, zona, residencial, atención, dirección, infraestructura, vial",,"Claudiashein, patiaceves"
1291146604804599808,"reportar, incendio, mercado, emirato, árabe, unidos, incendio, desatar, miércoles, mercado, amar, emirato, árabe, unidos, hospital, desalojado, precaución, vía, eluniversal",,
1291428443125686273,"dar, color, naranja, fiesta, hoy, am, continua, hora, 12, 30, pm, fuego, artificial, deber, prohibir","Alc_Iztapalapa, GobCDMX, Claudiashein",
1291497726211952640,"dejo, engañar, solución, sementera, único, causar, tráfico, contaminación, muerte, retén, genocidio, xochimilco",claudiashein,YoProtejoElHumedal
1291724906959437824,"porfavor, necesitar, ayuda, denunciar, todo, mañana, camión, repartidor, hacer, trafico, horrible, calle, 11","Alc_Iztapalapa, GobCDMX, BonafontMexico",
1291737923809837057,"personal, trabajar, incendio, basura, av, guelatao, norte, sebastian, barrilete, colonia, santa, maría, aztahuacan","SSC_CDMX, Bomberos_CDMX, Alc_Iztapalapa","Precaución, 911CDMX, C5"
1291912076588441601,"juventino, rosas, cuautepec, barrio, alto, gustavo, madero, reportado, recomendar, tener, cuidado, transitar, zona",,"accidente, tránsito, CruzRojaMexicana"
1291913033112064002,"auto, doble, fila, señalamiento, prohibido, estacionar él, además, sub, secretaria, control, tránsito, apartar, lugar, compañeros, av, ermita, iztapalapa, altura, metro, constitución",UCS_GCDMX,
1291954934687117312,"denunciar, ruido, excesivo, todo, ls, noche, tráfico, entrante, calle, ferrocarril, cuernavaca, colonia, flor, maría, alcaldía, alvaro, obregon, ciudad, méxico",C5_CDMX,
1292275343450046464,"denuncia, ciudadano, habitante, denuncia, automovilista, realizar, derrapones, avenida, copan, supermanzanas, 15, 18pide, ayuda, seguridad, pública, tránsito, tránsito, benito, juarez",,
1292427454938861568,"incendio, colonia, barrio, santiago, servicios, emergencia, trabajar, lugar",Alc_Tlahuac,"Precaución, 911CDMX, C5"
1292428815285858305,"incendio, colonia, barrio, santiago, servicios, emergencia, trabajar, lugar",Alc_Tlahuac,"Precaución, 911CDMX, C5"
1292819641056755712,"buen, día, querer, reportar, cruce, rol, división, norte, san, bernardino, xochimilco, volver, dejar él, control, semáforo, inepto, policía, méxico, provocar, tránsito",OVIALCDMX,
1293002320956076034,"día, sub, secretaria, control, tránsito, apartar, lugar, tambo, prohibido, auto, circular, placa, estacionado, lugar, prohibidocalzada, ermita, iztapalapa, esquina, anillo, periférico, canal, garay, alcaldía, iztapalapa, 09830",UCS_GCDMX,
1293269411273551872,"cansar, reportar, aquí, montón, auto, estacionado, carril, bus, bici, gente, descaro, estacionar él, doble, fila, después, decir, si, poner, metrobús, ir, quitar, carril, ir, hacer, trafico","UCS_GCDMX, OVIALCDMX, jeferadar",
1293318651043610631,"querer, denunciar, miravalle, 17b, roma, nte, cuauhtemoc, 06700, cdmx, fijado, poste, atornillado, suelo, entender, ley, cultura, cívico, reglamento, tránsito, prohíbir, elemento, banqueta, ccp","UCS_GCDMX, LaZarandaDf, AlcCuauhtemocMx",
1293740106143223809,"dónde, poder, denunciar, cierre, calle, cadena, impedir, libre, tránsito, usar, encierro, microbús, iztapalapa",PAOTmx,
1293953515908366336,"gracias, peritoneo, tránsito, coyoacán, colonia, alto, índice, covid19","OHarfuch, OVIALCDMX, Claudiashein, CulhuacanCTM, ZodesNoCoy",
1294020978113224705,"querer, reportar, nuevamente, puesto, verdura, instalar, calle, cuauhtemoc, esq, abasto, pueblo, trepar, cp, 16020, alcaldía, xochimilco, causar, problema, tránsito, servicio, xochiwatt, porquería","XochimilcoAl, Claudiashein, SSC_CDMX, OVIALCDMX",
1294644849937985537,"manden, policía, tránsito, infracción, vehículo, estacionado, lugar, prohibido","UCS_GCDMX, OVIALCDMX, pigavila, Airwolf1973, JerrxG13, SSC_CDMX, GN_MEXICO_",
1294736565764157440,"15, 41, personal, acudir, vicente, guerrero, av, josé, maría, morelos, calle, pino, alcaldía, xochimilco, retiro, vehículo, estacionamiento, prohibido",,"Tránsito, SSC, MovilidadCDMX"
1294797174857924614,"oasis, residencial, azcapotzalco, fuego, artificial, protocolo, seguridad, vigilancia, arriba, ciento, condominio, residencial","claudialuz21, caspoliciadf, GobCDMX, CNPC_MX, PC_PGJ_CDMX, AzcapotzalcoMx",
1295011447727099910,"camioneta, seguritec, arriba, banqueta, estirar, paso, peatonal, importar, reglamento, tránsito, esq, eje, central, lazaro, cardenas, ahorro, postal, col, miguel, alemán, benito, juarez, alto, tropelías","SeguritecMX, LaSEMOVI, SeGobCDMX",
1295337067032072192,"servicio, emergencia, atender, casa, habitación, colonia, 2da, ampl, santiago, acahualtepec",Alc_Iztapalapa,"Precaución, Incendio, 911CDMX, C5"
1295419444873715712,"buen, día, querer, reportar, cierre, circulación, particular, negar, libre, tránsito, vía, público, delegación, tlahuac",UCS_GCDMX,
1295940084747968512,"semáforo, encontrar, esquina, benito, juarez, leona, vicario, tarde, cada, cambio, luz, cerca, minuto, generar, muchísima, contaminación, vehículo, parado, encendido, ojalá, poder, corregir, dar, fluidez, trafico",GabyGamboa_S,
1296425472541241347,"manejar, precaución, presentar, llovizna, ligero, zona, centro, cdmx",,Trafico
1296531149397917696,"callar, demá, ok, menos, tráfico, hrs, smog, contaminación, basura, nivel, dios, todo, calle, sobrepoblación, inseguridad, nivel, iztapalapa, 24, aire, libre, sonido, fiesta, cerrar, calle",,TlaxcalaSíExiste
1296576082741792768,"puente, humedal, amenazar, acentuar, efecto, barrera, disminución, humedad, aumento, temperatura, contaminación, ambiental, visual, ruido, tráfico, vehicular","Claudiashein, mroblesg","Cuemanco, Xochimilco, Periferico, YoProtejoElHumedal"
1296638997133840388,"precaución, reportar, cuajimalpa, loma, vistahermosa, amp, loma, palma",,incendio
1296898617278468096,"personal, acudir, av, josé, maría, rico, av, méxico, coyoacán, col, valle, centro, infracción, vehículo, estacionado, lugar, prohibido, liberación, vialidad, atención","BJAlcaldia, AbbeyKingsley","Tránsito, SSC, MovilidadCDMX"
1297368034797969408,"precaución, calle, recalco, colonia, acopio, cuajimalpa, reportar, incendio, domicilio",,
1297551412834910209,"estimado, vecino, estacionar, batería, prohibido, reglamento, tránsito, cdmx, saludo","Deloera71065335, Alc_Iztapalapa, migueldelatorrr, ClaraBrugadaM",
1297585211425742851,"12, 23, policía, realizar, recorrido, ciclovía, avenida, insurgentes, avenida, alvaro, obregon, viaducto, miguel, alemán, fin, evitar, estacionamiento, prohibido, invitar, conductor, cometer, falta, reglamento, tránsito",,TránsitoCDMX
1298201297552695296,"buen, día, generado, acción, policía, tránsito, agilizar, movilidad, vía","Denuncia_Vca, IztacalcoAl, Alc_Iztapalapa, Claudiashein, ALDFmorena, Edomex, Denuncia_Vca",
1298289627086958592,"ciudadano, respetar, utilizar, estacionamiento, exclusivo, persona, discapacidad, suceder, plaza, hollywood, pedir, autoridad, hacer él, cargo, situación, ayuntamiento, benito, juarez, tránsito, benito, juarez",,Cancún
1298952814354460673,"tráfico, periférico, oriente, canal, san, juan, avenida, xochimilco, dirección, call, ignacio, zaragoza, casi40, minuto, tramo, vehículo, estacionado","UCS_GCDMX, Claudiashein, SS_Edomex, IztacalcoAl, Alc_Iztapalapa, Edomex, locatel_mx, lopezobrador_",TransitoCDMX
1299021974811955200,"felicito, andres, dar él, millón, ciclista, ciudad, espacio, circulación, provocar, él, trafico, brutal, contaminación, grave, ademas, gran, pérdida, tiempo, reduccion, carril, desconocer, funcionamiento, ciudad","LaSEMOVI, andreslajous, Alc_Tlahuac",
1299024173231210497,"hacer, andr, detener, circulación, taxi, pirata, placa, hacer, mas, 10, año, delinqueir, abusar, pasajero, deberias, poner, atencion, crear, ciclista, pasar, tablero, provocar, trafico, contaminación, servir, andres","LaSEMOVI, andreslajous, Alc_Tlahuac",
1299028288740892672,"ciclista, corazon, rodar, varios, amigo, cada, semana, abrir, vialidad, bicicleta, pasar, ninguno, provocar, trafico, contaminacion, verdadero, tontería, digno, gente, andres, saber, ciudad","LaSEMOVI, andreslajous, Alc_Tlahuac",
1299212047276670976,"tornar, fuego, artificial, gran, escala, siguiente, ubicación, parroquia, san, andrés, apóstol, luis, francisco, regret, san, andrés, tomar, alcaldia, iztapalapa, prohibido, ley, cultura, cívico, favor, atiendan",UCS_GCDMX,
1299376811965513730,"hola, recordar, nota, segundos, pisos, supervisar, vías, express, méxico, contaminación, tráfico, publicado, nexo, hacer, subrayado, ver, tanto, familiar, sonar, propio, opinión, xochimilco",ElNahual,YoPrefieroElHumedal
1299398882481373192,"día, reportar, autoridad, tolerar, creer, poder, arreglo, dar, mercado, autoridad, aplicar, ley, igual, camellón, puesto, evitar, libre, transito, permitido, reglamento","Denuncia_Vca, IztacalcoAl, Alc_Iztapalapa, UCS_GCDMX",
1299446460463939590,"precaución, av, niños, héroes, cruzar, benito, juarez",,VilladeAlvarez
1299515189168164864,"alguien, saber, dónde, fuego, artificial, escuchar, zona, estadio, azteca, huipulco, centro, tlalpan, suspender, fiesta, patronal","TlalpanVecinos, EnCoapa_",
1299711508746776579,"mal, planeado, ciclovía, ahí, generar, cao, vial, benito, juarez, alvaro, obregon, generar, contaminación, tráfico, ocasionar, si, si, cargar, auto, pesado",BicireporteraDF,
1299711990743658498,"mal, planeado, ciclovía, ahí, generar, cao, vial, benito, juarez, alvaro, obregon, generar, contaminación, tráfico, ocasionar, si, cargar, auto, pesado, ahora, mas","jamonarosas, LaSEMOVI",
1299958822178557954,"mucho, precaución, avs, iztapalapa, pésimo, tránsito, pesado, tráiler, carguero","fer_maggotalv, Sandoval__24, miguelonch23, lizzascencio_hd, kulte28, YONOFUI",
1300111886621450241,"buen, dia, nuevamente, solicitar, apoyo, multar, liberar, calle, resina, canela, azafrán, col, granjas, méxico, iztacalco, franeleros, estacionar, auto, lugar, prohibido, además, causar, tráfico, intenso","OVIALCDMX, UCS_GCDMX",
1300480276640993280,"carro, estacionado, lugar, prohibido, estirar, tránsito, paso, peatonal, calle, buen, tono, delicia, col, centro, alcaldía, cuauhtemoc","OVIALCDMX, AlcCuauhtemocMx",
1300532185770975232,"mariquita, sanchez, manuela, saenz, ambos, alcaldía, coyoacán, auto, bloquear, carril, disponible, tiempo, único, ocasionar, quitar, vuelta, izquierdo, tráfico, mas, contaminación, enfermedad, corto, plazo",,
