dateID,pubDate,pubYear,pubMonth,pubDay,pubHour,pubMinute
d512,2019-08-30 15:47:33,2019,8,30,15,47
d513,2019-08-30 18:03:14,2019,8,30,18,3
d514,2019-08-30 18:36:45,2019,8,30,18,36
d515,2019-08-31 13:41:24,2019,8,31,13,41
d516,2019-08-31 14:07:09,2019,8,31,14,7
d517,2019-08-31 14:34:47,2019,8,31,14,34
d518,2019-08-31 17:28:20,2019,8,31,17,28
d519,2019-08-31 19:44:44,2019,8,31,19,44
d520,2019-09-01 02:40:29,2019,9,1,2,40
d521,2019-09-01 13:41:05,2019,9,1,13,41
d522,2019-09-02 07:57:00,2019,9,2,7,57
d523,2019-09-03 01:55:57,2019,9,3,1,55
d524,2019-09-04 10:24:13,2019,9,4,10,24
d525,2019-09-05 06:20:13,2019,9,5,6,20
d526,2019-09-05 07:18:57,2019,9,5,7,18
d527,2019-09-05 13:52:01,2019,9,5,13,52
d528,2019-09-05 17:27:40,2019,9,5,17,27
d529,2019-09-06 08:01:27,2019,9,6,8,1
d530,2019-09-08 11:42:05,2019,9,8,11,42
d531,2019-09-08 14:25:21,2019,9,8,14,25
d532,2019-09-09 07:30:49,2019,9,9,7,30
d533,2019-09-09 11:09:24,2019,9,9,11,9
d534,2019-09-10 21:11:19,2019,9,10,21,11
d535,2019-09-11 15:50:38,2019,9,11,15,50
d536,2019-09-12 16:26:19,2019,9,12,16,26
d537,2019-09-12 16:38:38,2019,9,12,16,38
d538,2019-09-12 22:23:23,2019,9,12,22,23
d539,2019-09-12 22:45:56,2019,9,12,22,45
d540,2019-09-13 06:20:08,2019,9,13,6,20
d541,2019-09-13 09:24:19,2019,9,13,9,24
d542,2019-09-14 15:30:12,2019,9,14,15,30
d543,2019-09-15 22:38:39,2019,9,15,22,38
d544,2019-09-15 22:46:29,2019,9,15,22,46
d545,2019-09-15 23:12:52,2019,9,15,23,12
d546,2019-09-15 23:26:29,2019,9,15,23,26
d547,2019-09-16 15:11:37,2019,9,16,15,11
d548,2019-09-16 19:16:18,2019,9,16,19,16
d549,2019-09-16 19:48:11,2019,9,16,19,48
d550,2019-09-16 20:43:49,2019,9,16,20,43
d551,2019-09-16 21:14:04,2019,9,16,21,14
d552,2019-09-17 07:54:50,2019,9,17,7,54
d553,2019-09-17 10:51:57,2019,9,17,10,51
d554,2019-09-18 10:46:13,2019,9,18,10,46
d555,2019-09-18 12:35:53,2019,9,18,12,35
d556,2019-09-18 12:40:34,2019,9,18,12,40
d557,2019-09-18 16:11:45,2019,9,18,16,11
d558,2019-09-18 20:25:45,2019,9,18,20,25
d559,2019-09-19 10:30:08,2019,9,19,10,30
d560,2019-09-19 11:41:09,2019,9,19,11,41
d561,2019-09-19 11:52:58,2019,9,19,11,52
d562,2019-09-19 22:18:22,2019,9,19,22,18
d563,2019-09-19 23:12:21,2019,9,19,23,12
d564,2019-09-20 06:33:31,2019,9,20,6,33
d565,2019-09-22 13:47:26,2019,9,22,13,47
d566,2019-09-23 13:29:49,2019,9,23,13,29
d567,2019-09-24 12:00:41,2019,9,24,12,0
d568,2019-09-25 07:24:22,2019,9,25,7,24
d569,2019-09-26 13:49:35,2019,9,26,13,49
d570,2019-09-27 12:45:37,2019,9,27,12,45
d571,2019-09-27 19:03:32,2019,9,27,19,3
d572,2019-09-28 10:04:55,2019,9,28,10,4
d573,2019-09-28 18:10:25,2019,9,28,18,10
d574,2019-09-28 18:48:11,2019,9,28,18,48
d575,2019-09-28 18:49:26,2019,9,28,18,49
d576,2019-09-29 00:15:00,2019,9,29,0,15
d577,2019-09-29 11:36:04,2019,9,29,11,36
d578,2019-09-29 17:35:45,2019,9,29,17,35
d579,2019-09-29 19:57:02,2019,9,29,19,57
d580,2019-09-30 15:04:56,2019,9,30,15,4
d581,2019-10-01 12:02:57,2019,10,1,12,2
d582,2019-10-01 13:21:50,2019,10,1,13,21
d583,2019-10-01 19:01:08,2019,10,1,19,1
d584,2019-10-03 08:03:14,2019,10,3,8,3
d585,2019-10-03 19:28:14,2019,10,3,19,28
d586,2019-10-04 14:58:38,2019,10,4,14,58
d587,2019-10-06 22:21:58,2019,10,6,22,21
d588,2019-10-08 21:05:55,2019,10,8,21,5
d589,2019-10-12 11:13:32,2019,10,12,11,13
d590,2019-10-14 09:18:41,2019,10,14,9,18
d591,2019-10-15 13:14:22,2019,10,15,13,14
d592,2019-10-15 18:15:37,2019,10,15,18,15
d593,2019-10-16 15:25:27,2019,10,16,15,25
d594,2019-10-17 00:07:44,2019,10,17,0,7
d595,2019-10-17 09:25:08,2019,10,17,9,25
d596,2019-10-18 08:48:53,2019,10,18,8,48
d597,2019-10-18 19:39:05,2019,10,18,19,39
d598,2019-10-20 11:08:28,2019,10,20,11,8
d599,2019-10-20 18:11:24,2019,10,20,18,11
d600,2019-10-20 18:31:28,2019,10,20,18,31
d601,2019-10-21 09:20:45,2019,10,21,9,20
d602,2019-10-21 09:21:25,2019,10,21,9,21
d603,2019-10-21 14:48:05,2019,10,21,14,48
d604,2019-10-21 17:10:04,2019,10,21,17,10
d605,2019-10-21 20:56:24,2019,10,21,20,56
d606,2019-10-21 21:02:44,2019,10,21,21,2
d607,2019-10-21 22:02:36,2019,10,21,22,2
d608,2019-10-22 08:56:01,2019,10,22,8,56
d609,2019-10-22 23:57:14,2019,10,22,23,57
d610,2019-10-23 07:42:54,2019,10,23,7,42
d611,2019-10-23 08:37:57,2019,10,23,8,37
d612,2019-10-23 11:30:27,2019,10,23,11,30
d613,2019-10-23 12:13:29,2019,10,23,12,13
d614,2019-10-24 07:16:32,2019,10,24,7,16
d615,2019-10-24 16:50:28,2019,10,24,16,50
d616,2019-10-25 10:25:14,2019,10,25,10,25
d617,2019-10-26 10:42:18,2019,10,26,10,42
d618,2019-10-27 11:12:43,2019,10,27,11,12
d619,2019-10-28 05:41:30,2019,10,28,5,41
d620,2019-10-28 17:08:15,2019,10,28,17,8
d621,2019-10-28 18:49:03,2019,10,28,18,49
d622,2019-10-29 19:31:23,2019,10,29,19,31
d623,2019-10-30 11:33:50,2019,10,30,11,33
d624,2019-10-30 13:48:59,2019,10,30,13,48
d625,2019-10-30 14:30:49,2019,10,30,14,30
d626,2019-10-30 15:30:46,2019,10,30,15,30
d627,2019-11-01 00:01:57,2019,11,1,0,1
d628,2019-11-01 00:25:45,2019,11,1,0,25
d629,2019-11-01 01:59:23,2019,11,1,1,59
d630,2019-11-01 09:56:36,2019,11,1,9,56
d631,2019-11-01 11:36:32,2019,11,1,11,36
d632,2019-11-01 11:55:08,2019,11,1,11,55
d633,2019-11-01 13:36:34,2019,11,1,13,36
d634,2019-11-03 14:03:17,2019,11,3,14,3
d635,2019-11-04 09:46:32,2019,11,4,9,46
d636,2019-11-04 14:19:51,2019,11,4,14,19
d637,2019-11-04 17:47:04,2019,11,4,17,47
d638,2019-11-05 13:58:05,2019,11,5,13,58
d639,2019-11-05 20:03:45,2019,11,5,20,3
d640,2019-11-05 20:53:14,2019,11,5,20,53
d641,2019-11-06 11:12:35,2019,11,6,11,12
d642,2019-11-06 11:14:21,2019,11,6,11,14
d643,2019-11-06 15:50:45,2019,11,6,15,50
d644,2019-11-07 13:42:13,2019,11,7,13,42
d645,2019-11-07 18:28:17,2019,11,7,18,28
d646,2019-11-08 16:51:43,2019,11,8,16,51
d647,2019-11-09 08:46:20,2019,11,9,8,46
d648,2019-11-09 19:51:47,2019,11,9,19,51
d649,2019-11-10 02:23:49,2019,11,10,2,23
d650,2019-11-10 03:58:02,2019,11,10,3,58
d651,2019-11-10 05:58:19,2019,11,10,5,58
d652,2019-11-10 06:45:10,2019,11,10,6,45
d653,2019-11-11 10:19:55,2019,11,11,10,19
d654,2019-11-11 18:23:30,2019,11,11,18,23
d655,2019-11-13 08:40:17,2019,11,13,8,40
d656,2019-11-13 08:40:25,2019,11,13,8,40
d657,2019-11-13 08:40:32,2019,11,13,8,40
d658,2019-11-13 08:40:44,2019,11,13,8,40
d659,2019-11-13 08:41:03,2019,11,13,8,41
d660,2019-11-13 08:41:14,2019,11,13,8,41
d661,2019-11-13 08:41:26,2019,11,13,8,41
d662,2019-11-13 08:41:37,2019,11,13,8,41
d663,2019-11-13 08:41:56,2019,11,13,8,41
d664,2019-11-13 08:42:09,2019,11,13,8,42
d665,2019-11-13 08:42:23,2019,11,13,8,42
d666,2019-11-13 09:03:54,2019,11,13,9,3
d667,2019-11-15 11:51:16,2019,11,15,11,51
d668,2019-11-15 21:27:41,2019,11,15,21,27
d669,2019-11-17 07:14:53,2019,11,17,7,14
d670,2019-11-17 18:18:40,2019,11,17,18,18
d671,2019-11-18 17:10:53,2019,11,18,17,10
d672,2019-11-19 14:20:08,2019,11,19,14,20
d673,2019-11-19 15:34:58,2019,11,19,15,34
d674,2019-11-19 19:59:21,2019,11,19,19,59
d675,2019-11-19 21:39:09,2019,11,19,21,39
d676,2019-11-20 15:12:18,2019,11,20,15,12
d677,2019-11-21 02:19:14,2019,11,21,2,19
d678,2019-11-21 07:18:46,2019,11,21,7,18
d679,2019-11-21 14:23:18,2019,11,21,14,23
d680,2019-11-21 15:18:14,2019,11,21,15,18
d681,2019-11-22 08:23:13,2019,11,22,8,23
d682,2019-11-22 13:02:52,2019,11,22,13,2
d683,2019-11-22 17:44:19,2019,11,22,17,44
d684,2019-11-22 17:53:27,2019,11,22,17,53
d685,2019-11-22 19:03:14,2019,11,22,19,3
d686,2019-11-22 19:54:03,2019,11,22,19,54
d687,2019-11-22 20:51:05,2019,11,22,20,51
d688,2019-11-22 20:54:04,2019,11,22,20,54
d689,2019-11-23 06:49:13,2019,11,23,6,49
d690,2019-11-23 12:50:28,2019,11,23,12,50
d691,2019-11-23 22:56:20,2019,11,23,22,56
d692,2019-11-25 08:45:22,2019,11,25,8,45
d693,2019-11-25 09:54:07,2019,11,25,9,54
d694,2019-11-25 16:32:26,2019,11,25,16,32
d695,2019-11-25 16:33:20,2019,11,25,16,33
d696,2019-11-25 18:35:05,2019,11,25,18,35
d697,2019-11-25 20:51:15,2019,11,25,20,51
d698,2019-11-26 20:55:12,2019,11,26,20,55
d699,2019-11-27 00:44:46,2019,11,27,0,44
d700,2019-11-28 09:40:05,2019,11,28,9,40
d701,2019-11-29 08:26:27,2019,11,29,8,26
d702,2019-11-29 17:47:16,2019,11,29,17,47
d703,2019-11-30 09:10:27,2019,11,30,9,10
d704,2019-11-30 19:14:42,2019,11,30,19,14
d705,2019-11-30 20:19:18,2019,11,30,20,19
d706,2019-12-02 15:42:40,2019,12,2,15,42
d707,2019-12-03 17:40:14,2019,12,3,17,40
d708,2019-12-03 17:44:24,2019,12,3,17,44
d709,2019-12-04 17:12:47,2019,12,4,17,12
d710,2019-12-05 14:35:32,2019,12,5,14,35
d711,2019-12-05 16:38:49,2019,12,5,16,38
d712,2019-12-06 10:37:37,2019,12,6,10,37
d713,2019-12-06 22:40:24,2019,12,6,22,40
d714,2019-12-07 20:12:51,2019,12,7,20,12
d715,2019-12-08 02:51:44,2019,12,8,2,51
d716,2019-12-08 09:14:18,2019,12,8,9,14
d717,2019-12-08 10:11:36,2019,12,8,10,11
d718,2019-12-08 10:21:48,2019,12,8,10,21
d719,2019-12-08 13:43:10,2019,12,8,13,43
d720,2019-12-08 20:46:07,2019,12,8,20,46
d721,2019-12-09 00:38:03,2019,12,9,0,38
d722,2019-12-09 06:50:03,2019,12,9,6,50
d723,2019-12-09 18:12:32,2019,12,9,18,12
d724,2019-12-10 13:11:57,2019,12,10,13,11
d725,2019-12-11 11:59:17,2019,12,11,11,59
d726,2019-12-11 13:56:19,2019,12,11,13,56
d727,2019-12-11 15:48:35,2019,12,11,15,48
d728,2019-12-12 12:07:08,2019,12,12,12,7
d729,2019-12-12 18:57:41,2019,12,12,18,57
d730,2019-12-16 08:37:02,2019,12,16,8,37
d731,2019-12-16 09:54:15,2019,12,16,9,54
d732,2019-12-16 12:44:54,2019,12,16,12,44
d733,2019-12-16 18:11:29,2019,12,16,18,11
d734,2019-12-16 21:52:32,2019,12,16,21,52
d735,2019-12-17 11:54:37,2019,12,17,11,54
d736,2019-12-17 15:43:53,2019,12,17,15,43
d737,2019-12-17 17:10:32,2019,12,17,17,10
d738,2019-12-17 17:16:08,2019,12,17,17,16
d739,2019-12-18 10:04:31,2019,12,18,10,4
d740,2019-12-19 09:41:33,2019,12,19,9,41
d741,2019-12-19 11:51:09,2019,12,19,11,51
d742,2019-12-19 12:09:10,2019,12,19,12,9
d743,2019-12-19 15:52:50,2019,12,19,15,52
d744,2019-12-19 17:46:52,2019,12,19,17,46
d745,2019-12-19 19:01:13,2019,12,19,19,1
d746,2019-12-19 19:27:25,2019,12,19,19,27
d747,2019-12-19 20:00:15,2019,12,19,20,0
d748,2019-12-20 15:07:36,2019,12,20,15,7
d749,2019-12-20 16:15:59,2019,12,20,16,15
d750,2019-12-20 16:17:16,2019,12,20,16,17
d751,2019-12-21 14:10:57,2019,12,21,14,10
d752,2019-12-21 14:54:01,2019,12,21,14,54
d753,2019-12-21 22:28:11,2019,12,21,22,28
d754,2019-12-22 02:00:50,2019,12,22,2,0
d755,2019-12-23 12:14:49,2019,12,23,12,14
d756,2019-12-23 16:46:48,2019,12,23,16,46
d757,2019-12-24 11:31:15,2019,12,24,11,31
d758,2019-12-24 12:52:57,2019,12,24,12,52
d759,2019-12-25 17:12:06,2019,12,25,17,12
d760,2019-12-25 19:03:35,2019,12,25,19,3
d761,2019-12-26 11:54:38,2019,12,26,11,54
d762,2019-12-26 19:21:36,2019,12,26,19,21
d763,2019-12-26 20:23:16,2019,12,26,20,23
d764,2019-12-27 01:03:24,2019,12,27,1,3
d765,2019-12-27 15:02:34,2019,12,27,15,2
d766,2019-12-27 18:15:01,2019,12,27,18,15
d767,2019-12-28 03:39:12,2019,12,28,3,39
d768,2019-12-28 09:31:10,2019,12,28,9,31
d769,2019-12-28 23:05:01,2019,12,28,23,5
d770,2019-12-29 07:02:52,2019,12,29,7,2
d771,2019-12-29 09:50:47,2019,12,29,9,50
d772,2019-12-29 10:47:30,2019,12,29,10,47
d773,2019-12-30 00:00:43,2019,12,30,0,0
d774,2019-12-30 00:45:52,2019,12,30,0,45
d775,2019-12-30 09:19:17,2019,12,30,9,19
d776,2019-12-31 08:12:40,2019,12,31,8,12
d777,2019-12-31 22:11:13,2019,12,31,22,11
d778,2019-12-31 22:13:28,2019,12,31,22,13
d779,2020-01-01 01:46:48,2020,1,1,1,46
d780,2020-01-01 01:47:20,2020,1,1,1,47
d781,2020-01-01 02:00:26,2020,1,1,2,0
d782,2020-01-01 09:53:33,2020,1,1,9,53
d783,2020-01-01 12:54:33,2020,1,1,12,54
d784,2020-01-01 19:47:51,2020,1,1,19,47
d785,2020-01-02 13:30:09,2020,1,2,13,30
d786,2020-01-02 14:27:48,2020,1,2,14,27
d787,2020-01-02 19:50:24,2020,1,2,19,50
d788,2020-01-03 18:35:10,2020,1,3,18,35
d789,2020-01-03 19:48:38,2020,1,3,19,48
d790,2020-01-04 22:57:52,2020,1,4,22,57
d791,2020-01-05 11:38:42,2020,1,5,11,38
d792,2020-01-05 16:28:14,2020,1,5,16,28
d793,2020-01-05 17:13:37,2020,1,5,17,13
d794,2020-01-05 21:20:34,2020,1,5,21,20
d795,2020-01-06 08:14:53,2020,1,6,8,14
d796,2020-01-06 13:52:41,2020,1,6,13,52
d797,2020-01-06 18:24:40,2020,1,6,18,24
d798,2020-01-07 02:27:16,2020,1,7,2,27
d799,2020-01-07 15:51:47,2020,1,7,15,51
d800,2020-01-07 19:16:47,2020,1,7,19,16
d801,2020-01-08 02:22:07,2020,1,8,2,22
d802,2020-01-08 10:06:09,2020,1,8,10,6
d803,2020-01-09 06:48:14,2020,1,9,6,48
d804,2020-01-09 15:16:59,2020,1,9,15,16
d805,2020-01-09 19:02:11,2020,1,9,19,2
d806,2020-01-10 13:04:37,2020,1,10,13,4
d807,2020-01-10 16:22:53,2020,1,10,16,22
d808,2020-01-10 16:34:47,2020,1,10,16,34
d809,2020-01-11 21:09:22,2020,1,11,21,9
d810,2020-01-15 15:44:26,2020,1,15,15,44
d811,2020-01-15 19:06:03,2020,1,15,19,6
d812,2020-01-16 16:59:02,2020,1,16,16,59
d813,2020-01-17 07:45:37,2020,1,17,7,45
d814,2020-01-17 10:43:39,2020,1,17,10,43
d815,2020-01-17 10:57:03,2020,1,17,10,57
d816,2020-01-18 11:35:26,2020,1,18,11,35
d817,2020-01-18 11:47:15,2020,1,18,11,47
d818,2020-01-18 22:43:11,2020,1,18,22,43
d819,2020-01-19 17:22:24,2020,1,19,17,22
d820,2020-01-19 21:41:57,2020,1,19,21,41
d821,2020-01-20 21:45:02,2020,1,20,21,45
d822,2020-01-21 08:28:55,2020,1,21,8,28
d823,2020-01-21 11:10:05,2020,1,21,11,10
d824,2020-01-21 17:34:44,2020,1,21,17,34
d825,2020-01-22 07:13:57,2020,1,22,7,13
d826,2020-01-22 08:34:34,2020,1,22,8,34
d827,2020-01-22 09:00:29,2020,1,22,9,0
d828,2020-01-22 09:41:57,2020,1,22,9,41
d829,2020-01-22 20:09:58,2020,1,22,20,9
d830,2020-01-23 06:24:10,2020,1,23,6,24
d831,2020-01-23 08:08:02,2020,1,23,8,8
d832,2020-01-23 08:54:32,2020,1,23,8,54
d833,2020-01-24 06:26:53,2020,1,24,6,26
d834,2020-01-24 10:32:51,2020,1,24,10,32
d835,2020-01-24 13:17:33,2020,1,24,13,17
d836,2020-01-24 16:50:14,2020,1,24,16,50
d837,2020-01-24 19:22:07,2020,1,24,19,22
d838,2020-01-26 01:34:25,2020,1,26,1,34
d839,2020-01-26 18:22:16,2020,1,26,18,22
d840,2020-01-27 09:47:09,2020,1,27,9,47
d841,2020-01-27 15:24:41,2020,1,27,15,24
d842,2020-01-29 08:39:29,2020,1,29,8,39
d843,2020-01-30 13:01:42,2020,1,30,13,1
d844,2020-01-30 14:24:48,2020,1,30,14,24
d845,2020-01-31 09:26:08,2020,1,31,9,26
d846,2020-01-31 13:05:54,2020,1,31,13,5
d847,2020-01-31 19:57:38,2020,1,31,19,57
d848,2020-02-01 06:38:08,2020,2,1,6,38
d849,2020-02-01 10:25:47,2020,2,1,10,25
d850,2020-02-04 07:49:58,2020,2,4,7,49
d851,2020-02-04 15:10:01,2020,2,4,15,10
d852,2020-02-04 16:15:14,2020,2,4,16,15
d853,2020-02-07 12:51:38,2020,2,7,12,51
d854,2020-02-07 13:16:39,2020,2,7,13,16
d855,2020-02-07 15:56:05,2020,2,7,15,56
d856,2020-02-08 14:37:21,2020,2,8,14,37
d857,2020-02-08 16:59:04,2020,2,8,16,59
d858,2020-02-08 21:38:12,2020,2,8,21,38
d859,2020-02-09 18:29:02,2020,2,9,18,29
d860,2020-02-10 12:17:23,2020,2,10,12,17
d861,2020-02-10 14:25:22,2020,2,10,14,25
d862,2020-02-10 19:53:55,2020,2,10,19,53
d863,2020-02-11 22:01:39,2020,2,11,22,1
d864,2020-02-12 00:21:34,2020,2,12,0,21
d865,2020-02-12 13:20:43,2020,2,12,13,20
d866,2020-02-12 13:28:49,2020,2,12,13,28
d867,2020-02-13 08:10:54,2020,2,13,8,10
d868,2020-02-14 12:55:26,2020,2,14,12,55
d869,2020-02-14 20:50:01,2020,2,14,20,50
d870,2020-02-15 09:26:18,2020,2,15,9,26
d871,2020-02-15 23:09:05,2020,2,15,23,9
d872,2020-02-17 11:36:15,2020,2,17,11,36
d873,2020-02-17 18:01:12,2020,2,17,18,1
d874,2020-02-18 10:50:57,2020,2,18,10,50
d875,2020-02-19 09:13:06,2020,2,19,9,13
d876,2020-02-19 10:35:43,2020,2,19,10,35
d877,2020-02-19 15:52:22,2020,2,19,15,52
d878,2020-02-19 18:01:09,2020,2,19,18,1
d879,2020-02-19 21:58:03,2020,2,19,21,58
d880,2020-02-19 22:00:20,2020,2,19,22,0
d881,2020-02-19 22:03:16,2020,2,19,22,3
d882,2020-02-19 22:13:41,2020,2,19,22,13
d883,2020-02-21 13:23:46,2020,2,21,13,23
d884,2020-02-23 11:47:48,2020,2,23,11,47
d885,2020-02-23 14:12:05,2020,2,23,14,12
d886,2020-02-23 18:01:45,2020,2,23,18,1
d887,2020-02-27 07:12:09,2020,2,27,7,12
d888,2020-02-27 09:40:44,2020,2,27,9,40
d889,2020-02-27 10:15:58,2020,2,27,10,15
d890,2020-02-28 11:16:24,2020,2,28,11,16
d891,2020-02-28 22:47:53,2020,2,28,22,47
d892,2020-02-29 12:06:59,2020,2,29,12,6
d893,2020-02-29 13:29:20,2020,2,29,13,29
d894,2020-02-29 16:05:14,2020,2,29,16,5
d895,2020-03-02 19:07:58,2020,3,2,19,7
d896,2020-03-03 08:53:57,2020,3,3,8,53
d897,2020-03-03 09:40:02,2020,3,3,9,40
d898,2020-03-03 10:37:10,2020,3,3,10,37
d899,2020-03-03 10:41:30,2020,3,3,10,41
d900,2020-03-04 07:58:58,2020,3,4,7,58
d901,2020-03-04 15:15:21,2020,3,4,15,15
d902,2020-03-05 09:00:28,2020,3,5,9,0
d903,2020-03-05 16:06:26,2020,3,5,16,6
d904,2020-03-05 19:28:55,2020,3,5,19,28
d905,2020-03-06 13:37:56,2020,3,6,13,37
d906,2020-03-06 15:16:06,2020,3,6,15,16
d907,2020-03-07 21:51:20,2020,3,7,21,51
d908,2020-03-08 03:47:03,2020,3,8,3,47
d909,2020-03-09 07:29:01,2020,3,9,7,29
d910,2020-03-09 17:27:53,2020,3,9,17,27
d911,2020-03-09 21:07:52,2020,3,9,21,7
d912,2020-03-09 21:19:21,2020,3,9,21,19
d913,2020-03-10 21:14:09,2020,3,10,21,14
d914,2020-03-11 10:12:17,2020,3,11,10,12
d915,2020-03-11 14:18:08,2020,3,11,14,18
d916,2020-03-11 16:50:59,2020,3,11,16,50
d917,2020-03-12 07:19:38,2020,3,12,7,19
d918,2020-03-12 08:32:18,2020,3,12,8,32
d919,2020-03-12 11:05:59,2020,3,12,11,5
d920,2020-03-12 12:04:48,2020,3,12,12,4
d921,2020-03-13 00:21:09,2020,3,13,0,21
d922,2020-03-13 19:55:39,2020,3,13,19,55
d923,2020-03-13 20:35:11,2020,3,13,20,35
d924,2020-03-17 10:42:02,2020,3,17,10,42
d925,2020-03-18 02:34:57,2020,3,18,2,34
d926,2020-03-19 00:08:03,2020,3,19,0,8
d927,2020-03-19 16:23:36,2020,3,19,16,23
d928,2020-03-19 20:43:14,2020,3,19,20,43
d929,2020-03-19 20:48:29,2020,3,19,20,48
d930,2020-03-20 07:31:16,2020,3,20,7,31
d931,2020-03-20 18:36:50,2020,3,20,18,36
d932,2020-03-21 13:39:08,2020,3,21,13,39
d933,2020-03-23 11:07:05,2020,3,23,11,7
d934,2020-03-23 18:53:02,2020,3,23,18,53
d935,2020-03-24 08:55:32,2020,3,24,8,55
d936,2020-03-24 11:47:20,2020,3,24,11,47
d937,2020-03-26 12:21:00,2020,3,26,12,21
d938,2020-03-26 17:58:06,2020,3,26,17,58
d939,2020-03-27 09:16:09,2020,3,27,9,16
d940,2020-03-27 09:16:51,2020,3,27,9,16
d941,2020-03-27 11:07:55,2020,3,27,11,7
d942,2020-03-27 11:52:00,2020,3,27,11,52
d943,2020-03-27 12:58:43,2020,3,27,12,58
d944,2020-03-27 15:07:27,2020,3,27,15,7
d945,2020-03-27 20:04:54,2020,3,27,20,4
d946,2020-03-27 23:59:41,2020,3,27,23,59
d947,2020-03-28 08:29:11,2020,3,28,8,29
d948,2020-03-28 14:45:11,2020,3,28,14,45
d949,2020-03-28 21:13:30,2020,3,28,21,13
d950,2020-03-28 23:38:47,2020,3,28,23,38
d951,2020-03-28 23:39:44,2020,3,28,23,39
d952,2020-03-29 20:21:54,2020,3,29,20,21
d953,2020-03-30 19:04:09,2020,3,30,19,4
d954,2020-04-01 17:56:20,2020,4,1,17,56
d955,2020-04-01 21:55:59,2020,4,1,21,55
d956,2020-04-02 17:16:38,2020,4,2,17,16
d957,2020-04-03 16:12:39,2020,4,3,16,12
d958,2020-04-04 14:36:19,2020,4,4,14,36
d959,2020-04-06 16:47:16,2020,4,6,16,47
d960,2020-04-06 18:03:33,2020,4,6,18,3
d961,2020-04-07 02:57:53,2020,4,7,2,57
d962,2020-04-07 03:05:18,2020,4,7,3,5
d963,2020-04-07 04:11:26,2020,4,7,4,11
d964,2020-04-07 10:38:50,2020,4,7,10,38
d965,2020-04-07 14:28:47,2020,4,7,14,28
d966,2020-04-09 21:21:04,2020,4,9,21,21
d967,2020-04-11 16:08:07,2020,4,11,16,8
d968,2020-04-12 00:50:48,2020,4,12,0,50
d969,2020-04-13 08:02:32,2020,4,13,8,2
d970,2020-04-14 15:51:06,2020,4,14,15,51
d971,2020-04-15 09:41:42,2020,4,15,9,41
d972,2020-04-15 14:32:08,2020,4,15,14,32
d973,2020-04-15 15:05:45,2020,4,15,15,5
d974,2020-04-16 02:57:57,2020,4,16,2,57
d975,2020-04-17 10:44:12,2020,4,17,10,44
d976,2020-04-17 21:00:12,2020,4,17,21,0
d977,2020-04-17 21:37:08,2020,4,17,21,37
d978,2020-04-20 07:43:21,2020,4,20,7,43
d979,2020-04-22 15:07:58,2020,4,22,15,7
d980,2020-04-22 17:51:44,2020,4,22,17,51
d981,2020-04-23 17:28:37,2020,4,23,17,28
d982,2020-04-26 18:58:50,2020,4,26,18,58
d983,2020-04-26 22:21:58,2020,4,26,22,21
d984,2020-04-26 23:44:26,2020,4,26,23,44
d985,2020-04-28 08:48:24,2020,4,28,8,48
d986,2020-04-28 15:39:04,2020,4,28,15,39
d987,2020-04-29 01:01:44,2020,4,29,1,1
d988,2020-04-30 15:52:46,2020,4,30,15,52
d989,2020-05-01 08:14:50,2020,5,1,8,14
d990,2020-05-02 22:03:38,2020,5,2,22,3
d991,2020-05-03 01:52:10,2020,5,3,1,52
d992,2020-05-03 07:13:39,2020,5,3,7,13
d993,2020-05-04 17:14:02,2020,5,4,17,14
d994,2020-05-05 16:53:29,2020,5,5,16,53
d995,2020-05-10 09:53:10,2020,5,10,9,53
d996,2020-05-10 16:08:00,2020,5,10,16,8
d997,2020-05-10 22:35:05,2020,5,10,22,35
d998,2020-05-10 23:40:18,2020,5,10,23,40
d999,2020-05-12 19:20:56,2020,5,12,19,20
d1000,2020-05-13 04:40:26,2020,5,13,4,40
d1001,2020-05-13 05:01:27,2020,5,13,5,1
d1002,2020-05-13 15:55:57,2020,5,13,15,55
d1003,2020-05-13 21:08:15,2020,5,13,21,8
d1004,2020-05-14 15:29:11,2020,5,14,15,29
d1005,2020-05-15 14:40:31,2020,5,15,14,40
d1006,2020-05-15 15:39:04,2020,5,15,15,39
d1007,2020-05-16 19:38:33,2020,5,16,19,38
d1008,2020-05-17 17:21:54,2020,5,17,17,21
d1009,2020-05-17 20:14:15,2020,5,17,20,14
d1010,2020-05-17 22:17:03,2020,5,17,22,17
d1011,2020-05-18 00:34:05,2020,5,18,0,34
d1012,2020-05-18 14:31:45,2020,5,18,14,31
d1013,2020-05-19 12:00:03,2020,5,19,12,0
d1014,2020-05-19 12:06:01,2020,5,19,12,6
d1015,2020-05-19 15:03:03,2020,5,19,15,3
d1016,2020-05-19 16:45:55,2020,5,19,16,45
d1017,2020-05-19 17:14:59,2020,5,19,17,14
d1018,2020-05-20 11:52:50,2020,5,20,11,52
d1019,2020-05-20 17:23:04,2020,5,20,17,23
d1020,2020-05-21 02:24:01,2020,5,21,2,24
d1021,2020-05-21 18:57:22,2020,5,21,18,57
d1022,2020-05-22 22:39:19,2020,5,22,22,39
d1023,2020-05-23 02:03:53,2020,5,23,2,3
d1024,2020-05-24 14:12:11,2020,5,24,14,12
d1025,2020-05-25 11:55:18,2020,5,25,11,55
d1026,2020-05-28 06:41:39,2020,5,28,6,41
d1027,2020-06-02 15:44:12,2020,6,2,15,44
