authorID,authorUsername,authorCreatedAt,authorVerified,followersCount,followingCount
566426518,DoraBVC,2012-04-29 10:00:29,0,1021,1296
3280804766,ManginoFernando,2015-07-15 10:33:26,0,342,440
632319117,computrok,2012-07-10 13:16:03,0,42,172
15586238,_andrevalverde,2008-07-24 12:22:21,0,322,1215
115545638,anne_vap,2010-02-18 19:32:58,0,223,913
195951901,C5_CDMX,2010-09-27 17:51:04,1,926197,763
69443790,aldomochis,2009-08-27 17:47:16,0,117,1710
769178422635487233,SrAlex_2099,2016-08-26 08:23:21,0,37,407
220114292,1AlexMaravilla,2010-11-26 14:40:45,0,323,494
1294434115,coralinepattz,2013-03-24 03:13:21,0,73,65
1294434115,coralinepattz,2013-03-24 03:13:21,0,73,65
84748249,ariaddnne,2009-10-23 20:32:53,0,489,371
203411590,saraolivia3,2010-10-15 23:59:24,0,32,142
335107601,yaazyta,2011-07-13 22:50:19,0,143,369
70538650,xeunoticias,2009-08-31 17:51:03,0,252241,669
227157629,edelsag,2010-12-15 20:31:41,0,146,391
2608991350,jmrnew,2014-06-14 08:53:16,0,85,929
110557970,RumiGruv,2010-02-01 17:54:50,0,29,155
110557970,RumiGruv,2010-02-01 17:54:50,0,29,155
37975495,soyseptentrion,2009-05-05 11:45:49,0,651,975
733170186,CarlosTejedaA,2012-08-02 10:54:08,0,5540,1850
221588233,FURIADELKAOZ,2010-11-30 19:56:14,0,26,215
3166398469,aestrad662,2015-04-21 01:09:57,0,60,1106
3911959161,MaruZapiain1,2015-10-09 14:26:50,0,90,224
128783063,alee_matamoros,2010-04-01 23:12:27,0,241,952
1058505054720851970,FrancoL45103480,2018-11-02 17:44:05,0,1,21
256633050,gus48_ramirez,2011-02-23 13:05:24,0,178,683
906094822062043136,avef75,2017-09-08 04:00:14,0,80,480
30672230,julieboy,2009-04-12 10:11:59,0,902,1080
39516494,cokoabeat,2009-05-12 08:59:23,0,2507,2062
889661170558304257,MiguelFQO,2017-07-24 19:38:46,0,4395,4391
119610175,MARC0VA,2010-03-03 22:02:37,0,53,89
199784940,alex07pv,2010-10-07 12:35:13,0,20,229
903097695899934725,LXM2608,2017-08-30 21:30:44,0,22,129
142351946,jossplata,2010-05-10 11:13:30,0,1026,2929
63872707,Afredo_Sanson,2009-08-07 19:19:46,0,772,430
703308163,tolsanina,2012-07-18 09:49:57,0,16,75
242109258,leoncsm,2011-01-23 17:56:11,0,961,1677
408789366,serraned08,2011-11-09 16:00:42,0,85,1203
2280977984,andre_pierre_96,2014-01-07 12:09:46,0,48,69
1069417414121717760,masdi73829771,2018-12-02 20:25:55,0,3,25
834237338280673280,LivingstonneMT7,2017-02-21 21:04:15,0,11,83
145771691,jlvlzqz,2010-05-19 15:00:55,0,17,48
340729730,miriamgmc10,2011-07-22 23:02:10,0,24,11
2561642345,UBATALLON,2014-05-24 02:40:11,0,136,199
205851311,zhiamako,2010-10-21 12:57:30,0,1175,1051
106203073,digitaluxs,2010-01-18 14:39:43,0,81,438
58629135,Skylula,2009-07-20 17:33:26,0,273,2313
163623951,danfigueroa76,2010-07-06 16:10:41,0,296,353
1084644635824267264,Vecinos_Sn_Pdro,2019-01-13 20:53:27,0,65,25
706090094,axterix1366,2012-07-19 18:42:15,0,268,644
195951901,C5_CDMX,2010-09-27 17:51:04,1,926204,763
160080640,bRiTrOnWwW,2010-06-26 22:02:28,0,167,352
44656990,NoloDz,2009-06-04 10:41:20,0,1904,4993
195951901,C5_CDMX,2010-09-27 17:51:04,1,926204,763
157480551,infinito168,2010-06-19 17:40:50,0,1083,1141
1011547056,JunuenP,2012-12-14 11:11:59,0,186,557
1129010627240968192,JesusFi83373730,2019-05-16 07:08:04,0,1,9
195951901,C5_CDMX,2010-09-27 17:51:04,1,926204,763
87350793,SUUMA_CDMX,2009-11-03 21:07:26,0,43180,86
35268524,sonofthesuns,2009-04-25 11:56:13,0,229,162
212798433,lupitaalferez,2010-11-06 20:42:36,0,39,602
212798433,lupitaalferez,2010-11-06 20:42:36,0,39,602
1520768660,Car5872,2013-06-15 18:24:11,0,21,252
195951901,C5_CDMX,2010-09-27 17:51:04,1,926204,763
68871925,brapal,2009-08-25 20:01:19,0,185,1061
907034630095867905,FZ10MPP,2017-09-10 18:14:42,0,9,144
1067465855578136577,Adeereiaene1,2018-11-27 11:11:07,0,3,2
403928613,IvanLexx,2011-11-03 00:05:06,0,33,130
385810395,Leo_Colunga,2011-10-05 23:12:46,0,285,1022
452628845,Eliz_A_H,2012-01-01 20:32:46,0,61,87
3438228316,Ahrummi,2015-08-24 10:45:26,0,147,849
868645575893241856,anibalmujicar,2017-05-27 19:50:18,0,219,941
955245619240718336,luisangel9527,2018-01-21 19:07:58,0,42,1501
903097695899934725,LXM2608,2017-08-30 21:30:44,0,22,129
2285771864,Tokaaii,2014-01-10 17:23:00,0,477,1520
1179369768,celohosogc,2013-02-14 08:42:09,0,14,65
888971661889896448,VctorManuelMG1,2017-07-22 21:58:55,0,87,231
888971661889896448,VctorManuelMG1,2017-07-22 21:58:55,0,87,231
230540239,joselvazquez69,2010-12-25 16:32:49,0,74,725
99842790,_Opinometro_,2009-12-27 20:55:47,0,172,1009
605818329,victorgmedina,2012-06-11 14:50:14,0,91,235
605818329,victorgmedina,2012-06-11 14:50:14,0,91,235
102797694,matymn,2010-01-07 15:36:44,0,413,761
907034630095867905,FZ10MPP,2017-09-10 18:14:42,0,9,144
1562015005,mayapheres,2013-07-01 20:21:58,0,2,13
415242374,tavojeda5,2011-11-17 20:45:54,0,20201,364
47118109,luiscool,2009-06-14 10:10:37,0,106,365
800766784735350787,Superauriazul,2016-11-21 12:24:13,0,6,106
178467686,Palafoxita_,2010-08-14 15:14:10,0,11,105
195951901,C5_CDMX,2010-09-27 17:51:04,1,926204,763
1065408533628420097,JoseHer97236319,2018-11-21 18:56:03,0,5,11
476050170,CruzRoja_CDMX,2012-01-27 12:27:33,0,43729,370
195951901,C5_CDMX,2010-09-27 17:51:04,1,926204,763
69443790,aldomochis,2009-08-27 17:47:16,0,117,1710
87350793,SUUMA_CDMX,2009-11-03 21:07:26,0,43178,86
166594238,OVIALCDMX,2010-07-14 09:00:43,1,1935866,133
34523303,emgarc,2009-04-22 21:53:43,0,115,400
304060350,mgao71,2011-05-23 15:26:51,0,11494,8669
84120490,navarrocorp,2009-10-21 11:31:45,0,133,439
539317712,Claridaddiario,2012-03-28 13:30:55,0,1686,408
2826319492,ElBigDataMx,2014-10-12 16:11:53,0,40355,18479
222333413,Ixelth_43,2010-12-02 21:17:43,0,263,784
706090094,axterix1366,2012-07-19 18:42:15,0,268,644
232063328,memonv,2010-12-29 22:47:34,0,59,433
124906745,centinela9,2010-03-20 18:49:45,0,6595,431
2576089248,bynekochan,2014-06-18 22:37:01,0,164,330
154649011,crarlos,2010-06-11 14:52:38,0,48,472
57385858,PATAENRIQUEZ,2009-07-16 11:11:01,0,45,292
2608991350,jmrnew,2014-06-14 08:53:16,0,85,929
43405460,cesarmocun,2009-05-29 14:43:50,0,407,588
87350793,SUUMA_CDMX,2009-11-03 21:07:26,0,43180,86
315451237,Gato_Samm,2011-06-11 16:06:46,0,14946,12
163088870,poesqro,2010-07-05 08:32:58,0,66376,135
1117278274558803969,Ricardo35724841,2019-04-13 22:07:53,0,0,14
839079433634004993,JuanrFeregrino,2017-03-07 05:45:01,0,346,1561
115103743,ericlees88,2010-02-17 10:31:46,0,46,210
919269482,edogro1515,2012-11-01 09:40:38,0,41,218
288809183,jm_memelon,2011-04-27 08:18:45,0,134,569
102800874,Mittens08,2010-01-07 15:50:30,0,76,117
208834950,aluisanerio,2010-10-27 19:16:00,0,851,1106
903097695899934725,LXM2608,2017-08-30 21:30:44,0,22,129
2859210027,ncest7,2014-11-03 12:06:20,0,269,283
162231246,saxofon20,2010-07-02 20:15:53,0,11,294
721051317280444416,JoseRM55678581,2016-04-15 13:03:25,0,2,48
2859210027,ncest7,2014-11-03 12:06:20,0,269,283
906094822062043136,avef75,2017-09-08 04:00:14,0,80,480
903097695899934725,LXM2608,2017-08-30 21:30:44,0,22,129
549601184,GloriaPsicologa,2012-04-09 16:34:53,0,548,1145
125573742,fravergu,2010-03-23 00:20:45,0,56,245
1091042850618232832,Bomberos_CDMX,2019-01-31 12:37:40,1,80747,187
125529375,ortegaisrael,2010-03-22 20:47:29,0,154,960
1022534991031488513,RubnPliego1,2018-07-26 11:31:54,0,15,16
1637918732,Ramirezjam07,2013-08-01 06:50:47,0,50,546
96285939,EkBalam79,2009-12-11 23:51:11,0,172,290
195951901,C5_CDMX,2010-09-27 17:51:04,1,926205,763
907034630095867905,FZ10MPP,2017-09-10 18:14:42,0,9,144
347392639,AlmaDeliaNunez,2011-08-02 12:43:30,0,53,79
112886276,JR_PATO,2010-02-09 19:11:56,0,49,232
907034630095867905,FZ10MPP,2017-09-10 18:14:42,0,9,144
2859210027,ncest7,2014-11-03 12:06:20,0,269,283
431807675,LucyMtzEhrlich,2011-12-08 12:19:50,0,61,180
897393928474947584,AsaelNG,2017-08-15 03:46:00,0,656,213
907034630095867905,FZ10MPP,2017-09-10 18:14:42,0,9,144
50045614,yazper,2009-06-23 11:47:40,0,1072,934
476050170,CruzRoja_CDMX,2012-01-27 12:27:33,0,43729,370
4504689858,ranaquebrinca,2015-12-09 00:49:35,0,36,123
12125552,ellamac,2008-01-11 12:32:15,0,250,306
23377748,AztecaNoticias,2009-03-08 18:35:31,1,824561,925
907034630095867905,FZ10MPP,2017-09-10 18:14:42,0,9,144
44634359,pibe_kiedis,2009-06-04 09:01:49,0,120,562
163088870,poesqro,2010-07-05 08:32:58,0,66376,135
77650086,VeroBacaz,2009-09-26 21:33:51,0,6422,4305
907034630095867905,FZ10MPP,2017-09-10 18:14:42,0,9,144
347392639,AlmaDeliaNunez,2011-08-02 12:43:30,0,53,79
225930210,ikkaro78,2010-12-12 15:04:18,0,518,454
94227344,majo190293,2009-12-02 19:45:50,0,137,521
55637334,Ckoala,2009-07-10 13:03:08,0,198,975
476050170,CruzRoja_CDMX,2012-01-27 12:27:33,0,43729,370
550399940,C4UAM,2012-04-10 13:59:52,0,863,724
132654328,liciusjorge,2010-04-13 14:48:21,0,171,633
501308161,Elvia_Soto_R,2012-02-23 18:55:03,0,183,2212
887457497883312128,J66833442,2017-07-18 17:42:10,0,0,25
87350793,SUUMA_CDMX,2009-11-03 21:07:26,0,43180,86
149383468,chispiscuirio,2010-05-28 22:27:04,0,20,134
41166875,patridayo,2009-05-19 11:49:18,0,490,1105
1022534991031488513,RubnPliego1,2018-07-26 11:31:54,0,15,16
3223437270,MichBC29,2015-05-22 10:28:10,0,167,10
293063533,MrElDiablo8,2011-05-04 12:00:15,1,172339,888
128365267,valdo97,2010-03-31 16:42:23,0,73,904
128365267,valdo97,2010-03-31 16:42:23,0,73,904
128365267,valdo97,2010-03-31 16:42:23,0,73,904
907034630095867905,FZ10MPP,2017-09-10 18:14:42,0,9,144
195951901,C5_CDMX,2010-09-27 17:51:04,1,926206,763
293063533,MrElDiablo8,2011-05-04 12:00:15,1,172339,888
907034630095867905,FZ10MPP,2017-09-10 18:14:42,0,9,144
155355780,moalug,2010-06-13 16:47:14,0,147,146
844327546187644934,elahoratams,2017-03-21 17:19:08,0,1055,178
140813267,eugenio_zetina,2010-05-06 06:38:39,0,571,647
