pubID,topicQuery,tweet,likeCount,replyCount,retweetCount,authorID,authorName,authorUsername,authorCreatedAt,authorVerified,followersCount,followingCount,pubDate,pubYear,pubMonth,pubDay,pubHour,pubMinute,geoID,geoName,longitude,latitude
1469897050959527939,pirotecnia,@UCS_GCDMX quiero reportar que se ollé que están tirando fuegos artificiales en la calle dé Alba colonia insurgentes cucilco delegación Coyoacán,0,0,0,1429309707257266181,Vvbn,Vvbn84630092,2021-08-21 23:09:39,False,43,516,2021-12-11 23:09:00,2021,12,11,23,09,3,Coyoacán,-99.2058092,19.2970107
1469897050959527939,pirotecnia,@UCS_GCDMX quiero reportar que se ollé que están tirando fuegos artificiales en la calle dé Alba colonia insurgentes cucilco delegación Coyoacán,0,0,0,1429309707257266181,Vvbn,Vvbn84630092,2021-08-21 23:09:39,False,43,516,2021-12-11 23:09:00,2021,12,11,23,09,4,Cuajimalpa de Morelos,-99.2058092,19.2970107
1469897050959527939,pirotecnia,@UCS_GCDMX quiero reportar que se ollé que están tirando fuegos artificiales en la calle dé Alba colonia insurgentes cucilco delegación Coyoacán,0,0,0,1429309707257266181,Vvbn,Vvbn84630092,2021-08-21 23:09:39,False,43,516,2021-12-11 23:09:00,2021,12,11,23,09,7,Iztapalapa,-99.2058092,19.2970107
1469897050959527939,pirotecnia,@UCS_GCDMX quiero reportar que se ollé que están tirando fuegos artificiales en la calle dé Alba colonia insurgentes cucilco delegación Coyoacán,0,0,0,1429309707257266181,Vvbn,Vvbn84630092,2021-08-21 23:09:39,False,43,516,2021-12-11 23:09:00,2021,12,11,23,09,8,La Magdalena Contreras,-99.2058092,19.2970107
1469897050959527939,pirotecnia,@UCS_GCDMX quiero reportar que se ollé que están tirando fuegos artificiales en la calle dé Alba colonia insurgentes cucilco delegación Coyoacán,0,0,0,1429309707257266181,Vvbn,Vvbn84630092,2021-08-21 23:09:39,False,43,516,2021-12-11 23:09:00,2021,12,11,23,09,10,Álvaro Obregón,-99.2058092,19.2970107
1473759941584252933,tránsito,La bicicleta te permite cuídate físicamente y al medio ambiente y si te lo propones puedes alcanzar 90 km/h en En el Pinche Tráfico de Periférico https://t.co/RIrbdzIm05,0,0,0,910034063884300288,Omar Yemen,OmarYemenMR,2017-09-19 00:53:23,False,18,92,2021-12-22 14:58:45,2021,12,22,14,58,2,Azcapotzalco,-99.22492647,19.46564238
1468423816812638211,tránsito,"@rochaperiodista Una estrategia simplista, ""échenle la culpa a Obrador de todo"", inundaciones, sequías, muertes por frío, calor, terremotos, maremotos, accidente de tránsito, suicidios en el metro, niños descalabrados, muertes naturales. A lo mejor es chicle y pega, para los ingenuos.",2,0,0,84986753,Crescencio Enciso,encisocres,2009-10-24 20:02:50,False,1565,5001,2021-12-07 21:34:54,2021,12,07,21,34,2,Azcapotzalco,-99.180678,19.444937
1475543777347616768,tránsito,"...en dicha obra. A los 5 minutos los policías se van. En la escena se hace tráfico por el morbo de los cochistas.

Por la manera en que llegaron los tiras, tengo la impresión de que recibieron una denuncia de gente de la zona. Colonia burguesa de la Ciudad a fin de cuentas...",33,1,3,118284622,Un indio llamado Caxaa 📜🌎,m_chavoya,2010-02-27 23:11:28,False,2662,3821,2021-12-27 13:07:05,2021,12,27,13,07,3,Coyoacán,-99.2058092,19.2970107
1475254443205705729,tránsito,"Actualización de mi último reporte: ""No utilice la autopista, tráfico sentado en ambos sentidos de varios kilómetros, para rumbo Puebla y Ciudad de México utilice arco norte e ingrese pasando Tlaxcala y por Querétaro o Pachuca""",7,2,4,65028245,Roberto Cañas,RCanasP,2009-08-12 07:01:19,False,826,801,2021-12-26 17:57:22,2021,12,26,17,57,3,Coyoacán,-99.140238,19.2846922
1474582742826467330,tránsito,"@El_Sursuncorda Aunque no lo creas, hay manifestaciones; ya mero acaban, según el reporte del tráfico.  Tú aguanta.",1,0,0,959597523932532736,Manzano,Manzano97337299,2018-02-02 19:20:52,False,4438,4994,2021-12-24 21:28:16,2021,12,24,21,28,3,Coyoacán,-99.324375,19.232228
