pubID,topicQuery,typeQuery,tweet,likeCount,replyCount,retweetCount,authorID,authorName,authorUsername,authorCreatedAt,authorVerified,followersCount,followingCount,pubDate,pubYear,pubMonth,pubDay,pubHour,pubMinute,geoID,geoName,longitude,latitude
1.11835E+18,pirotecnia,coordenadas,Fuegos artificiales en todas las ciudades y en mi estómago también...ven.⚡️🧡,0,0,0,571839647,Bi🤍,Biliambeei,05/05/2012 09:33,False,152,72,16/04/2019 21:07,2019,4,16,21,7,4,Cuajimalpa de Morelos,-99.5720087,19.2218831
1.11835E+18,pirotecnia,coordenadas,Fuegos artificiales en todas las ciudades y en mi estómago también...ven.⚡️🧡,0,0,0,571839647,Bi🤍,Biliambeei,05/05/2012 09:33,False,152,72,16/04/2019 21:07,2019,4,16,21,7,10,Álvaro Obregón,-99.5720087,19.2218831
1.12194E+18,tránsito,palabras clave,"@UCS_GCDMX, @SSP_CDMX, Favor de enviar unidad de tránsito a infraccionar camion bco pcas 554DC1, violando RT, estacionado en lugar prohibido C/disco ""N/E Transporte Pesado"", sobre Av Los Ángeles N.68, entre Av Sn Pablo y Ferrocarriles Nacionales, Col Nva España, Azcapotzalco.",0,0,0,9.07035E+17,MPP,FZ10MPP,10/09/2017 18:14,False,9,144,26/04/2019 18:38,2019,4,26,18,38,2,Azcapotzalco,-99.18210694,19.48532861
1.12188E+18,tránsito,palabras clave,"@OVIALCDMX, @SSP_CDMX, Favor de enviar unidad de tránsito a infraccionar trailer bco pcas 11AA6R, violando RT, estacionado en lugar prohibido C/disco ""N/E Transporte Pesado"", sobre Av Los Ángeles N.68, entre Av Sn Pablo y Ferrocarriles Nacionales, Col Nva España, Azcapotzalco",1,1,0,9.07035E+17,MPP,FZ10MPP,10/09/2017 18:14,False,9,144,26/04/2019 14:43,2019,4,26,14,43,2,Azcapotzalco,-99.18210694,19.48532861
1.12138E+18,tránsito,palabras clave,"@UCS_GCDMX, @TransitoCdMx, Favor d enviar unidad d tránsito a infraccionar trailer rojo pcas LA79112, violando RT, estacionado en lugar prohibido C/disco ""N/E Transporte Pesado"", sobre Av Los Ángeles N.68, entre Av Sn Pablo y Ferrocarriles Nacionales, Col Nva España, Azcapotzalco",0,1,0,9.03098E+17,lxm2608,LXM2608,30/08/2017 21:30,False,22,129,25/04/2019 05:32,2019,4,25,5,32,2,Azcapotzalco,-99.18210694,19.48532861
1.12049E+18,tránsito,palabras clave,"@UCS_GCDMX, @C5_CDMX, Favor de enviar unidad de tránsito a infraccionar trailer bco pcas 17AE1K, violando RT, estacionado en lugar prohibido C/disco ""N/E Transporte Pesado"", sobre Av Los Ángeles N.68, entre Av Sn Pablo y Ferrocarriles Nacionales, Col Nva España, Azcapotzalco.",0,0,0,9.03098E+17,lxm2608,LXM2608,30/08/2017 21:30,False,22,129,22/04/2019 18:33,2019,4,22,18,33,2,Azcapotzalco,-99.18210694,19.48532861
1.118E+18,tránsito,palabras clave,"@AzcapoAtiende por favor, acomoden los semáforos de av. Granjas y Azcapotzalco la Villa, nunca se hacía tanto tráfico para cruzar hasta que tocaron los semáforos. #Azcapotzalco @PrensaVidal @vidallerenas menos tráfico = menos contaminación @LaSEMOVI",0,1,0,3717425893,AzcaTranseunte,AzcaTranseunte,28/09/2015 12:24,False,477,1069,15/04/2019 22:13,2019,4,15,22,13,2,Azcapotzalco,-99.18210694,19.48532861
1.11722E+18,tránsito,palabras clave,"@UCS_GCDMX, @C5_CDMX, Favor de enviar unidad de tránsito a infraccionar trailer bco pcas 379AG3, violando RT, estacionado en lugar prohibido C/disco ""N/E Transporte Pesado"", sobre Av Los Ángeles, entre Av Sn Pablo y Ferrocarriles Nacionales, Col Nva España, Azcapotzalco.",0,0,0,9.03098E+17,lxm2608,LXM2608,30/08/2017 21:30,False,22,129,13/04/2019 18:09,2019,4,13,18,9,2,Azcapotzalco,-99.18210694,19.48532861
1.11686E+18,tránsito,palabras clave,"@OVIALCDMX, @SSP_CDMX, Favor de enviar unidad de tránsito a infraccionar trailer cafe pcas 60AJ1F, violando RT, estacionado en lugar prohibido C/disco ""N/E Transporte Pesado"", sobre Av Los Ángeles N.68, entre Av Sn Pablo y Ferrocarriles Nacionales, Col Nva España, Azcapotzalco",0,1,0,9.03098E+17,lxm2608,LXM2608,30/08/2017 21:30,False,22,129,12/04/2019 18:11,2019,4,12,18,11,2,Azcapotzalco,-99.18210694,19.48532861
1.11653E+18,tránsito,palabras clave,"@Claudiashein oye Claudia, cómo es que a los de la Narvarte los multan por estacionarse junto al camellón y a los de Azcapotzalco rastro quitan un carril para vender su mercancía? Y nadie, claro nadie, les dice nada. Contaminación full y tráfico diario. Vergüenza. https://t.co/hqeENclgYl",0,0,0,332060827,la loaiza,loaizale,08/07/2011 22:40,False,168,364,11/04/2019 20:28,2019,4,11,20,28,2,Azcapotzalco,-99.18210694,19.48532861
1.11541E+18,tránsito,palabras clave,"@UCS_GCDMX, @C5_CDMX, Favor de enviar unidad de tránsito a infraccionar trailer bco pcas 82AC2U, violando RT, estacionado en lugar prohibido C/disco ""N/E Transporte Pesado"", sobre Av Los Ángeles N.68, entre Av Sn Pablo y Ferrocarriles Nacionales, Col Nva España, Azcapotzalco.",0,0,0,9.07035E+17,MPP,FZ10MPP,10/09/2017 18:14,False,9,144,08/04/2019 18:12,2019,4,8,18,12,2,Azcapotzalco,-99.18210694,19.48532861
1.11533E+18,tránsito,palabras clave,@Claudiashein @vidallerenas hola buen dia. Reportar que el semáforo que está en azcapotzalco-LaVilla y granjas (justo debajo del puente) el tráfico pasa la ofna. D conciliacion y arbitraje!!! Se resuelve si le dan mas tiempo a ese semaforo. Ojala ayuden. Esta tremendo!!!,0,0,0,71596342,Antonio,velantonio,04/09/2009 12:04,False,149,839,08/04/2019 12:59,2019,4,8,12,59,2,Azcapotzalco,-99.18210694,19.48532861
1.11429E+18,tránsito,palabras clave,"@OVIALCDMX, @SSP_CDMX, Favor de enviar unidad d tránsito a infraccionar trailer amarillo pcas 40AH90, violando RT, estacionado en lugar prohibido C/disco ""N/E Transporte Pesado"", sobre Av Los Ángeles N.68, entre Av Sn Pablo y Ferrocarriles Nacionales, Col Nva España, Azcapotzalco",0,0,1,9.07035E+17,MPP,FZ10MPP,10/09/2017 18:14,False,9,144,05/04/2019 15:56,2019,4,5,15,56,2,Azcapotzalco,-99.18210694,19.48532861
1.12158E+18,tránsito,palabras clave,"Autos invaden vía calle, banqueta MQuevedo 1125 Atlántida #Coyoacán Rest.MONAS un caos prohibido estacionarse violan  tránsito Valet Parking ilegal @OVIALCDMX  @UCS_GCDMX @LetyVarela @inveacdmx @Alcaldia_Coy https://t.co/pdcSkBRR38",1,3,4,3259055186,alfonso rosas,panteracoy,28/06/2015 10:03,False,106,563,25/04/2019 19:06,2019,4,25,19,6,3,Coyoacán,-99.15037635,19.32666725
