pubID,topicQuery,typeQuery,tweet,likeCount,replyCount,retweetCount,authorID,authorName,authorUsername,authorCreatedAt,authorVerified,followersCount,followingCount,pubDate,pubYear,pubMonth,pubDay,pubHour,pubMinute,geoID,geoName,longitude,latitude
1553989249460015107,incendio,palabras clave,"llevo jugando genshin desde el 22/11/2020

y recién por el evento me entero que cuando llueve puedes apagar las flores de fuego con anemo XD",0,0,0,1247552884759298048,🌱Lu🌱,lukuha_mc,2020-04-07 09:53:43,False,356,469,2022-08-01 00:21:23,2022,08,01,00,21,8,La Magdalena Contreras,-99.2684129061,19.2689765031
1553989286785126400,tránsito,palabras clave,#PrecauciónVial | Afectada la circulación por obras en ambos sentidos de Calz. Ermita Iztapalapa entre Anillo Periférico y Puente de la Concordia. Consulta aquí #AlternativaVial 👇🏾👇🏾👇🏾 https://t.co/x43dkMN5dz,2,0,1,166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,True,1942071,135,2022-08-01 00:21:32,2022,08,01,00,21,7,Iztapalapa,-99.0567989642,19.3491663204
1554011850374877185,tránsito,palabras clave,"As vítimas de fronteira non son números. Teñen nome e familias. 
Chamábanse Misael e Jovani, 16 anos e Jair, de 20. 

Faleceron no interior dun camión abandonado en Texas. A traxedia máis mortífera, 53 mortes, ligada ao tráfico de persoas en #EEUU. 
https://t.co/EAXv7Ixv18",6,0,2,856216661954883585,Acampa,Acampa_polapaz,2017-04-23 12:42:14,False,1569,1565,2022-08-01 01:51:11,2022,08,01,01,51,10,Álvaro Obregón,-99.246819712,19.336175562
1554015341084348416,tránsito,palabras clave,#PrecauciónVial | Afectada la circulación por obras en ambos sentidos de Calz. Ermita Iztapalapa entre Anillo Periférico y Puente de la Concordia. Consulta aquí #AlternativaVial 👇🏾👇🏾👇🏾 https://t.co/uAbcjM8Ej9,2,0,0,166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,True,1942071,135,2022-08-01 02:05:04,2022,08,01,02,05,7,Iztapalapa,-99.0567989642,19.3491663204
1554025486241730560,incendio,palabras clave,"@mc_macb polvo, las obras, el alquitranado, la quema autorizada de rastrojos y restos de poda y agricultura, etc. No suelen salir las sopladoras en horarios de afluencia de gente, así que no veo más problema que el cambiar la gasolina por modelos de batería.",0,2,0,1427757277780529154,Mendiola,Mendivk,2021-08-17 16:20:45,False,587,260,2022-08-01 02:45:22,2022,08,01,02,45,8,La Magdalena Contreras,-99.2684129061,19.2689765031
1554026205489369088,tránsito,palabras clave,"@mc_macb Es que por las mañanas es cuando se debe realizar, o prefiere una sopladora por la noche? Si los vecinos se quejan de un simple baldeo? Por la tarde, cuando más tránsito hay, solo se realiza en zonas prioritarias, como mercadillos, sitios de evento, manifestaciones, etc",0,2,0,1427757277780529154,Mendiola,Mendivk,2021-08-17 16:20:45,False,587,260,2022-08-01 02:48:14,2022,08,01,02,48,8,La Magdalena Contreras,-99.2684129061,19.2689765031
1554029175622836225,tránsito,palabras clave,"📢Recuerda 👉Operación Especial de Tráfico ‘1º de agosto 2022’.

⏰Evita horarios conflictivos 👉hoy #1agosto de 7 a 14h.
➡️Carreteras de #Málaga con ➕tráfico A-7, AP-7, A-45, AP-46, A-92, A-92M, A-357 y MA-20
ℹ️ @DGTes @guardiacivil @proteccioncivil
✅Itinerarios alternativos⤵️ https://t.co/yWBUzk5KB3",1,0,0,743009025906905088,Subdelegación del Gobierno en Málaga,GobiernoMalaga,2016-06-15 03:15:31,False,3717,406,2022-08-01 03:00:02,2022,08,01,03,00,9,Milpa Alta,-99.0510954218,19.1394565999
1554031596595994625,incendio,palabras clave,"En el Pasillo 3- Y, colonia Central de Abasto, en @Alc_Iztapalapa, se registró incendio al interior de local, se quemó cableado eléctrico y objetos varios; procedimos a extinguir el fuego y ventilar el lugar.
Servicio concluido. https://t.co/gkkaQdfvzM",34,1,7,1091042850618232832,Bomberos Ciudad de México Oficial,Bomberos_CDMX,2019-01-31 12:37:40,True,85021,187,2022-08-01 03:09:39,2022,08,01,03,09,7,Iztapalapa,-99.0567989642,19.3491663204
1554031836522844161,incendio,palabras clave,Convocatoria: MC-019-2021 - PRESTACION DE SERVICIOS DE RECARGA Y MANTEMIENTO  DE EXTINTORES DE FUEGO PARA EL LABORATORIO DE SALUD PUBLICA FRONTERI…,0,1,0,1323592356214513664,controlcivicocol,controlcivicoco,2020-11-03 05:46:39,False,136,0,2022-08-01 03:10:36,2022,08,01,03,10,8,La Magdalena Contreras,-99.2684129061,19.2689765031
1554042775427055616,tránsito,palabras clave,"El manga escrito e ilustrado por Kouji Miura, ""Ao no Hako (Blue Box)"", alcanzó la cifra de 1,3 millon copias en circulacion con 6 volumenes recopilatorios publicados. https://t.co/FJflQXjr3J",1,0,1,1319682651427688449,AnimekyNews,AnimekyNews,2020-10-23 10:50:48,False,2809,1020,2022-08-01 03:54:05,2022,08,01,03,54,10,Álvaro Obregón,-99.246819712,19.336175562
1554045078116630529,incendio,palabras clave,"@charrusko @MARCAvalladolid Faltan 2 o 3 refuerzos: un central con altura, un MC de quite, despliegue y mando...y si me apuras, un 9. Ah! Además, falta algún amistoso con un equipo de 1ra para examinar de verdad donde estamos.",0,0,0,1368183383617077251,✍ 🇦🇷 𓅪,quema_de,2021-03-06 06:56:23,False,944,945,2022-08-01 04:03:14,2022,08,01,04,03,8,La Magdalena Contreras,-99.2684129061,19.2689765031
1554052498591305728,tránsito,palabras clave,"🚧🚦 Para a realización dunhas obras de mellora da rede de saneamento, será preciso efectuar un corte nun dos carrís de circulación da avenida Ernesto Che Guevara, á altura do rego de Bastiagueiro. Será a noite do xoves ao venres, de 23:00 a 7:00 horas. 

https://t.co/iE7jb57HNR https://t.co/zXGdAwJfYh",1,0,1,2480111016,Concello de Oleiros,ConcelloOleiros,2014-05-06 11:27:28,False,4379,23,2022-08-01 04:32:43,2022,08,01,04,32,10,Álvaro Obregón,-99.246819712,19.336175562
1554055083620552705,tránsito,palabras clave,#PrecauciónVial | Afectada la circulación por obras en ambos sentidos de Calz. Ermita Iztapalapa entre Anillo Periférico y Puente de la Concordia. Consulta aquí #AlternativaVial 👇🏾👇🏾👇🏾 https://t.co/Hv0i2IUzdo,1,0,0,166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,True,1942071,135,2022-08-01 04:42:59,2022,08,01,04,42,7,Iztapalapa,-99.0567989642,19.3491663204
1554069553180729345,tránsito,palabras clave,"06:40 #PrecauciónVial | Considera concentración de manifestantes a las 11:00 hrs. en Calz. San Antonio Abad núm. 130, col. Tránsito, alcaldía Cuauhtémoc.",4,0,0,166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,True,1942072,135,2022-08-01 05:40:29,2022,08,01,05,40,15,Cuauhtémoc,-99.1490557562,19.4313734294
1554074468284354561,tránsito,palabras clave,"El 1 de agosto de 1856 fue puesta en circulación la primera estampilla postal nacional; se presentaron en una serie de cinco ejemplares, con denominaciones de ½, 1, 2, 4, y en 8 reales, llevaron plasmada la efigie del cura Don Miguel Hidalgo y Costilla.

#EfemérideHacienda 🗓️ https://t.co/OMNxi3uPVO",12,0,5,209649640,Hacienda,Hacienda_Mexico,2010-10-29 10:25:13,True,1222572,98,2022-08-01 06:00:01,2022,08,01,06,00,16,Miguel Hidalgo,-99.2045669144,19.4280623649
1554076048312131584,tránsito,palabras clave,"#SLP #Clima 
El clima de hoy prevé posibles lluvias y temperatura de 14°C, hasta 27°C
Ahora hay una temperatura de 15°C
Un día como hoy pero del año de 1856, con un valor de medio real y la figura de Miguel Hidalgo, entra en circulación la primera estampilla de correos en México https://t.co/aqTuT6pim9",2,0,1,1350829746897080320,Al Instante SLP,InstanteSlp,2021-01-17 09:38:11,False,345,76,2022-08-01 06:06:17,2022,08,01,06,06,16,Miguel Hidalgo,-99.2045669144,19.4280623649
1554079019515232258,tránsito,palabras clave,"Buena circulación en Felipe Villanueva, de Sebastián Lerdo de Tejada a Venustiano Carranza",0,0,0,177289328,AlertasViales Toluca,VialidadToluca,2010-08-11 13:11:28,False,19782,34,2022-08-01 06:18:06,2022,08,01,06,18,17,Venustiano Carranza,-99.0931057959,19.4304954545
1554079212599918592,incendio,palabras clave,"@Tabernita @huyelobo @ma_blazquez @Ainsthrilln @taleuco @oalfonsogarcia @GarrinchaCF @TyelpeIthildim @drizzt__dourden @lady_sackville @Regoteos @ndresRS @papouro @Mitsyssa @cinturondorion_ @Kaladin2017 @Johnny90VM @fmcarreno @fenris1234 @Isherwood75 @CaptainMiller @mario_jsg @Orocline @AMdHL @Epicureo64 @Oskartxuprz @Desertsound @misotrasvidas @Demostenes_eu @JPSalmeronL @filosofotodoa1e @borja_f_e @yolanday_y @Razgrizdmon @rrazo @jauming @andresrguez @GuilleMunoz @d4f0 @pululando @javierirastorza @Pascual_Return @afernandezeyre @simon_mupe @ivanramgarcia @mcalerom @Oletros @scudettocalcio2 @Fritz_Orwell @ita_sabel Más que mano, lo que hay que meterle es fuego. XD",2,1,0,35220560,The Gamba Rebozada,parbolo,2009-04-25 08:20:15,False,2068,485,2022-08-01 06:18:52,2022,08,01,06,18,9,Milpa Alta,-99.0510954218,19.1394565999
1554079497888051201,tránsito,palabras clave,"#UnDíaComoHoy pero de 1856 entra en circulación la primera estampilla de correos en México con un valor de medio real y la figura de Miguel Hidalgo. 

#LasEfemérides📆 #SeñalQueUne🔗 #XEVT 🖲️ https://t.co/KI5x4vjkgV",3,0,1,150913226,xevt - xhvt,xevtfm,2010-06-01 22:01:04,False,86780,1051,2022-08-01 06:20:00,2022,08,01,06,20,16,Miguel Hidalgo,-99.2045669144,19.4280623649
1554081544377192449,tránsito,palabras clave,"Venustiano Carranza, de Pino Suárez a Las Torres tiene circulación fluida en ambos sentidos",0,0,0,177289328,AlertasViales Toluca,VialidadToluca,2010-08-11 13:11:28,False,19782,34,2022-08-01 06:28:08,2022,08,01,06,28,17,Venustiano Carranza,-99.0931057959,19.4304954545
1554082016248795136,tránsito,palabras clave,"#UnDíaComoHoy de 1856, entra en circulación las
primeras estampillas de correos en México. Las cuales se presentaron en una serie de 5 ejemplares, con denominaciones de ½, 1, 2, 4, y 8 reales en colores azul, amarillo, verde, rojo y lila con la figura de Miguel Hidalgo. https://t.co/F0EqZBkXCR",6,0,1,494110798,Biblioanahuac,Biblioanahuac,2012-02-16 08:52:04,False,1173,189,2022-08-01 06:30:00,2022,08,01,06,30,16,Miguel Hidalgo,-99.2045669144,19.4280623649
1554082205193814016,tránsito,palabras clave,"@Alc_Iztapalapa ,@Claudiashein ,@GobCDMX @ClaraBrugadaM , cuando quitarán los puestos en Av. Miguel Hidalgo Monroy, a la altura de Mercado de la purísima, desde el 2 de enero del 2022, obstaculizan la circulación. Ya basta. https://t.co/T9X8PBma7e",0,1,0,1532562267962605568,@malunipse,BrendaE77885594,2022-06-02 21:19:03,False,1,6,2022-08-01 06:30:45,2022,08,01,06,30,7,Iztapalapa,-99.0567989642,19.3491663204
1554083272807759872,incendio,palabras clave,"#AMxInforma || #CDMX: servicios de emergencia controlaron un #Incendio 🔥 registrado en un local comercial en calle Toltecas, Col. Morelos de la alcaldía #Cuauhtémoc.

📸: @Bomberos_CDMX 

#AgenciaMxNoticias https://t.co/8KxhEyrbN3",3,0,1,551446885,Agencia Mexiquense de Noticias,AMXNoticias,2012-04-11 18:46:59,True,94060,674,2022-08-01 06:35:00,2022,08,01,06,35,15,Cuauhtémoc,-99.1490557562,19.4313734294
1554085138308415492,tránsito,palabras clave,"@UCS_GCDMX Denuncio vehículo automotor estacionado sobre la banqueta en la calzada de los Misterios número 22 colonia Peralvillo alcaldía Cuauhtémoc entre Enrique Granados y La Ronda. Impunidad total, no permitan que los cavernícolas violen el Reglamento de Tránsito. https://t.co/auyHtgSISG",0,2,0,2845634673,israel vargas,vargasgalvan201,2014-10-26 13:41:22,False,201,277,2022-08-01 06:42:25,2022,08,01,06,42,15,Cuauhtémoc,-99.1490557562,19.4313734294
1554089571876450305,tránsito,palabras clave,"#Efemérides 1 de agosto

1856. Con un valor de medio real y la figura de Miguel Hidalgo, entra en circulación la primera estampilla de correos en México.
 
1955. Muere Carlos González Peña, destacado periodista, novelista, escritor, crítico literario y académico de la lengua.",2,0,0,119182908,SEP Hidalgo,SEPHidalgo,2010-03-02 16:35:42,True,49813,646,2022-08-01 07:00:02,2022,08,01,07,00,16,Miguel Hidalgo,-99.2045669144,19.4280623649
1554091522550816770,incendio,palabras clave,"INCENDIO DE LA TIENDA ASTOR
Era un 13 de mayo de 1978, cuando se vió arder la tienda ASTOR, ubicada en el centro histórico, en las calles de Venustiano Carranza e Isabel La Católica.
#CronicasDeBanqueta https://t.co/vP2ZNQcDOS",84,6,19,917136559761129477,Crónicas de Banqueta,cronicabanqueta,2017-10-08 15:16:10,False,54116,37627,2022-08-01 07:07:47,2022,08,01,07,07,17,Venustiano Carranza,-99.0931057959,19.4304954545
1554094596891652097,tránsito,palabras clave,"Por obras encontrarás afectada la circulación en ambos sentidos de Av. Parque Lira entre Gobernador Melchor Muzquiz y Av. Constituyentes. Col. San Miguel Chapultepec. Alcaldia Miguel Hidalgo.

#ApoyoVial https://t.co/ner3J4pgi4",0,0,0,1429847377393954818,ApoyoVial,InfotrafficMX,2021-08-23 10:47:47,False,2268,4977,2022-08-01 07:20:00,2022,08,01,07,20,16,Miguel Hidalgo,-99.2045669144,19.4280623649
